Date/Time,Electricity:Facility [J](Zone Timestep),Gas:Facility [J](Zone Timestep)
 10/13  05:00:00,2725507.455170526,39643393.1866321
 10/13  06:00:00,2920220.1272044363,41310334.253773935
 10/13  07:00:00,3579816.607170027,41453624.495096296
 10/13  08:00:00,4220627.105421348,31453011.096792575
 10/13  09:00:00,3556868.574062103,18785753.025001697
 10/13  10:00:00,2536258.1587971468,7620946.960523565
 10/13  11:00:00,2328030.4371509897,2974830.1312104412
 10/13  12:00:00,2399089.9882951914,2613276.0519245416
 10/13  13:00:00,2332077.436900763,2304212.8892440307
 10/13  14:00:00,2294362.1114113242,2075090.524855897
 10/13  15:00:00,2298258.827735585,1899633.6800092964
 10/13  16:00:00,2333325.424265547,1828081.111183818
 10/13  17:00:00,2853715.194418484,1958553.32005989
 10/13  18:00:00,3950504.217940997,2273148.503261179
 10/13  19:00:00,4889302.096693665,2703027.671709173
 10/13  20:00:00,5682756.195111462,2962196.4135858393
 10/13  21:00:00,5781172.768331748,2964542.087094169
 10/13  22:00:00,5283978.618757575,4697500.518414407
 10/13  23:00:00,4357404.070554324,8406051.787656406
 10/13  24:00:00,3472744.664754966,13304770.033081362
 10/14  01:00:00,2592854.456550362,18512273.253346317
 10/14  02:00:00,2327750.8080051155,22024147.472160347
 10/14  03:00:00,2269503.751632136,25282517.959242225
 10/14  04:00:00,2279571.773646873,26940213.08979317
 10/14  05:00:00,2256417.038826277,27118446.512997195
 10/14  06:00:00,2410963.5524000376,27578425.320814658
 10/14  07:00:00,3075735.6256834622,27178369.42999506
 10/14  08:00:00,3814635.105134008,18625090.539237674
 10/14  09:00:00,3339959.751164195,9741989.632184528
 10/14  10:00:00,2549727.799581887,3303178.238657053
 10/14  11:00:00,2528661.918825867,2964612.6964145335
 10/14  12:00:00,2604179.8538333387,2601933.902179845
 10/14  13:00:00,2518848.692152244,2293839.269097341
 10/14  14:00:00,2464416.797976331,2074167.3155904384
 10/14  15:00:00,2442215.6954345447,1902269.6295331707
 10/14  16:00:00,2487248.2934691194,1832980.0153723154
 10/14  17:00:00,2993465.5998684186,1935218.9965982062
 10/14  18:00:00,4089096.4718632265,2266474.2165174815
 10/14  19:00:00,5025519.149336568,2682234.693070181
 10/14  20:00:00,5821843.083751875,2963447.0116474703
 10/14  21:00:00,5920054.919899468,2970721.0570642976
 10/14  22:00:00,5420987.452800664,4612019.196566295
 10/14  23:00:00,4481164.382413754,8715274.462135583
 10/14  24:00:00,3486682.96508965,12056165.474854127
 10/15  01:00:00,2521702.054707005,16656993.729235668
 10/15  02:00:00,2246706.5788997305,19909667.561354283
 10/15  03:00:00,2143785.09702831,22001405.986092694
 10/15  04:00:00,2216811.6741088615,25302427.683017574
 10/15  05:00:00,2262461.652253234,27276953.75899776
 10/15  06:00:00,2456717.459155991,28774727.203185372
 10/15  07:00:00,3324950.723377884,33688565.22793648
 10/15  08:00:00,4128723.6805170528,26830995.867251445
 10/15  09:00:00,3681543.828639708,18666291.432583116
 10/15  10:00:00,2836755.713743871,10807637.192744778
 10/15  11:00:00,2586762.0499498784,4516982.643148463
 10/15  12:00:00,2604179.8538333387,2645435.631296142
 10/15  13:00:00,2518848.692152244,2327846.7636598353
 10/15  14:00:00,2464416.797976331,2099517.680740046
 10/15  15:00:00,2442215.6954345447,1921996.437168234
 10/15  16:00:00,2487248.2934691194,1853308.2021708775
 10/15  17:00:00,2993465.5998684186,1965393.4256696443
 10/15  18:00:00,4089096.4718632265,2290228.6662401087
 10/15  19:00:00,5025519.149336568,2712578.3207917116
 10/15  20:00:00,5821843.083751875,2994463.1809933987
 10/15  21:00:00,6081854.83615843,7216683.801749784
 10/15  22:00:00,5748345.842743959,13167011.581107827
 10/15  23:00:00,4843841.939977799,18187098.853386328
 10/15  24:00:00,3843423.9896041946,21371809.295443434
 10/16  01:00:00,2756819.629602085,23484607.356905375
 10/16  02:00:00,2417376.8791464153,24779463.79919386
 10/16  03:00:00,2266224.8146178476,25471997.62932711
 10/16  04:00:00,2211186.488789948,25303296.240855597
 10/16  05:00:00,2175311.047658372,25283458.86634323
 10/16  06:00:00,2331615.336101647,25951522.529356282
 10/16  07:00:00,3052309.574137555,27698165.77490775
 10/16  08:00:00,3923531.513950571,23718953.856496613
 10/16  09:00:00,3507915.8270654897,17531108.99318031
 10/16  10:00:00,2675856.061784539,11286963.085092893
 10/16  11:00:00,2477531.84218412,6909401.550012102
 10/16  12:00:00,2495350.933720013,5179405.282582963
 10/16  13:00:00,2459206.8864690606,5690298.79073895
 10/16  14:00:00,2567675.677024698,9297504.18155425
 10/16  15:00:00,2775822.3611792857,14468815.77447182
 10/16  16:00:00,2859168.0965601676,15666780.472389152
 10/16  17:00:00,3587190.818851905,21197049.23106894
 10/16  18:00:00,4822149.235270452,25109145.856581386
 10/16  19:00:00,5850109.201762392,27837336.217760097
 10/16  20:00:00,6802119.711388843,32233779.894382495
 10/16  21:00:00,6873251.990353087,31507710.06243193
 10/16  22:00:00,6339530.676700251,32269911.523198072
 10/16  23:00:00,5300716.141681934,33043768.406617902
 10/16  24:00:00,4298348.404233512,34866258.91215478
 10/17  01:00:00,3293824.598693499,37504455.59024715
 10/17  02:00:00,2963256.474797345,39029963.0842485
 10/17  03:00:00,2800148.857198826,39409935.29360151
 10/17  04:00:00,2818482.2696901555,41156379.53527949
 10/17  05:00:00,2801839.1682828916,41638822.993097164
 10/17  06:00:00,2961073.1672637514,42384626.62433051
 10/17  07:00:00,3655006.0896908413,43435586.71923159
 10/17  08:00:00,4456607.56548267,37641355.092332475
 10/17  09:00:00,4244826.859783482,36775011.9483236
 10/17  10:00:00,3668493.771036479,37205845.01364512
 10/17  11:00:00,3715547.3991647107,39232622.305443004
 10/17  12:00:00,3607941.543893279,34227614.927799255
 10/17  13:00:00,3424191.4527341234,30884630.49844864
 10/17  14:00:00,3166113.3345669922,24923034.15608183
 10/17  15:00:00,2997491.655751135,20258870.156283133
 10/17  16:00:00,2909085.144099849,16973303.588525385
 10/17  17:00:00,3424259.4026885703,16947740.005511217
 10/17  18:00:00,4711120.096822364,22215463.08376915
 10/17  19:00:00,5875623.837213787,28509018.516253293
 10/17  20:00:00,6855567.684180921,33635331.75602051
 10/17  21:00:00,7138171.881454894,38429375.76564162
 10/17  22:00:00,6765458.848892029,43393858.71374379
 10/17  23:00:00,5727110.193280641,44178902.27913553
 10/17  24:00:00,4708833.514613341,45584882.774586
 10/18  01:00:00,3695640.99507512,47995417.40565554
 10/18  02:00:00,3345058.931577324,48997471.18446376
 10/18  03:00:00,3226756.2095154566,50546528.389463514
 10/18  04:00:00,3185979.492867625,50749865.71402334
 10/18  05:00:00,3146000.9304863745,50623420.14364891
 10/18  06:00:00,3347511.8026060006,52474077.22522191
 10/18  07:00:00,4032229.6579731964,53287404.69018378
 10/18  08:00:00,4674421.023887692,43334339.35686784
 10/18  09:00:00,4065584.541166038,32104101.853369005
 10/18  10:00:00,3053962.056265945,21171914.73030217
 10/18  11:00:00,2708141.2268619044,12942351.25310475
 10/18  12:00:00,2551893.5135037196,6666637.146267569
 10/18  13:00:00,2348612.003280284,2812973.5423573544
 10/18  14:00:00,2294362.1114113242,2162830.7931577764
 10/18  15:00:00,2298258.827735585,1994017.944798534
 10/18  16:00:00,2333325.424265547,1929435.1220994971
 10/18  17:00:00,2853715.194418484,2049949.8626172768
 10/18  18:00:00,4174863.241339542,8221372.981268458
 10/18  19:00:00,5273726.07200399,12803040.194341354
 10/18  20:00:00,6385749.501171362,21377820.252070867
 10/18  21:00:00,6704259.225632024,27109065.671528738
 10/18  22:00:00,6303234.241650589,31333885.55543012
 10/18  23:00:00,5472133.939522885,37527871.88509629
 10/18  24:00:00,4500382.6041600825,40147090.58635163
 10/19  01:00:00,3450150.971869822,41589381.39863571
 10/19  02:00:00,3179606.1969389985,44679667.64156667
 10/19  03:00:00,3058742.4102485604,46161384.239876434
 10/19  04:00:00,3031007.0957338163,46705027.06244952
 10/19  05:00:00,3080941.905091519,48925894.96604885
 10/19  06:00:00,3242336.655275444,49730664.281489186
 10/19  07:00:00,3900692.99310975,49858792.39642205
 10/19  08:00:00,4572637.694471411,40684765.13636206
 10/19  09:00:00,4043892.0667606695,31545876.917732537
 10/19  10:00:00,3085802.5346848266,22010680.847398277
 10/19  11:00:00,2794525.0519892224,15203976.458250577
 10/19  12:00:00,2588988.305583484,7640653.45035501
 10/19  13:00:00,2372586.9485945785,3443668.3292535422
 10/19  14:00:00,2294362.1114113242,2168626.2466252972
 10/19  15:00:00,2298258.827735585,1998399.517322548
 10/19  16:00:00,2333325.424265547,1941165.5030998124
 10/19  17:00:00,2884544.7125283973,2866712.158776701
 10/19  18:00:00,4158956.527939637,7811271.812432151
 10/19  19:00:00,5260026.309596723,12451188.526334642
 10/19  20:00:00,6252197.345128087,17898113.239931792
 10/19  21:00:00,6468641.022257325,20965007.0642661
 10/19  22:00:00,6012954.442792727,23762339.60697988
 10/19  23:00:00,5045124.248907096,26386194.64105998
 10/19  24:00:00,4131506.949396932,30521668.69055358
 10/20  01:00:00,3139753.9242251646,33489057.950989317
 10/20  02:00:00,2857698.958446187,36277850.348550156
 10/20  03:00:00,2750928.8487291127,38126970.58873368
 10/20  04:00:00,2735393.787395221,38988960.8672689
 10/20  05:00:00,2735777.431282693,39916620.22318452
 10/20  06:00:00,2882701.598677971,40344953.02945926
 10/20  07:00:00,3599543.39478393,42002720.709935986
 10/20  08:00:00,4553471.79703746,40191853.40813125
 10/20  09:00:00,4329737.011260014,39015544.216934465
 10/20  10:00:00,3648963.732106554,36718885.25638229
 10/20  11:00:00,3592288.44356156,36035213.46631173
 10/20  12:00:00,3570480.9613381033,33266885.7578575
 10/20  13:00:00,3461409.4610926234,31870740.86142481
 10/20  14:00:00,3363978.3538250993,30100732.03279385
 10/20  15:00:00,3312419.005826843,28490875.29258208
 10/20  16:00:00,3329448.5744333887,27957011.55632115
 10/20  17:00:00,3822699.185128299,27360002.61222951
 10/20  18:00:00,4959857.146872725,28722363.5156362
 10/20  19:00:00,5859593.572443182,28107851.438020047
 10/20  20:00:00,6669357.038094321,28794013.123951983
 10/20  21:00:00,6792558.297417043,29426883.18171143
 10/20  22:00:00,6249598.111430644,29945432.809397176
 10/20  23:00:00,5225481.696552013,31099016.275447413
 10/20  24:00:00,4191039.7682641684,32079272.803342942
 10/21  01:00:00,3142785.3349545323,32882229.723341357
 10/21  02:00:00,2833857.4029057254,35243010.1012077
 10/21  03:00:00,2733707.5224431762,37404185.51995759
 10/21  04:00:00,2866364.703843611,42261052.211126834
 10/21  05:00:00,2906552.738784441,44094508.66491109
 10/21  06:00:00,3092407.0145732285,45380656.015168265
 10/21  07:00:00,3804012.621322123,46223467.154445454
 10/21  08:00:00,4532721.021912413,37420579.199341774
 10/21  09:00:00,4041377.3973918385,28107167.05208146
 10/21  10:00:00,3163927.64083771,19393473.62350229
 10/21  11:00:00,2964423.7332026674,14415302.529012743
 10/21  12:00:00,2815207.668748379,8203769.679233927
 10/21  13:00:00,2610657.4958715416,4792610.2251572795
 10/21  14:00:00,2464416.797976331,2183107.522499497
 10/21  15:00:00,2442215.6954345447,2012436.4301158586
 10/21  16:00:00,2487248.2934691194,1951942.5182871434
 10/21  17:00:00,3008277.627852605,2455658.666086648
 10/21  18:00:00,4342837.91573075,9002928.27262269
 10/21  19:00:00,5481577.805648713,14690387.903679105
 10/21  20:00:00,6455526.779085226,19588200.668366045
 10/21  21:00:00,6754379.147803284,24811475.358590316
 10/21  22:00:00,6275737.63845174,26968446.44758876
 10/21  23:00:00,5322665.889803788,30714817.278546162
 10/21  24:00:00,4274134.437137419,32636120.69334688
 10/22  01:00:00,3108008.3522343417,31976620.795718472
 10/22  02:00:00,2697231.2410936938,31677713.187707644
 10/22  03:00:00,2542610.5368540254,32416502.995379694
 10/22  04:00:00,2401188.6146435263,30118797.79400679
 10/22  05:00:00,2413295.634917441,31219497.538797297
 10/22  06:00:00,2602807.979517194,32602451.576501556
 10/22  07:00:00,3390970.672562848,35446678.631464764
 10/22  08:00:00,4201857.98841343,28791381.397655327
 10/22  09:00:00,3762156.441663934,20826720.81876333
 10/22  10:00:00,2880868.275900713,12012410.356952392
 10/22  11:00:00,2586171.3569359756,4548420.613116545
 10/22  12:00:00,2604179.8538333387,2686791.6668613693
 10/22  13:00:00,2518848.692152244,2370640.9706092435
 10/22  14:00:00,2464416.797976331,2141213.576678899
 10/22  15:00:00,2442215.6954345447,1967236.8648953377
 10/22  16:00:00,2487248.2934691194,1902038.8275115022
 10/22  17:00:00,2993465.5998684186,2024517.1111889228
 10/22  18:00:00,4089096.4718632265,2358227.4650813425
 10/22  19:00:00,5025519.149336568,2779137.8549082554
 10/22  20:00:00,5869929.309595118,4306153.227688268
 10/22  21:00:00,6117002.048134692,8180224.0147515815
 10/22  22:00:00,5761187.2560994765,13542775.38161035
 10/22  23:00:00,4890323.800657,19434061.723679885
 10/22  24:00:00,3903801.3647401277,22972741.107965596
 10/23  01:00:00,2842379.723359702,25733085.178320337
 10/23  02:00:00,2618836.0898897597,30046071.799207114
 10/23  03:00:00,2511209.3833051054,31871332.68401644
 10/23  04:00:00,2544901.6026834887,34017956.89757726
 10/23  05:00:00,2570229.781219007,35597533.16035766
 10/23  06:00:00,2756407.857233426,37054487.19738694
 10/23  07:00:00,3428502.9365725215,37553222.82056519
 10/23  08:00:00,4140725.2085518567,29440238.455680277
 10/23  09:00:00,3651293.2928407025,21330397.05428937
 10/23  10:00:00,2738181.4450724116,12967603.133859996
 10/23  11:00:00,2466892.3545120847,6678922.377872247
 10/23  12:00:00,2399089.9882951914,2698053.4838696886
 10/23  13:00:00,2332077.436900763,2382659.115295
 10/23  14:00:00,2294362.1114113242,2155132.290302046
 10/23  15:00:00,2298258.827735585,1978556.178309413
 10/23  16:00:00,2333325.424265547,1922618.5150412994
 10/23  17:00:00,2853715.194418484,2040045.218432467
 10/23  18:00:00,3950504.217940997,2378091.266524688
 10/23  19:00:00,4918147.088620883,3548296.344241116
 10/23  20:00:00,5951982.000267193,10087871.778016979
 10/23  21:00:00,6308104.545295701,16800632.210808616
 10/23  22:00:00,5952076.233452842,22196856.78953783
 10/23  23:00:00,5074661.368360621,27176834.75254822
 10/23  24:00:00,4131619.6998094115,30539118.597552888
 10/24  01:00:00,3089316.9201404243,32181249.926908012
 10/24  02:00:00,2760482.519913604,33744700.4417823
 10/24  03:00:00,2658621.204056554,35719951.59526915
 10/24  04:00:00,2668270.336443828,37238838.42821286
 10/24  05:00:00,2662110.557634014,37996728.29049682
 10/24  06:00:00,2882911.5018041525,40358800.101671524
 10/24  07:00:00,3635785.409122678,42969201.78066467
 10/24  08:00:00,4340671.426801594,34667172.660481215
 10/24  09:00:00,3846211.547958513,26426800.846544165
 10/24  10:00:00,2877932.6330826306,16623521.975114888
 10/24  11:00:00,2560489.3315017284,9129097.507041588
 10/24  12:00:00,2417943.774128238,3205009.1107463944
 10/24  13:00:00,2332077.436900763,2399557.5405680477
 10/24  14:00:00,2294362.1114113242,2171759.4655188057
 10/24  15:00:00,2298258.827735585,1986478.9530369448
 10/24  16:00:00,2333325.424265547,1918301.3023163353
 10/24  17:00:00,2853715.194418484,2038804.5021288812
 10/24  18:00:00,3950504.217940997,2381009.598440135
 10/24  19:00:00,4986160.683865306,5330476.268114451
 10/24  20:00:00,5959074.586328851,10279747.560756592
 10/24  21:00:00,6281074.006580656,16101709.052273128
 10/24  22:00:00,5859405.8129215585,19783849.399005577
 10/24  23:00:00,4925756.625918723,23294866.29206879
 10/24  24:00:00,3889093.02796567,24211988.981347837
 10/25  01:00:00,2823450.9178643455,25243413.494738568
 10/25  02:00:00,2503883.576311275,27047698.82208935
 10/25  03:00:00,2452879.9609609763,30350014.212775312
 10/25  04:00:00,2483179.000545316,32407810.29854456
 10/25  05:00:00,2568953.4406420463,35565776.540564515
 10/25  06:00:00,2734365.292675734,36483340.286537886
 10/25  07:00:00,3438930.1736857756,37835772.66523703
 10/25  08:00:00,4332345.412965149,34457505.774937466
 10/25  09:00:00,4007864.949464018,30654927.94020254
 10/25  10:00:00,3158758.383103493,23962044.715084575
 10/25  11:00:00,2791605.6295259753,15169065.698672617
 10/25  12:00:00,2655181.842868329,9403743.632855758
 10/25  13:00:00,2501475.198134437,6838095.871359269
 10/25  14:00:00,2340486.472647873,3405781.7222184134
 10/25  15:00:00,2298258.827735585,2033125.7163982692
 10/25  16:00:00,2333325.424265547,1963391.2907935078
 10/25  17:00:00,2853715.194418484,2076903.8656962498
 10/25  18:00:00,4021035.6604351383,4239756.496204868
 10/25  19:00:00,5018654.9997577015,6186050.365634976
 10/25  20:00:00,5994683.994375467,11216062.721300116
 10/25  21:00:00,6184769.986971974,13594543.990441073
 10/25  22:00:00,5700325.048432483,15637333.924311273
 10/25  23:00:00,4738363.051030504,18408254.536069434
 10/25  24:00:00,3734362.4793262756,20176690.264667463
 10/26  01:00:00,2682149.665706886,21557208.858946055
 10/26  02:00:00,2351670.2104247664,23075555.721748732
 10/26  03:00:00,2228894.1702218936,24503833.28369866
 10/26  04:00:00,2223209.16713146,25622188.38470553
 10/26  05:00:00,2214791.824133259,26321677.067082718
 10/26  06:00:00,2424304.4489945075,28391783.148294404
 10/26  07:00:00,3203817.3868302144,31703717.002169423
 10/26  08:00:00,4130170.956308966,29187748.108611014
 10/26  09:00:00,3822635.2461406826,25828215.7707546
 10/26  10:00:00,3109872.7124317144,22693967.978824005
 10/26  11:00:00,2855358.837244442,16840301.521773342
 10/26  12:00:00,2640220.3133249027,9019202.462711137
 10/26  13:00:00,2382296.0944345826,3732211.749573297
 10/26  14:00:00,2294362.1114113242,2201734.350525083
 10/26  15:00:00,2298258.827735585,2032165.2537279218
 10/26  16:00:00,2333325.424265547,1968362.8775653846
 10/26  17:00:00,2866205.7492115283,2414536.9165178593
 10/26  18:00:00,4086767.063983127,5960467.650200715
 10/26  19:00:00,5118128.532558111,8788728.673775956
 10/26  20:00:00,6100991.044134754,13997879.970482726
 10/26  21:00:00,6349380.939006142,17898236.701327577
 10/26  22:00:00,5948335.7333365865,22117401.97439366
 10/26  23:00:00,4932435.671395553,23479306.659589697
 10/26  24:00:00,3941728.3083193786,25593421.998492833
