Date/Time,Electricity:Facility [J](Zone Timestep),Gas:Facility [J](Zone Timestep)
 03/29  23:00:00,5737391.274893616,44201168.54257794
 03/29  24:00:00,4738516.751803054,46012447.97268648
 03/30  01:00:00,3710608.3896314767,47901804.12179663
 03/30  02:00:00,3375719.0022747857,49245272.45502792
 03/30  03:00:00,3252115.8920917544,50595005.11550205
 03/30  04:00:00,3251191.0220704298,51847166.7814908
 03/30  05:00:00,3310860.541383276,54402001.71709234
 03/30  06:00:00,3558249.231430369,57894816.141703844
 03/30  07:00:00,4239065.562231462,62872227.030365676
 03/30  08:00:00,4933688.114161609,62569113.10080154
 03/30  09:00:00,4427526.276698184,54798310.8267418
 03/30  10:00:00,3820819.3183876895,47376844.28268187
 03/30  11:00:00,3641412.5669914214,41974550.72329565
 03/30  12:00:00,3441704.8070992185,34518887.290392995
 03/30  13:00:00,3185634.0509460275,29265334.68430469
 03/30  14:00:00,3140252.738743521,28644308.58205722
 03/30  15:00:00,3052868.235951427,26067969.82610302
 03/30  16:00:00,3053770.969618127,24418546.144617334
 03/30  17:00:00,3643902.67522141,25291206.180565905
 03/30  18:00:00,5018530.033058033,30674117.321825426
 03/30  19:00:00,6169055.189266181,34076684.526836105
 03/30  20:00:00,7170306.515498893,41120795.43666699
 03/30  21:00:00,7474678.298979549,47257494.816291384
 03/30  22:00:00,6963439.223391393,51414332.47525963
 03/30  23:00:00,6047597.806504703,52294907.47349199
 03/30  24:00:00,5038419.941370601,53838208.65235081
 03/31  01:00:00,3976483.0924850754,54840391.1745082
 03/31  02:00:00,3643411.3807670944,56232115.42401789
 03/31  03:00:00,3503524.8770414214,57157178.95395954
 03/31  04:00:00,3485635.3494370864,57966599.029806785
 03/31  05:00:00,3505056.1483519175,59470602.03996913
 03/31  06:00:00,3609355.906707254,59227248.04283947
 03/31  07:00:00,4149961.3764645653,60542313.59949298
 03/31  08:00:00,4591494.082441844,53630763.19801511
 03/31  09:00:00,4161824.0059107584,47856123.31870781
 03/31  10:00:00,3486057.960447385,38632299.66892911
 03/31  11:00:00,3303018.3882098454,33135911.69208462
 03/31  12:00:00,3078195.736119901,25025449.19404925
 03/31  13:00:00,2855462.1613937444,20642791.695650756
 03/31  14:00:00,2699268.614068326,17129668.22522151
 03/31  15:00:00,2585418.6306976923,13862867.99169956
 03/31  16:00:00,2567352.4407755584,11718433.578921225
 03/31  17:00:00,3102541.2980845957,11156664.262295455
 03/31  18:00:00,4392443.088695077,14327291.035356415
 03/31  19:00:00,5559495.01008888,18160385.271336436
 03/31  20:00:00,6538452.527858476,24621971.229415305
 03/31  21:00:00,6876283.83242196,31632133.9864833
 03/31  22:00:00,6300650.65639175,34108552.17241947
 03/31  23:00:00,5402790.254920307,35459259.88470261
 03/31  24:00:00,4363222.257989857,36210284.56563776
 04/01  01:00:00,3301525.8041176605,36627892.78289152
 04/01  02:00:00,2909118.4981599813,36738736.4290781
 04/01  03:00:00,2730900.9249428245,36802270.830710895
 04/01  04:00:00,2683663.525743973,36970114.61915258
 04/01  05:00:00,2644065.4529560334,36793748.56575934
 04/01  06:00:00,2783877.8185692583,37274385.79721244
 04/01  07:00:00,3287434.501255319,36306964.95980581
 04/01  08:00:00,3757065.824111213,27704777.17960276
 04/01  09:00:00,3167932.9613783304,17339548.0273244
 04/01  10:00:00,2467562.031544414,7345899.221752907
 04/01  11:00:00,2362888.2109140055,3552466.372319315
 04/01  12:00:00,2436313.9459919957,3104088.713211741
 04/01  13:00:00,2348910.544819265,2718970.6983048893
 04/01  14:00:00,2298948.3096450735,2435361.4858231093
 04/01  15:00:00,2265609.523901197,2220236.6641041404
 04/01  16:00:00,2283753.5086670336,2137327.0603146623
 04/01  17:00:00,2644260.108964718,2269208.458959523
 04/01  18:00:00,3401587.969021499,2649266.393923015
 04/01  19:00:00,3891754.8494548756,3164596.67539599
 04/01  20:00:00,4480412.189146471,3508572.09412493
 04/01  21:00:00,5334233.478438899,3515535.405903064
 04/01  22:00:00,5442238.434634527,5230799.596530466
 04/01  23:00:00,4537767.751091645,10086292.794729313
 04/01  24:00:00,3537316.409930786,13148219.072590884
 04/02  01:00:00,2556484.465879007,17174862.754057653
 04/02  02:00:00,2320967.6727004386,21384366.198023885
 04/02  03:00:00,2260969.1779197897,24534734.933540747
 04/02  04:00:00,2315424.806370953,27357331.904585335
 04/02  05:00:00,2344327.932578306,28968911.253032394
 04/02  06:00:00,2640270.8948554,33524057.540742166
 04/02  07:00:00,3349814.4399564406,37931216.95654137
 04/02  08:00:00,4032819.0614923863,34896899.75079964
 04/02  09:00:00,3818756.5884067095,34321782.1942563
 04/02  10:00:00,3392259.817866344,31477569.64037925
 04/02  11:00:00,3382194.013699775,30164291.20655671
 04/02  12:00:00,3226669.9914579606,23765776.120755557
 04/02  13:00:00,2959501.7661724114,18708665.196654197
 04/02  14:00:00,2714468.199176289,13356216.327245884
 04/02  15:00:00,2457526.8742615385,7319656.288527611
 04/02  16:00:00,2480527.598346541,7369234.04933572
 04/02  17:00:00,2858198.909160133,7951243.820900265
 04/02  18:00:00,3706292.110213157,10692797.575747948
 04/02  19:00:00,4466510.71198765,18233859.19345092
 04/02  20:00:00,5101396.046592543,19757501.80156648
 04/02  21:00:00,6118844.235718101,24010090.307636153
 04/02  22:00:00,6427814.354156126,30955248.950413965
 04/02  23:00:00,5335330.291005764,30901585.34130503
 04/02  24:00:00,4408659.278772989,35890468.989887394
 04/03  01:00:00,3288107.7679111804,36959208.95108855
 04/03  02:00:00,3072873.1441863007,41424493.42947846
 04/03  03:00:00,2909974.6470885207,41749465.4587881
 04/03  04:00:00,2951322.304044193,44103356.436375335
 04/03  05:00:00,2897222.3007728783,43681532.12639485
 04/03  06:00:00,3016545.994863517,43784915.1029113
 04/03  07:00:00,3646774.210059189,46800452.25656145
 04/03  08:00:00,4355871.884617885,45560666.4904484
 04/03  09:00:00,4089597.480242966,44774313.45334397
 04/03  10:00:00,3645797.877726106,42761437.59513086
 04/03  11:00:00,3625433.950338406,41745337.580788285
 04/03  12:00:00,3515571.4802344223,36655958.5396314
 04/03  13:00:00,3319075.1986610186,32966164.688230265
 04/03  14:00:00,3153610.641003063,29254912.115706228
 04/03  15:00:00,3103623.4435125845,27939749.326605372
 04/03  16:00:00,3147843.807397665,28803537.63609146
 04/03  17:00:00,3558741.04493651,29882675.074258752
 04/03  18:00:00,4371917.901700482,31681882.361862194
 04/03  19:00:00,4872013.222628551,32369872.702812973
 04/03  20:00:00,5507689.143401468,33988462.820652
 04/03  21:00:00,6377711.695491433,34387420.78409903
 04/03  22:00:00,6435511.630179204,34816550.2984028
 04/03  23:00:00,5452842.624592125,36891005.13443772
 04/03  24:00:00,4420335.587276667,37808127.65886162
 04/04  01:00:00,3450632.4283565916,41199884.587425604
 04/04  02:00:00,3047206.4265039284,40753564.7263739
 04/04  03:00:00,2848153.7674976946,40135195.61627817
 04/04  04:00:00,2802610.099849461,40221002.4062314
 04/04  05:00:00,2758136.031248139,40050238.65518579
 04/04  06:00:00,2879355.3854889898,40202018.00836759
 04/04  07:00:00,3375795.514372414,39722717.69494353
 04/04  08:00:00,3918803.6715707756,34145396.45953005
 04/04  09:00:00,3404534.8601116245,26884916.575813226
 04/04  10:00:00,2758819.8967797454,19601677.881489906
 04/04  11:00:00,2536136.0156201962,13305082.75978315
 04/04  12:00:00,2356545.4493209813,6396389.642731511
 04/04  13:00:00,2179712.41370999,3220594.719173139
 04/04  14:00:00,2128893.623080066,2489914.196745729
 04/04  15:00:00,2121652.6562022376,2281889.7088394305
 04/04  16:00:00,2129830.6394634615,2207799.5078334473
 04/04  17:00:00,2522522.674852652,2827483.1033671843
 04/04  18:00:00,3449437.5662354934,7597739.69777357
 04/04  19:00:00,4103897.773116605,12314423.488297157
 04/04  20:00:00,4951757.00330214,19471146.44166433
 04/04  21:00:00,5952401.853895912,23279866.42136397
 04/04  22:00:00,6054654.876878064,24869909.27362877
 04/04  23:00:00,5108400.902661535,27895766.388768017
 04/04  24:00:00,4064032.866138648,28504334.922620438
 04/05  01:00:00,2981151.8799326853,28942931.80012872
 04/05  02:00:00,2633468.8661168367,29952582.23694134
 04/05  03:00:00,2473898.0195187605,30365248.275882624
 04/05  04:00:00,2440868.5212600157,30777829.300875176
 04/05  05:00:00,2427678.0469398308,31423458.199669085
 04/05  06:00:00,2603606.9244206087,33002241.671301086
 04/05  07:00:00,3083199.8836091966,32080640.17863249
 04/05  08:00:00,3577273.494622437,25223914.62301748
 04/05  09:00:00,3258280.696505636,23060246.988602802
 04/05  10:00:00,2698974.270926342,18032938.54140714
 04/05  11:00:00,2565177.388467045,14057405.048066199
 04/05  12:00:00,2383946.461915162,7106744.432449242
 04/05  13:00:00,2214150.166801351,4115362.2684472823
 04/05  14:00:00,2128893.623080066,2496461.0881504426
 04/05  15:00:00,2121652.6562022376,2292670.23139028
 04/05  16:00:00,2129830.6394634615,2217501.053923757
 04/05  17:00:00,2608786.2149513587,5078542.216742795
 04/05  18:00:00,3554423.6842768714,10334398.968300905
 04/05  19:00:00,4183586.820711877,14389636.086783638
 04/05  20:00:00,4944834.4708719775,19284864.776641466
 04/05  21:00:00,5880159.35066585,21388552.250520438
 04/05  22:00:00,5981670.132379076,22959750.78145966
 04/05  23:00:00,4998529.976911326,25023601.82193424
 04/05  24:00:00,3972955.263820685,26123822.45691038
 04/06  01:00:00,2971071.918027485,28677952.99328792
 04/06  02:00:00,2593650.2982855984,28912211.21958158
 04/06  03:00:00,2496949.3030030816,30966430.2488297
 04/06  04:00:00,2473561.02919387,31630782.43365417
 04/06  05:00:00,2468463.489454611,32487448.674488224
 04/06  06:00:00,2589578.828887108,32634278.69651781
 04/06  07:00:00,3165290.525240551,34219154.28882848
 04/06  08:00:00,3890798.2978122304,33401622.500246238
 04/06  09:00:00,3487187.589410415,29028524.17937059
 04/06  10:00:00,2863876.6635982287,22330831.974674474
 04/06  11:00:00,2641032.2476223055,16031642.847412914
 04/06  12:00:00,2482407.615571548,9671951.75085593
 04/06  13:00:00,2282440.6660319567,5893746.671903825
 04/06  14:00:00,2196856.741269209,4269279.050089652
 04/06  15:00:00,2121652.6562022376,2294917.517566079
 04/06  16:00:00,2129830.6394634615,2210435.9848798756
 04/06  17:00:00,2504509.7035147836,2335704.890824115
 04/06  18:00:00,3262995.7150992695,2711325.8079165574
 04/06  19:00:00,3757520.6998540023,3260577.727541864
 04/06  20:00:00,4572122.058288504,9550016.869413905
 04/06  21:00:00,5622020.041281262,14644584.399309555
 04/06  22:00:00,5879714.709006004,20293292.069770213
 04/06  23:00:00,4977203.273384424,24462703.016169548
 04/06  24:00:00,4033648.3326837732,27705024.64533899
 04/07  01:00:00,3027704.61808306,30154387.26209995
 04/07  02:00:00,2745852.9422666994,32884268.145049
 04/07  03:00:00,2650006.416631078,34961222.57778207
 04/07  04:00:00,2671141.3937179702,36787905.051017724
 04/07  05:00:00,2693437.7163441586,38359422.74623729
 04/07  06:00:00,2882614.627868379,40281762.876666404
 04/07  07:00:00,3414779.481066768,40727304.06661565
 04/07  08:00:00,3832388.557036757,31870415.630037513
 04/07  09:00:00,3256640.922476797,23003318.24007905
 04/07  10:00:00,2703674.6052180403,18142240.524538703
 04/07  11:00:00,2574951.22122444,14300762.977666035
 04/07  12:00:00,2549801.7051142384,11426127.08728557
 04/07  13:00:00,2454764.566436938,10387715.745768428
 04/07  14:00:00,2392475.690639565,9371886.331798721
 04/07  15:00:00,2464171.458297658,11234748.071630772
 04/07  16:00:00,2576082.0567354183,13866134.767692978
 04/07  17:00:00,3056041.9159387504,16747073.438241499
 04/07  18:00:00,3999804.2471549786,21952236.595988125
 04/07  19:00:00,4537130.234331935,23608255.234580167
 04/07  20:00:00,5238561.077336588,26940781.157788053
 04/07  21:00:00,6133645.478136203,27994155.807179593
 04/07  22:00:00,6199680.1359619545,28640402.281997576
 04/07  23:00:00,5155894.791403229,29122934.854806837
 04/07  24:00:00,4106777.790660773,29610815.227973163
 04/08  01:00:00,3045319.4426595466,29924159.65191756
 04/08  02:00:00,2672635.3519327636,30558421.43842995
 04/08  03:00:00,2499160.1463363334,30749165.200206313
 04/08  04:00:00,2486171.722660761,31811858.79278335
 04/08  05:00:00,2497849.1058280333,32972463.0941284
 04/08  06:00:00,2728569.4489344377,35818370.02785666
 04/08  07:00:00,3300348.946102204,36614119.82994773
 04/08  08:00:00,3959969.7478009146,32957080.824941725
 04/08  09:00:00,3634304.358140795,29465158.074872896
 04/08  10:00:00,3085530.4835952376,23431238.71155484
 04/08  11:00:00,3000440.600539652,20164350.75356869
 04/08  12:00:00,2952252.496839229,16572833.746309035
 04/08  13:00:00,2707317.3547366974,12100488.693840893
 04/08  14:00:00,2647213.375525599,11578616.754586834
 04/08  15:00:00,2664759.308973415,12709650.815312117
 04/08  16:00:00,2752365.4232389135,14446620.77574946
 04/08  17:00:00,3143875.8735081796,15388417.7127958
 04/08  18:00:00,3986149.891584478,17973875.516948063
 04/08  19:00:00,4572017.678347514,20958019.106553786
 04/08  20:00:00,5276480.077404847,24294118.42110343
 04/08  21:00:00,6215820.323569133,26508128.62576365
 04/08  22:00:00,6327638.5726455655,28310154.496140562
 04/08  23:00:00,5262828.133673565,28984023.50842196
 04/08  24:00:00,4180570.4309475156,29918041.699968766
 04/09  01:00:00,3074568.220160969,30685722.990195654
 04/09  02:00:00,2677522.1452607983,30684980.203568306
 04/09  03:00:00,2519510.4868559036,31279820.468678433
 04/09  04:00:00,2531381.372559846,32991541.44989202
 04/09  05:00:00,2522177.295080174,33606834.833742656
 04/09  06:00:00,2672132.9045067434,34343321.03088045
 04/09  07:00:00,3401440.8802635414,39248449.5630277
 04/09  08:00:00,4214049.221726525,39582785.49565475
 04/09  09:00:00,4057078.1010726993,40493764.14730286
 04/09  10:00:00,3805906.4882746297,42228708.248572275
 04/09  11:00:00,3870132.8418801143,42860346.44616166
 04/09  12:00:00,3882609.2167213755,40853289.729299255
 04/09  13:00:00,3797178.7999056387,40545373.75837194
 04/09  14:00:00,3768616.688440344,40847432.19554632
 04/09  15:00:00,3693416.664506222,39557896.4705969
 04/09  16:00:00,3684416.372396263,38773250.56342584
 04/09  17:00:00,4088877.9875317807,40052858.29546791
 04/09  18:00:00,4963855.876127027,43491270.12937479
 04/09  19:00:00,5473974.667978529,44497093.13794788
 04/09  20:00:00,6172822.886329832,47685984.56327795
 04/09  21:00:00,7042471.613223939,48080850.25657362
 04/09  22:00:00,7099268.311769227,48447186.86943764
 04/09  23:00:00,6030560.708863714,49020223.01017556
 04/09  24:00:00,4928356.173164511,49434694.88613614
 04/10  01:00:00,3769029.378840991,49499816.24716101
 04/10  02:00:00,3387991.067727255,49643362.184713736
 04/10  03:00:00,3267774.4581614486,51085497.53609761
 04/10  04:00:00,3284000.218709607,52784356.35232215
 04/10  05:00:00,3288778.3816051357,53897900.011197224
 04/10  06:00:00,3432997.046075992,54643153.47662121
 04/10  07:00:00,4005438.369172149,56132040.19053059
 04/10  08:00:00,4568349.245417817,51061592.96768901
 04/10  09:00:00,4097705.9875809113,44936221.93118353
 04/10  10:00:00,3475770.5502457363,38275937.16192913
 04/10  11:00:00,3428270.5077057616,36557191.70496268
 04/10  12:00:00,3254402.3042691844,29803165.03936659
 04/10  13:00:00,2960423.391218115,23573970.01759199
 04/10  14:00:00,2743632.245730037,18526784.250057835
 04/10  15:00:00,2752636.1134224795,18754470.91000576
 04/10  16:00:00,2771720.161431286,18963255.721290354
 04/10  17:00:00,3191903.6149698,20283052.16147446
 04/10  18:00:00,4085969.4969951487,24188755.042911395
 04/10  19:00:00,4733615.126879443,28721501.737688057
 04/10  20:00:00,5538963.483534572,34764677.67582277
 04/10  21:00:00,6534919.056589344,38451318.65016533
 04/10  22:00:00,6662853.656420198,40715073.85223721
 04/10  23:00:00,5668588.980044413,42492975.20532305
 04/10  24:00:00,4686622.529509898,44737139.19322589
 04/11  01:00:00,3641372.0184032167,46165517.44731809
 04/11  02:00:00,3309280.4004548616,47587702.28678419
 04/11  03:00:00,3175853.1635291376,48685446.73242059
 04/11  04:00:00,3180497.1319326786,50082092.42066723
 04/11  05:00:00,3186061.5326973717,51215923.97931728
 04/11  06:00:00,3380956.035408585,53282797.252225175
 04/11  07:00:00,3843185.658199415,51892023.92058726
 04/11  08:00:00,4316572.042430747,44482460.03150591
 04/11  09:00:00,3811989.9935657694,37470524.401381664
 04/11  10:00:00,3154179.464639463,29874158.738284126
 04/11  11:00:00,2988725.15874075,25077242.70398891
 04/11  12:00:00,2789989.8911255808,17675019.137896188
 04/11  13:00:00,2582145.264143061,13695026.78611796
 04/11  14:00:00,2498389.920781418,12121135.263748938
 04/11  15:00:00,2369867.3035339713,8759334.908670817
 04/11  16:00:00,2289816.331354094,6380512.601120221
 04/11  17:00:00,2652760.627404409,6205900.677399138
 04/11  18:00:00,3582241.761658564,11035316.30267024
 04/11  19:00:00,4194241.846669984,14636557.184429165
 04/11  20:00:00,5084026.431843206,22883148.115274876
 04/11  21:00:00,6805604.072993198,45511182.20169897
 04/11  22:00:00,6717171.754898279,42127568.541620985
 04/11  23:00:00,5758771.098665259,44842571.573805965
 04/11  24:00:00,4988459.934649114,52612861.96667157
 04/12  01:00:00,3978599.491445321,54966354.538231306
 04/12  02:00:00,3568077.9661040674,54342204.343093924
 04/12  03:00:00,3444278.489655766,55691738.83796176
 04/12  04:00:00,3432167.2359845215,56651121.383727014
 04/12  05:00:00,3412123.404326359,57116243.66529977
 04/12  06:00:00,3556295.1907766634,57857856.02769955
 04/12  07:00:00,4081659.0825635795,58112341.02973428
 04/12  08:00:00,4659298.774900369,53421929.36948024
 04/12  09:00:00,4342048.0593663445,51299364.67896493
 04/12  10:00:00,3848792.6485427073,47998869.317009546
 04/12  11:00:00,3711983.0123199215,43950550.24059601
 04/12  12:00:00,3456534.5417683865,35068842.25392577
 04/12  13:00:00,3122144.32794479,27786355.17983366
 04/12  14:00:00,2842479.7492469507,21099120.655311566
 04/12  15:00:00,2672188.025731754,16647449.238858119
 04/12  16:00:00,2594923.495703435,14341537.199682076
 04/12  17:00:00,2959562.3844463653,14210894.668251218
 04/12  18:00:00,3797627.0108283106,16653251.055259867
 04/12  19:00:00,4379706.217926933,19472409.16857004
 04/12  20:00:00,5222730.831952667,26497716.37110232
 04/12  21:00:00,6289227.106362089,32025837.412558414
 04/12  22:00:00,6503439.01592451,36542910.37727864
 04/12  23:00:00,5552076.069059184,39442556.72735965
 04/12  24:00:00,4544398.75093204,41017920.218375966
 04/13  01:00:00,3490511.1663458613,42223468.31003312
 04/13  02:00:00,3146303.7163378545,43331331.36472924
 04/13  03:00:00,3045631.749432487,45285029.67904888
 04/13  04:00:00,3009892.214327691,45627751.55204367
 04/13  05:00:00,3004767.1856233417,46482071.36616737
 04/13  06:00:00,3167409.3797948947,47704599.25398036
 04/13  07:00:00,3481255.3637440014,42434905.6415169
 04/13  08:00:00,3910890.992095364,33878799.6735053
 04/13  09:00:00,3347934.5414422066,25341779.478354827
 04/13  10:00:00,2640129.3532290077,16441162.725786652
 04/13  11:00:00,2390206.248078572,9441055.10666598
 04/13  12:00:00,2265705.064355054,3978484.5792489178
 04/13  13:00:00,2162139.2895677835,2703797.6038183686
 04/13  14:00:00,2128893.623080066,2431785.5413443614
 04/13  15:00:00,2121652.6562022376,2216101.5299896966
 04/13  16:00:00,2129830.6394634615,2138313.6727034072
 04/13  17:00:00,2504509.7035147836,2273585.8044109712
 04/13  18:00:00,3262995.7150992695,2653523.2560948073
 04/13  19:00:00,3755537.796811972,3147288.8376188856
 04/13  20:00:00,4390584.062583201,4765988.563668394
 04/13  21:00:00,5441082.424998094,9879936.014289748
 04/13  22:00:00,5666997.726591047,14703263.035311371
 04/13  23:00:00,4801172.229735533,19836708.62363707
 04/13  24:00:00,3835148.3807379995,22500554.860615198
 04/14  01:00:00,2863903.1318696947,25864699.45804688
 04/14  02:00:00,2562235.8684844547,28084002.667697433
 04/14  03:00:00,2473342.642963181,30345637.90585564
 04/14  04:00:00,2466110.5086827953,31432622.177003514
 04/14  05:00:00,2499387.9121940625,33289138.883342694
 04/14  06:00:00,2560939.3400589987,31871593.278098103
 04/14  07:00:00,2988091.0381059195,29556750.860634103
 04/14  08:00:00,3480081.6195957838,22626049.993670594
 04/14  09:00:00,2991903.764324336,16040356.48689976
 04/14  10:00:00,2356388.347904569,9027162.678152096
 04/14  11:00:00,2175449.116315864,3828669.2326419586
 04/14  12:00:00,2231224.0804538485,3050794.531757305
 04/14  13:00:00,2162139.2895677835,2682622.2527225404
 04/14  14:00:00,2128893.623080066,2420667.83109051
 04/14  15:00:00,2121652.6562022376,2214251.0598786487
 04/14  16:00:00,2129830.6394634615,2153037.5031869286
 04/14  17:00:00,2504509.7035147836,2271655.8282881356
 04/14  18:00:00,3262995.7150992695,2654677.6961653
 04/14  19:00:00,3755537.796811972,3140605.5014710138
 04/14  20:00:00,4341325.300506058,3469389.8425950916
 04/14  21:00:00,5336924.459799266,7154345.834718535
 04/14  22:00:00,5575520.492980089,12309789.139953068
 04/14  23:00:00,4640263.335829714,15631756.345019523
 04/14  24:00:00,3662024.2708469904,17977962.961833566
 04/15  01:00:00,2689666.9552096673,20626305.819349512
 04/15  02:00:00,2344029.3057029676,21973338.613590367
 04/15  03:00:00,2247088.1757027186,24165108.80051693
 04/15  04:00:00,2241800.004347883,25429607.58200057
 04/15  05:00:00,2324591.02406224,28444864.112318076
 04/15  06:00:00,2475929.7084153937,29210123.34331602
 04/15  07:00:00,2903011.0009466778,26209332.66780206
 04/15  08:00:00,3442576.1614950746,19402796.80886165
 04/15  09:00:00,3011448.0805705753,13153387.459904475
 04/15  10:00:00,2492213.7902055117,7893300.210005922
 04/15  11:00:00,2372008.1972454176,3715841.901922175
 04/15  12:00:00,2436313.9459919957,3046550.8091066084
 04/15  13:00:00,2348910.544819265,2671300.098467137
 04/15  14:00:00,2298948.3096450735,2400872.2911391975
 04/15  15:00:00,2265609.523901197,2190174.878312838
 04/15  16:00:00,2283753.5086670336,2103561.8071946367
 04/15  17:00:00,2644260.108964718,2224422.1146449298
 04/15  18:00:00,3401587.969021499,2591515.8566965014
 04/15  19:00:00,3891754.8494548756,3086089.402725987
 04/15  20:00:00,4480412.189146471,3419580.9692530073
 04/15  21:00:00,5334233.478438899,3420229.5504418407
 04/15  22:00:00,5370508.3103122385,3280760.225438543
 04/15  23:00:00,4478258.023700447,8471728.769669224
 04/15  24:00:00,3528018.9510494466,12860639.35165658
 04/16  01:00:00,2606564.6844658647,18454940.51149889
 04/16  02:00:00,2366495.946141688,22558710.857573174
 04/16  03:00:00,2288091.464397278,25234833.630307004
 04/16  04:00:00,2273948.4423196265,26268308.645526472
 04/16  05:00:00,2284025.8464133563,27385230.40053891
 04/16  06:00:00,2380652.878825302,26721051.264414597
 04/16  07:00:00,2745233.2888244838,22085870.850421198
 04/16  08:00:00,3286237.3371332306,15314565.246935463
 04/16  09:00:00,2881856.875817579,9762688.298629828
 04/16  10:00:00,2377437.5269334954,4889733.285327786
 04/16  11:00:00,2362888.2109140055,3462568.925332799
 04/16  12:00:00,2436313.9459919957,3024942.7343057054
 04/16  13:00:00,2348910.544819265,2644376.722669892
 04/16  14:00:00,2298948.3096450735,2371478.908330962
 04/16  15:00:00,2265609.523901197,2160098.377753889
 04/16  16:00:00,2283753.5086670336,2062312.0229012102
 04/16  17:00:00,2644260.108964718,2186172.842280878
 04/16  18:00:00,3401587.969021499,2549229.119502612
 04/16  19:00:00,3891754.8494548756,3041751.5080373674
 04/16  20:00:00,4480412.189146471,3376525.918338006
 04/16  21:00:00,5334233.478438899,3385731.3716138895
 04/16  22:00:00,5366766.132870591,3155757.134908961
 04/16  23:00:00,4293724.9109872375,3644100.115826846
 04/16  24:00:00,3430526.654356152,10312235.916999815
 04/17  01:00:00,2412110.151828003,14064989.558208197
 04/17  02:00:00,2212927.750707641,18962546.800979145
 04/17  03:00:00,2140041.318929374,21643455.51016435
 04/17  04:00:00,2218335.801996781,24963349.603809424
 04/17  05:00:00,2281247.1346528945,27592671.510459166
 04/17  06:00:00,2502779.612919076,30347395.14198095
 04/17  07:00:00,2964858.925861004,28935615.503304515
 04/17  08:00:00,3433235.9216887313,21381527.350514956
 04/17  09:00:00,2925095.197642447,14272702.714854183
 04/17  10:00:00,2307804.198116263,7736458.907658119
 04/17  11:00:00,2162256.7292391276,3455810.0702910717
 04/17  12:00:00,2231224.0804538485,3023644.5649677506
 04/17  13:00:00,2162139.2895677835,2646536.990175852
 04/17  14:00:00,2128893.623080066,2377104.659380307
 04/17  15:00:00,2121652.6562022376,2162345.106121234
 04/17  16:00:00,2129830.6394634615,2087002.3296117599
 04/17  17:00:00,2504509.7035147836,2234436.3086455436
 04/17  18:00:00,3262995.7150992695,2607357.5826896955
 04/17  19:00:00,3755537.796811972,3102365.6973917633
 04/17  20:00:00,4341325.300506058,3415706.820675845
 04/17  21:00:00,5195351.32687118,3409970.3475681623
 04/17  22:00:00,5226355.7491531065,3164184.38593814
 04/17  23:00:00,4245854.485388284,5318350.670335483
 04/17  24:00:00,3274963.8221547934,7863764.58450306
 04/18  01:00:00,2289716.3343789536,10867932.492029756
 04/18  02:00:00,2002807.9486539355,13476558.498738077
 04/18  03:00:00,1910530.497515744,15651781.1291291
 04/18  04:00:00,1942350.3385080495,17758642.429261982
 04/18  05:00:00,1906417.8344539101,17807532.41685095
 04/18  06:00:00,2087454.6176253343,19503886.002903577
 04/18  07:00:00,2648839.2867003805,20681379.661289237
 04/18  08:00:00,3274838.822085107,17239429.35580502
 04/18  09:00:00,2898085.620631933,13559600.597737225
 04/18  10:00:00,2437168.260288662,11105686.071072744
 04/18  11:00:00,2434306.046000533,10559282.936212774
 04/18  12:00:00,2545185.970776206,11245871.751942882
 04/18  13:00:00,2345487.919141788,7484305.189568603
 04/18  14:00:00,2265045.23979601,6001150.304262203
 04/18  15:00:00,2183617.4858529163,3871963.4698029016
 04/18  16:00:00,2146302.9716727836,2609974.4824578115
 04/18  17:00:00,2504509.7035147836,2307303.2619779455
 04/18  18:00:00,3282362.7917676256,3174782.050485508
 04/18  19:00:00,3911507.561800619,7216899.366975581
 04/18  20:00:00,4576792.768072582,9598345.696046803
 04/18  21:00:00,5591132.534862496,13765351.823973177
 04/18  22:00:00,5861394.197519688,19749188.400798693
 04/18  23:00:00,4956422.732352579,23865634.78232563
 04/18  24:00:00,4094161.3581040124,29244222.723265097
 04/19  01:00:00,3127342.840201751,32730827.084063333
 04/19  02:00:00,2798234.915260192,34238927.00492698
 04/19  03:00:00,2721788.4221849614,36827892.25637079
 04/19  04:00:00,2766441.60869146,39269874.99811854
 04/19  05:00:00,2731844.5494264183,39353369.219300985
 04/19  06:00:00,2848616.673332508,39370880.96293273
 04/19  07:00:00,3267720.968358316,36831372.71424925
 04/19  08:00:00,3903474.888702665,33641651.2259114
 04/19  09:00:00,3381297.4328909656,26165029.31564692
 04/19  10:00:00,2822977.1877394705,21168974.38114083
 04/19  11:00:00,2650962.6112107416,16208019.242374312
 04/19  12:00:00,2566955.2189979716,11808353.599839808
 04/19  13:00:00,2434221.561679802,9795654.737869697
 04/19  14:00:00,2262898.3055781815,5940824.232402626
 04/19  15:00:00,2254762.5306464676,5725305.945915607
 04/19  16:00:00,2307134.954533236,6804654.252477448
 04/19  17:00:00,2692703.592223077,7218414.509233947
 04/19  18:00:00,3477502.3909392594,8264787.465950364
 04/19  19:00:00,4039522.570565027,10552735.803542148
 04/19  20:00:00,4695708.1147838915,12695902.61476304
 04/19  21:00:00,5668375.26817938,15775169.673733473
 04/19  22:00:00,5847853.91003766,19389870.364026435
 04/19  23:00:00,4929676.974647606,23162609.80303703
 04/19  24:00:00,3891289.398453225,23944938.75703835
