Time,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Television,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,Emissions: CO2e: RESNET: Total,Emissions: CO2e: RESNET: Electricity,Emissions: CO2e: RESNET: Natural Gas,Emissions: NOx: RESNET: Total,Emissions: NOx: RESNET: Electricity,Emissions: NOx: RESNET: Natural Gas,Emissions: SO2: RESNET: Total,Emissions: SO2: RESNET: Electricity,Emissions: SO2: RESNET: Natural Gas,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Component Load: Heating: Ceilings,Component Load: Heating: Walls,Component Load: Heating: Rim Joists,Component Load: Heating: Foundation Walls,Component Load: Heating: Doors,Component Load: Heating: Windows,Component Load: Heating: Slabs,Component Load: Heating: Internal Mass,Component Load: Heating: Infiltration,Component Load: Heating: Mechanical Ventilation,Component Load: Heating: Internal Gains,Component Load: Cooling: Ceilings,Component Load: Cooling: Walls,Component Load: Cooling: Rim Joists,Component Load: Cooling: Foundation Walls,Component Load: Cooling: Doors,Component Load: Cooling: Windows,Component Load: Cooling: Slabs,Component Load: Cooling: Internal Mass,Component Load: Cooling: Infiltration,Component Load: Cooling: Natural Ventilation,Component Load: Cooling: Mechanical Ventilation,Component Load: Cooling: Internal Gains,Temperature: Attic - Vented,Temperature: Living Space,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007-08-01T17:00:00,2.41,0.0,0.0,0.76,0.2,0.34,0.28,0.02,0.1,0.02,0.01,0.11,0.16,0.1,0.29,0.0,0.69431,0.69431,0.0,0.00167,0.00167,0.0,0.00095,0.00095,0.0,0.22,0.19,1.48,0.52,0.0,7.05,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.74,0.12,1.1,0.08,2.19,-1.63,-0.29,0.06,0.0,0.15,3.3,88.18,78.0,70.11,26.91,0.0,78.98,62.35,42.0,14.99,54.52,3.8
2007-08-01T18:00:00,2.26,0.0,0.0,0.57,0.21,0.34,0.32,0.03,0.1,0.03,0.01,0.1,0.13,0.13,0.29,0.0,0.73217,0.73217,0.0,0.00159,0.00159,0.0,0.00091,0.00091,0.0,0.22,0.34,1.74,0.61,0.0,6.02,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.49,0.11,1.07,-0.01,3.82,-1.68,-0.98,-1.23,0.0,0.02,3.72,77.65,78.0,114.7,26.91,0.0,66.2,61.42,78.0,20.8,31.38,161.67
2007-08-01T19:00:00,2.36,0.0,0.0,0.6,0.15,0.34,0.41,0.03,0.1,0.04,0.01,0.1,0.07,0.19,0.28,0.0,0.77179,0.77179,0.0,0.00163,0.00163,0.0,0.00093,0.00093,0.0,0.22,0.43,1.75,0.62,0.0,6.27,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.61,0.1,1.04,-0.03,2.3,-1.72,-0.17,-0.44,0.0,-0.29,3.99,75.67,78.0,49.1,26.91,0.0,68.0,61.91,73.0,8.05,6.66,131.55
2007-08-01T20:00:00,2.61,0.0,0.0,0.44,0.12,0.68,0.53,0.05,0.1,0.03,0.01,0.11,0.04,0.23,0.26,0.0,0.87004,0.87004,0.0,0.00181,0.00181,0.0,0.00103,0.00103,0.0,0.22,0.35,1.6,0.57,0.0,4.65,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.89,0.09,0.99,-0.06,-1.65,-1.77,1.25,-0.59,0.0,-0.24,4.43,70.65,78.0,47.53,26.91,0.0,64.4,61.92,88.0,3.36,0.0,0.0
2007-08-01T21:00:00,2.2,0.0,0.0,0.34,0.08,0.33,0.62,0.06,0.1,0.02,0.01,0.11,0.03,0.22,0.25,0.0,0.68833,0.68833,0.0,0.00152,0.00152,0.0,0.00087,0.00087,0.0,0.21,0.26,1.4,0.49,0.0,3.56,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.7,0.07,0.95,-0.15,-1.79,-1.79,1.01,-0.66,0.0,-0.33,4.73,67.43,78.0,53.04,26.91,0.0,64.4,61.91,88.0,6.93,0.0,0.0
2007-08-01T22:00:00,1.58,0.0,0.0,0.24,0.05,0.19,0.45,0.05,0.09,0.01,0.01,0.09,0.02,0.13,0.22,0.0,0.53862,0.53862,0.0,0.00109,0.00109,0.0,0.00062,0.00062,0.0,0.14,0.17,1.11,0.39,0.0,2.46,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.55,0.05,0.98,-0.17,-1.5,-1.7,1.08,-0.76,0.0,-0.33,3.74,66.67,78.0,70.55,26.91,0.0,66.2,62.55,83.0,12.75,0.0,0.0
2007-08-01T23:00:00,0.97,0.0,0.0,0.14,0.03,0.14,0.2,0.03,0.08,0.01,0.0,0.05,0.01,0.06,0.2,0.0,0.35226,0.35226,0.0,0.00067,0.00067,0.0,0.00038,0.00038,0.0,0.07,0.12,0.75,0.26,0.0,1.45,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.41,0.03,1.05,-0.18,-1.58,-1.56,1.33,-0.65,0.0,-0.29,2.52,65.33,78.0,51.46,26.91,0.0,64.04,60.71,84.0,5.82,0.0,0.0
2007-08-02T00:00:00,0.56,0.0,0.0,0.08,0.01,0.0,0.1,0.02,0.08,0.0,0.0,0.02,0.01,0.02,0.19,0.0,0.1982,0.1982,0.0,0.00038,0.00038,0.0,0.00022,0.00022,0.0,0.04,0.06,0.35,0.12,0.0,0.78,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.24,0.01,1.08,-0.17,-1.47,-1.48,1.27,-0.56,0.0,-0.34,2.04,65.16,78.0,52.53,26.91,0.0,66.2,60.26,73.0,8.05,0.0,0.0
2007-08-02T01:00:00,0.73,0.0,0.0,0.02,0.0,0.32,0.06,0.02,0.08,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.27533,0.27533,0.0,0.0005,0.0005,0.0,0.00029,0.00029,0.0,0.03,0.03,0.18,0.06,0.0,0.21,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,-0.01,1.09,-0.17,-1.42,-1.42,1.17,-0.69,0.0,-0.29,1.84,65.26,78.0,64.64,26.91,0.0,66.2,60.26,73.0,11.41,0.0,0.0
2007-08-02T02:00:00,0.34,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.08,0.0,0.0,0.01,0.0,0.01,0.18,0.0,0.13313,0.13313,0.0,0.00024,0.00024,0.0,0.00014,0.00014,0.0,0.02,0.02,0.12,0.04,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,-0.01,-0.03,1.09,-0.17,-1.53,-1.38,1.14,-0.73,0.0,-0.29,1.73,64.61,77.89,62.22,26.91,0.0,64.94,60.24,78.0,10.29,0.0,0.0
2007-08-02T03:00:00,0.33,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.13122,0.13122,0.0,0.00023,0.00023,0.0,0.00013,0.00013,0.0,0.02,0.01,0.14,0.05,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.05,-0.04,1.04,-0.18,-1.83,-1.35,1.3,-0.82,0.0,-0.32,1.69,62.97,77.56,61.56,26.91,0.0,62.96,60.31,87.0,9.17,0.0,0.0
2007-08-02T04:00:00,0.34,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.07,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.14242,0.14242,0.0,0.00024,0.00024,0.0,0.00014,0.00014,0.0,0.03,0.01,0.29,0.1,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,-0.09,-0.04,0.89,-0.2,-1.77,-1.33,1.55,-0.72,0.0,-0.36,1.71,61.79,77.29,54.97,26.91,0.0,62.96,60.31,87.0,6.93,0.0,0.0
2007-08-02T05:00:00,0.75,0.0,0.0,0.0,0.0,0.33,0.1,0.02,0.07,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.29075,0.29075,0.0,0.00052,0.00052,0.0,0.0003,0.0003,0.0,0.05,0.04,0.99,0.35,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,-0.16,-0.05,0.79,-0.19,-1.69,-1.3,1.59,-0.62,0.0,-0.36,1.92,61.66,77.14,52.35,26.91,0.0,64.04,58.73,75.0,6.93,0.0,0.0
2007-08-02T06:00:00,1.13,0.0,0.0,0.0,0.0,0.49,0.24,0.02,0.08,0.01,0.01,0.03,0.03,0.02,0.2,0.0,0.39902,0.39902,0.0,0.00079,0.00079,0.0,0.00045,0.00045,0.0,0.1,0.08,2.28,0.8,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31,-0.27,-0.06,0.72,-0.18,-1.53,-1.28,1.35,-0.52,0.0,-0.32,2.44,62.68,77.15,51.24,26.91,0.0,66.02,60.1,73.0,8.05,0.0,0.0
2007-08-02T07:00:00,1.36,0.0,0.0,0.0,0.09,0.54,0.31,0.02,0.08,0.01,0.01,0.06,0.05,0.03,0.23,0.0,0.44541,0.44541,0.0,0.001,0.001,0.0,0.00057,0.00057,0.0,0.22,0.12,2.52,0.89,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.98,-1.15,-0.07,0.74,-0.1,5.4,-1.27,-1.98,-0.34,0.0,-0.27,2.74,68.87,77.99,37.27,26.91,0.0,68.0,62.63,76.0,3.36,25.04,183.23
2007-08-02T08:00:00,1.95,0.0,0.0,0.29,0.14,0.69,0.3,0.02,0.08,0.02,0.02,0.1,0.05,0.03,0.24,0.0,0.54859,0.54859,0.0,0.00139,0.00139,0.0,0.0008,0.0008,0.0,0.32,0.22,2.33,0.82,0.0,2.63,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.11,-1.33,-0.09,1.12,-0.02,6.94,-1.21,-3.05,-0.2,0.0,-0.22,2.52,76.87,78.0,43.92,26.91,0.0,73.04,63.32,61.0,9.17,23.14,247.89
2007-08-02T09:00:00,1.85,0.0,0.0,0.45,0.21,0.34,0.29,0.01,0.08,0.02,0.02,0.14,0.05,0.04,0.24,0.0,0.48996,0.48996,0.0,0.00133,0.00133,0.0,0.00076,0.00076,0.0,0.38,0.25,1.95,0.69,0.0,4.05,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.84,-1.2,-0.06,1.07,-0.0,7.9,-1.28,-2.74,-0.05,0.0,-0.12,2.45,87.49,78.0,28.97,26.91,0.0,75.92,64.37,56.0,6.93,31.38,268.81
2007-08-02T10:00:00,2.14,0.0,0.0,0.68,0.24,0.34,0.28,0.01,0.08,0.02,0.02,0.16,0.05,0.04,0.24,0.0,0.55082,0.55082,0.0,0.00152,0.00152,0.0,0.00087,0.00087,0.0,0.37,0.22,1.63,0.58,0.0,5.87,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.25,-0.86,-0.03,1.03,0.05,8.1,-1.35,-2.25,0.05,0.0,-0.05,2.44,96.53,78.0,24.51,26.91,0.0,80.06,66.29,51.0,5.82,27.26,293.54
2007-08-02T11:00:00,2.3,0.0,0.0,0.81,0.27,0.33,0.27,0.01,0.08,0.02,0.02,0.16,0.05,0.05,0.24,0.0,0.58135,0.58135,0.0,0.00162,0.00162,0.0,0.00093,0.00093,0.0,0.33,0.19,1.37,0.48,0.0,6.95,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46,-0.42,0.01,1.01,0.09,7.09,-1.4,-1.58,0.11,0.0,0.05,2.47,100.38,78.0,40.63,26.91,0.0,80.96,67.01,51.0,9.17,26.31,297.98
2007-08-02T12:00:00,2.43,0.0,0.0,0.93,0.3,0.33,0.26,0.01,0.09,0.01,0.02,0.15,0.06,0.05,0.25,0.0,0.61047,0.61047,0.0,0.00172,0.00172,0.0,0.00098,0.00098,0.0,0.3,0.16,1.16,0.41,0.0,7.66,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,-0.04,0.05,1.01,0.12,6.17,-1.44,-1.17,0.22,0.0,0.07,2.5,105.2,78.0,41.41,26.91,0.0,84.02,67.82,46.0,8.05,26.31,304.95
2007-08-02T13:00:00,2.6,0.0,0.0,1.09,0.34,0.33,0.26,0.01,0.09,0.01,0.02,0.14,0.05,0.05,0.25,0.0,0.67283,0.67283,0.0,0.00184,0.00184,0.0,0.00105,0.00105,0.0,0.26,0.18,1.02,0.36,0.0,8.7,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.18,0.08,1.01,0.15,6.32,-1.47,-1.18,0.49,0.0,0.14,2.49,107.57,78.0,61.54,26.91,0.0,87.08,68.76,42.0,11.63,33.28,294.49
2007-08-02T14:00:00,2.67,0.0,0.0,1.21,0.0,0.33,0.26,0.01,0.09,0.01,0.01,0.12,0.06,0.06,0.24,0.0,0.61539,0.61539,0.0,0.00168,0.00168,0.0,0.00096,0.00096,0.0,0.22,0.14,0.96,0.34,0.0,9.95,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.24,0.1,1.03,0.16,7.79,-1.5,-1.63,0.59,0.0,0.21,2.51,105.34,78.0,83.23,26.91,0.0,86.0,67.13,40.0,16.11,75.76,240.6
2007-08-02T15:00:00,1.23,0.0,0.0,0.0,0.19,0.33,0.26,0.01,0.08,0.01,0.01,0.12,0.05,0.07,0.25,0.0,0.33713,0.33713,0.0,0.00097,0.00097,0.0,0.00055,0.00055,0.0,0.23,0.15,0.9,0.32,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.99,0.12,1.03,0.09,0.8,-1.53,0.91,-0.52,-7.99,0.19,2.53,89.24,77.57,88.62,26.91,1363.96,71.06,61.05,59.0,17.22,40.26,0.0
2007-08-02T16:00:00,2.05,0.0,0.0,0.58,0.19,0.33,0.26,0.01,0.09,0.01,0.01,0.11,0.1,0.08,0.27,0.0,0.51022,0.51022,0.0,0.00144,0.00144,0.0,0.00082,0.00082,0.0,0.22,0.15,1.14,0.4,0.0,5.41,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,1.09,0.14,0.85,-0.01,0.66,-1.57,1.24,-0.17,0.0,-0.17,2.79,83.71,77.97,38.47,26.91,0.0,73.04,62.76,59.0,8.05,33.92,0.0
2007-08-02T17:00:00,2.21,0.0,0.0,0.6,0.2,0.34,0.28,0.02,0.1,0.02,0.01,0.11,0.16,0.1,0.29,0.0,0.6461,0.6461,0.0,0.00155,0.00155,0.0,0.00089,0.00089,0.0,0.22,0.19,1.48,0.52,0.0,5.52,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.9,0.11,1.02,-0.04,0.05,-1.58,0.46,-0.14,0.0,-0.11,3.3,79.94,78.0,31.46,26.91,0.0,73.04,64.67,66.0,5.82,22.19,0.0
2007-08-02T18:00:00,2.32,0.0,0.0,0.63,0.18,0.34,0.32,0.03,0.1,0.03,0.01,0.1,0.13,0.13,0.29,0.0,0.74518,0.74518,0.0,0.00162,0.00162,0.0,0.00092,0.00092,0.0,0.22,0.34,1.75,0.62,0.0,5.51,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.67,0.09,1.0,-0.04,0.92,-1.62,0.09,0.0,0.0,-0.12,3.72,79.97,78.0,36.8,26.91,0.0,78.08,65.59,54.0,9.17,31.07,0.0
2007-08-02T19:00:00,2.55,0.0,0.0,0.56,0.15,0.59,0.41,0.03,0.1,0.04,0.01,0.1,0.07,0.19,0.28,0.0,0.83767,0.83767,0.0,0.00176,0.00176,0.0,0.00101,0.00101,0.0,0.22,0.43,1.75,0.62,0.0,5.2,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.38,0.07,0.97,-0.02,1.82,-1.66,-0.26,-0.44,0.0,0.0,3.99,75.6,78.0,81.18,26.91,0.0,71.96,64.25,68.0,16.11,14.26,65.94
2007-08-02T20:00:00,2.35,0.0,0.0,0.44,0.11,0.43,0.53,0.05,0.1,0.03,0.01,0.11,0.04,0.23,0.26,0.0,0.78314,0.78314,0.0,0.00163,0.00163,0.0,0.00093,0.00093,0.0,0.22,0.35,1.6,0.56,0.0,4.13,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.58,0.06,0.92,-0.05,-1.23,-1.71,0.93,-0.47,0.0,-0.14,4.43,72.56,78.0,65.33,26.91,0.0,69.98,61.18,63.0,12.75,0.0,0.0
2007-08-02T21:00:00,2.18,0.0,0.0,0.33,0.08,0.33,0.62,0.06,0.1,0.02,0.01,0.11,0.03,0.22,0.25,0.0,0.68498,0.68498,0.0,0.00151,0.00151,0.0,0.00086,0.00086,0.0,0.21,0.26,1.39,0.49,0.0,3.18,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.46,0.04,0.88,-0.13,-1.7,-1.74,0.88,-0.61,0.0,-0.19,4.73,68.57,78.0,56.41,26.91,0.0,66.02,60.56,75.0,9.17,0.0,0.0
2007-08-02T22:00:00,1.72,0.0,0.0,0.25,0.0,0.33,0.45,0.05,0.09,0.01,0.01,0.09,0.02,0.13,0.22,0.0,0.57489,0.57489,0.0,0.00116,0.00116,0.0,0.00066,0.00066,0.0,0.14,0.17,1.11,0.39,0.0,2.37,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.35,0.03,0.92,-0.16,-1.34,-1.64,0.96,-0.53,0.0,-0.29,3.74,67.98,78.0,66.55,26.91,0.0,69.08,61.66,68.0,12.75,0.0,0.0
2007-08-02T23:00:00,0.65,0.0,0.0,0.0,0.0,0.0,0.2,0.03,0.08,0.01,0.0,0.05,0.01,0.06,0.2,0.0,0.23836,0.23836,0.0,0.00045,0.00045,0.0,0.00026,0.00026,0.0,0.07,0.12,0.76,0.27,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.01,0.99,-0.16,-1.47,-1.51,1.24,-0.54,-5.91,-0.22,2.52,67.03,76.18,73.53,26.91,804.5,68.0,59.93,65.0,13.87,0.0,0.0
2007-08-03T00:00:00,0.78,0.0,0.0,0.0,0.0,0.32,0.1,0.02,0.08,0.0,0.0,0.02,0.01,0.02,0.19,0.0,0.28327,0.28327,0.0,0.00054,0.00054,0.0,0.00031,0.00031,0.0,0.04,0.06,0.35,0.12,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.53,0.05,0.29,-0.15,-1.56,-1.42,3.87,-0.61,0.0,-0.24,2.05,64.57,77.12,55.1,26.91,0.0,64.94,59.1,73.0,9.17,0.0,0.0
2007-08-03T01:00:00,0.38,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.14591,0.14591,0.0,0.00027,0.00027,0.0,0.00015,0.00015,0.0,0.03,0.03,0.17,0.06,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.15,-0.01,0.82,-0.19,-1.93,-1.23,1.75,-0.84,0.0,-0.27,1.84,62.42,77.48,64.01,26.91,0.0,62.96,57.73,75.0,10.29,0.0,0.0
2007-08-03T02:00:00,0.34,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.08,0.0,0.0,0.01,0.0,0.01,0.18,0.0,0.13313,0.13313,0.0,0.00024,0.00024,0.0,0.00014,0.00014,0.0,0.02,0.02,0.12,0.04,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.01,-0.03,1.0,-0.21,-1.92,-1.15,1.16,-0.71,0.0,-0.35,1.73,60.98,77.24,54.82,26.91,0.0,62.96,57.06,72.0,6.93,0.0,0.0
2007-08-03T03:00:00,0.33,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.13122,0.13122,0.0,0.00023,0.00023,0.0,0.00013,0.00013,0.0,0.02,0.01,0.15,0.05,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,-0.06,-0.04,0.87,-0.21,-1.77,-1.15,1.42,-0.56,-3.77,-0.35,1.69,61.09,75.17,55.14,26.91,373.29,64.04,57.59,70.0,8.05,0.0,0.0
2007-08-03T04:00:00,0.66,0.0,0.0,0.0,0.0,0.32,0.04,0.02,0.07,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.27493,0.27493,0.0,0.00046,0.00046,0.0,0.00026,0.00026,0.0,0.03,0.01,0.29,0.1,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.17,0.01,0.06,-0.19,-1.94,-1.12,4.12,-0.76,0.0,-0.32,1.72,58.75,75.59,53.72,26.91,0.0,60.08,56.12,80.0,5.82,0.0,0.0
2007-08-03T05:00:00,0.42,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.07,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.16395,0.16395,0.0,0.0003,0.0003,0.0,0.00017,0.00017,0.0,0.05,0.04,0.99,0.35,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,-0.1,-0.04,0.35,-0.21,-1.67,-0.94,2.41,-0.71,-3.15,-0.37,1.92,59.93,74.67,66.84,26.91,296.51,62.96,55.92,67.0,11.63,0.0,0.0
2007-08-03T06:00:00,1.32,0.0,0.0,0.0,0.0,0.69,0.24,0.02,0.08,0.01,0.01,0.03,0.03,0.02,0.2,0.0,0.46667,0.46667,0.0,0.00093,0.00093,0.0,0.00053,0.00053,0.0,0.1,0.08,2.27,0.8,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.07,-0.02,0.06,-0.19,-1.73,-0.87,3.14,-0.64,0.0,-0.31,2.45,59.55,75.16,54.05,26.91,0.0,62.06,57.55,78.0,8.05,0.0,0.0
2007-08-03T07:00:00,1.15,0.0,0.0,0.0,0.0,0.35,0.31,0.02,0.08,0.01,0.01,0.06,0.05,0.03,0.23,0.0,0.35622,0.35622,0.0,0.0008,0.0008,0.0,0.00046,0.00046,0.0,0.22,0.12,2.53,0.89,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.02,-1.11,-0.06,0.32,-0.14,5.58,-0.78,-1.31,-0.46,0.0,-0.31,2.75,65.84,76.4,54.28,26.91,0.0,66.92,60.2,70.0,10.29,17.75,212.71
2007-08-03T08:00:00,1.56,0.0,0.0,0.0,0.01,0.69,0.3,0.02,0.08,0.02,0.02,0.1,0.05,0.03,0.24,0.0,0.43264,0.43264,0.0,0.0011,0.0011,0.0,0.00063,0.00063,0.0,0.32,0.22,2.32,0.82,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.22,-1.35,-0.09,0.89,-0.06,7.13,-0.73,-3.04,-0.22,0.0,-0.2,2.52,74.67,77.8,35.95,26.91,0.0,71.06,62.12,63.0,6.93,22.82,259.94
2007-08-03T09:00:00,1.32,0.0,0.0,0.03,0.15,0.34,0.29,0.01,0.08,0.02,0.02,0.14,0.05,0.04,0.24,0.0,0.36632,0.36632,0.0,0.001,0.001,0.0,0.00057,0.00057,0.0,0.38,0.25,1.95,0.69,0.0,0.29,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.13,-1.42,-0.11,1.39,-0.03,7.57,-0.81,-4.44,-0.07,-1.88,-0.13,2.45,86.53,78.0,26.19,26.91,709.28,75.02,62.09,51.0,5.82,23.77,282.45
2007-08-03T10:00:00,2.22,0.0,0.0,0.48,0.21,0.68,0.28,0.01,0.08,0.02,0.02,0.16,0.05,0.04,0.24,0.0,0.57786,0.57786,0.0,0.00159,0.00159,0.0,0.00091,0.00091,0.0,0.37,0.22,1.63,0.58,0.0,3.95,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.63,-1.16,-0.07,1.32,0.03,7.81,-1.0,-3.67,0.04,0.0,-0.07,2.44,96.52,78.0,20.61,26.91,0.0,80.06,63.22,42.0,4.7,25.68,285.93
2007-08-03T11:00:00,2.17,0.0,0.0,0.72,0.25,0.33,0.27,0.01,0.08,0.02,0.02,0.16,0.05,0.05,0.24,0.0,0.55426,0.55426,0.0,0.00155,0.00155,0.0,0.00088,0.00088,0.0,0.33,0.19,1.37,0.48,0.0,5.74,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.85,-0.71,-0.02,1.21,0.11,7.31,-1.16,-2.74,0.11,0.0,0.05,2.47,104.38,78.0,26.1,26.91,0.0,82.94,63.95,38.0,3.36,32.33,284.66
2007-08-03T12:00:00,2.38,0.0,0.0,0.89,0.29,0.33,0.26,0.01,0.09,0.01,0.02,0.15,0.06,0.05,0.25,0.0,0.59893,0.59893,0.0,0.00169,0.00169,0.0,0.00096,0.00096,0.0,0.3,0.16,1.16,0.41,0.0,6.92,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.27,0.02,1.14,0.17,6.34,-1.27,-2.03,0.26,0.0,0.12,2.5,109.59,78.0,36.4,26.91,0.0,86.0,63.03,30.0,4.7,31.38,293.54
