Time,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Television,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,Emissions: CO2e: RESNET: Total,Emissions: CO2e: RESNET: Electricity,Emissions: CO2e: RESNET: Natural Gas,Emissions: NOx: RESNET: Total,Emissions: NOx: RESNET: Electricity,Emissions: NOx: RESNET: Natural Gas,Emissions: SO2: RESNET: Total,Emissions: SO2: RESNET: Electricity,Emissions: SO2: RESNET: Natural Gas,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Component Load: Heating: Ceilings,Component Load: Heating: Walls,Component Load: Heating: Rim Joists,Component Load: Heating: Foundation Walls,Component Load: Heating: Doors,Component Load: Heating: Windows,Component Load: Heating: Slabs,Component Load: Heating: Internal Mass,Component Load: Heating: Infiltration,Component Load: Heating: Mechanical Ventilation,Component Load: Heating: Internal Gains,Component Load: Cooling: Ceilings,Component Load: Cooling: Walls,Component Load: Cooling: Rim Joists,Component Load: Cooling: Foundation Walls,Component Load: Cooling: Doors,Component Load: Cooling: Windows,Component Load: Cooling: Slabs,Component Load: Cooling: Internal Mass,Component Load: Cooling: Infiltration,Component Load: Cooling: Natural Ventilation,Component Load: Cooling: Mechanical Ventilation,Component Load: Cooling: Internal Gains,Temperature: Attic - Vented,Temperature: Living Space,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007-02-01T01:00:00,0.78,20.65,0.17,0.06,0.0,0.0,0.1,0.04,0.06,0.01,0.0,0.02,0.01,0.03,0.3,20.65,3.30991,0.26876,3.04115,0.00246,0.00055,0.0019,0.00033,0.00032,1.0e-05,0.04,0.07,0.4,0.14,13.31,0.0,0.42,1.38,1.43,0.24,0.88,0.58,5.19,0.98,-1.4,5.12,1.23,-2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,68.0,108.72,26.91,0.0,20.3,15.84,47.0,7.38,0.0,0.0
2007-02-01T02:00:00,1.03,22.29,0.18,0.06,0.0,0.32,0.06,0.04,0.06,0.0,0.0,0.01,0.01,0.01,0.28,22.29,3.62114,0.33758,3.28356,0.00278,0.00072,0.00206,0.00043,0.00041,1.0e-05,0.03,0.03,0.2,0.07,14.37,0.0,0.21,1.51,1.58,0.26,0.86,0.6,5.31,0.93,-1.24,5.37,1.27,-2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.02,68.0,112.33,26.91,0.0,19.58,14.46,38.0,9.17,0.0,0.0
2007-02-01T03:00:00,0.67,23.77,0.19,0.06,0.0,0.0,0.04,0.04,0.06,0.0,0.0,0.01,0.01,0.01,0.27,23.77,3.72278,0.22101,3.50178,0.00267,0.00048,0.00219,0.00029,0.00027,1.0e-05,0.02,0.02,0.13,0.05,15.32,0.0,0.14,1.6,1.71,0.28,0.86,0.62,5.45,0.9,-1.09,5.68,1.29,-1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.62,68.0,116.76,26.91,0.0,18.86,13.52,34.0,10.96,0.0,0.0
2007-02-01T04:00:00,0.67,25.2,0.19,0.06,0.0,0.0,0.04,0.04,0.06,0.0,0.0,0.0,0.01,0.01,0.26,25.2,3.92646,0.21425,3.71222,0.00279,0.00047,0.00232,0.00028,0.00027,2.0e-05,0.02,0.01,0.16,0.06,16.24,0.0,0.16,1.67,1.82,0.29,0.86,0.63,5.61,0.87,-0.96,6.06,1.31,-1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.04,68.0,122.24,26.91,0.0,17.96,12.7,33.0,12.75,0.0,0.0
2007-02-01T05:00:00,1.01,25.52,0.19,0.06,0.0,0.32,0.04,0.04,0.06,0.0,0.0,0.01,0.01,0.01,0.27,25.52,4.06861,0.30992,3.75869,0.00306,0.00071,0.00235,0.00042,0.0004,2.0e-05,0.03,0.01,0.33,0.12,16.44,0.0,0.32,1.77,1.93,0.3,0.87,0.64,5.48,0.86,-0.78,6.01,1.34,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,68.0,124.06,26.91,0.0,19.04,13.42,31.0,13.87,0.0,0.0
2007-02-01T06:00:00,1.12,25.36,0.18,0.06,0.0,0.33,0.12,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.28,25.36,4.04744,0.31226,3.73518,0.00312,0.00078,0.00234,0.00046,0.00044,2.0e-05,0.05,0.05,1.12,0.4,16.34,0.0,1.04,1.83,2.02,0.31,0.9,0.63,5.54,0.87,-0.62,5.78,1.31,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.71,68.0,116.55,26.91,0.0,17.96,12.54,31.0,10.29,0.0,0.0
2007-02-01T07:00:00,1.74,24.66,0.16,0.06,0.0,0.72,0.28,0.03,0.06,0.01,0.01,0.03,0.03,0.02,0.31,24.66,4.11629,0.48409,3.6322,0.00348,0.00121,0.00227,0.0007,0.00069,1.0e-05,0.1,0.09,2.57,0.91,15.89,0.0,2.36,1.93,2.13,0.32,0.95,0.63,5.44,0.91,-0.37,5.47,1.34,-2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,68.0,113.06,26.91,0.0,19.04,13.24,29.0,9.17,0.0,0.0
2007-02-01T08:00:00,1.93,21.64,0.12,0.06,0.0,0.74,0.35,0.03,0.06,0.01,0.01,0.06,0.06,0.03,0.36,21.64,3.6431,0.4548,3.18829,0.00332,0.00132,0.002,0.00077,0.00076,1.0e-05,0.22,0.15,2.86,1.01,13.95,0.0,2.73,2.8,2.63,0.33,0.99,0.64,0.54,0.95,1.47,5.55,1.31,-3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.56,68.0,116.9,26.91,0.0,19.94,14.05,30.0,11.63,3.8,114.12
2007-02-01T09:00:00,1.97,15.64,0.09,0.06,0.0,0.73,0.37,0.03,0.06,0.02,0.02,0.1,0.06,0.04,0.36,15.64,2.71807,0.41427,2.3038,0.00281,0.00137,0.00144,0.00079,0.00078,1.0e-05,0.32,0.27,2.64,0.93,10.08,0.0,2.68,3.67,3.16,0.33,0.99,0.64,-6.14,0.96,3.47,4.85,1.28,-3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.31,68.0,109.85,26.91,0.0,23.0,16.39,29.0,10.29,8.88,252.96
2007-02-01T10:00:00,1.99,12.17,0.07,0.06,0.0,0.72,0.38,0.02,0.06,0.03,0.02,0.14,0.06,0.04,0.36,12.17,2.21724,0.42392,1.79332,0.00251,0.00138,0.00112,0.0008,0.00079,1.0e-05,0.38,0.31,2.21,0.78,7.85,0.0,2.36,3.53,3.13,0.31,0.98,0.59,-8.16,0.97,3.64,4.76,1.19,-3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.09,68.0,113.33,26.91,0.0,24.98,17.62,26.0,12.75,12.36,295.13
2007-02-01T11:00:00,1.95,8.96,0.04,0.06,0.0,0.71,0.37,0.02,0.06,0.02,0.02,0.16,0.06,0.05,0.36,8.96,1.76544,0.44609,1.31935,0.00218,0.00135,0.00083,0.00078,0.00077,1.0e-05,0.37,0.27,1.85,0.65,5.77,0.0,2.01,3.04,2.8,0.28,0.97,0.55,-8.25,0.99,2.99,4.38,1.13,-3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.91,68.0,112.86,26.91,0.0,28.04,19.71,24.0,13.87,14.9,313.83
2007-02-01T12:00:00,1.73,5.78,0.03,0.06,0.0,0.5,0.35,0.01,0.06,0.02,0.02,0.16,0.07,0.05,0.37,5.78,1.29132,0.43994,0.85138,0.00173,0.0012,0.00053,0.00069,0.00068,0.0,0.33,0.23,1.55,0.55,3.72,0.0,1.71,2.52,2.39,0.24,0.96,0.49,-7.46,1.02,2.22,3.45,1.05,-3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7,68.0,96.52,26.91,0.0,30.92,21.06,18.0,9.17,16.17,321.75
2007-02-01T13:00:00,1.74,3.48,0.04,0.06,0.0,0.53,0.34,0.01,0.07,0.02,0.02,0.15,0.08,0.06,0.38,3.48,0.93655,0.42455,0.512,0.00155,0.00123,0.00032,0.0007,0.0007,0.0,0.3,0.19,1.32,0.46,2.24,0.0,1.46,2.22,2.14,0.2,0.94,0.43,-7.33,1.04,1.99,2.83,0.97,-3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.01,68.0,86.8,26.91,0.0,33.98,23.18,18.0,5.82,16.48,323.02
2007-02-01T14:00:00,1.53,5.42,0.04,0.06,0.0,0.34,0.34,0.01,0.07,0.02,0.02,0.14,0.06,0.06,0.38,5.42,1.14409,0.34599,0.7981,0.00157,0.00107,0.0005,0.00062,0.00061,0.0,0.27,0.22,1.15,0.41,3.49,0.0,1.31,1.76,1.84,0.17,0.92,0.44,-6.72,1.07,1.73,4.57,0.88,-3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.37,68.0,111.93,26.91,0.0,26.06,20.81,48.0,12.75,15.53,317.63
2007-02-01T15:00:00,1.51,4.93,0.04,0.06,0.0,0.34,0.34,0.01,0.07,0.01,0.01,0.12,0.08,0.07,0.37,4.93,1.0825,0.35689,0.72561,0.00151,0.00106,0.00045,0.00061,0.00061,0.0,0.22,0.17,1.09,0.38,3.17,0.0,1.19,1.55,1.65,0.14,0.91,0.5,-7.02,1.09,1.74,4.71,1.1,-3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.66,68.0,115.35,26.91,0.0,26.06,20.6,46.0,13.87,13.31,304.0
2007-02-01T16:00:00,1.55,4.9,0.04,0.06,0.0,0.34,0.36,0.01,0.06,0.01,0.01,0.12,0.06,0.08,0.39,4.9,1.1208,0.3992,0.7216,0.00154,0.00108,0.00045,0.00062,0.00062,0.0,0.23,0.18,1.02,0.36,3.16,0.0,1.15,1.14,1.33,0.12,0.89,0.53,-5.81,1.12,1.13,4.89,1.1,-3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.31,68.0,116.71,26.91,0.0,24.98,19.9,48.0,13.87,10.14,274.2
2007-02-01T17:00:00,2.05,5.26,0.08,0.06,0.0,0.68,0.41,0.02,0.07,0.01,0.01,0.11,0.12,0.1,0.41,5.26,1.3709,0.59644,0.77447,0.00194,0.00146,0.00048,0.00084,0.00083,0.0,0.22,0.18,1.29,0.45,3.39,0.0,1.38,0.56,0.9,0.11,0.91,0.55,-2.58,1.17,-0.07,4.48,1.13,-3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.46,68.0,104.35,26.91,0.0,24.08,18.94,46.0,8.05,6.34,199.07
2007-02-01T18:00:00,2.03,10.09,0.09,0.06,0.0,0.35,0.53,0.03,0.08,0.02,0.01,0.11,0.2,0.12,0.44,10.09,2.06992,0.58425,1.48567,0.00235,0.00142,0.00093,0.00082,0.00081,1.0e-05,0.22,0.23,1.68,0.59,6.5,0.0,1.75,-0.63,0.13,0.11,0.96,0.56,5.16,1.26,-2.54,5.05,1.16,-4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.31,68.0,106.76,26.91,0.0,19.94,15.61,48.0,4.7,0.0,0.0
2007-02-01T19:00:00,2.58,11.81,0.1,0.06,0.0,0.71,0.68,0.04,0.08,0.03,0.01,0.1,0.16,0.16,0.45,11.81,2.49617,0.75692,1.73926,0.0029,0.00181,0.00109,0.00104,0.00104,1.0e-05,0.22,0.41,1.98,0.7,7.61,0.0,2.12,-0.11,0.26,0.12,1.02,0.6,5.42,1.33,-2.04,5.25,1.28,-5.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.09,68.0,108.84,26.91,0.0,19.04,15.0,50.0,5.82,0.0,0.0
2007-02-01T20:00:00,2.66,13.4,0.12,0.06,0.0,0.71,0.77,0.05,0.08,0.04,0.01,0.1,0.08,0.22,0.42,13.4,2.72389,0.74963,1.97426,0.00311,0.00187,0.00124,0.00108,0.00107,1.0e-05,0.22,0.53,1.98,0.7,8.64,0.0,2.2,0.32,0.45,0.14,1.05,0.63,5.56,1.35,-1.98,5.57,1.3,-5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.14,68.0,112.8,26.91,0.0,17.96,14.06,50.0,8.05,0.0,0.0
2007-02-01T21:00:00,2.63,15.43,0.14,0.06,0.0,0.7,0.72,0.07,0.07,0.04,0.01,0.11,0.05,0.27,0.4,15.43,3.05335,0.78094,2.27241,0.00327,0.00185,0.00142,0.00107,0.00106,1.0e-05,0.22,0.43,1.81,0.64,9.94,0.0,1.99,0.76,0.72,0.17,1.06,0.64,5.54,1.34,-1.75,5.74,1.33,-5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.97,68.0,111.37,26.91,0.0,15.98,12.27,49.0,2.24,0.0,0.0
2007-02-01T22:00:00,2.1,18.19,0.15,0.06,0.0,0.35,0.57,0.08,0.07,0.03,0.01,0.11,0.03,0.26,0.38,18.19,3.30182,0.62207,2.67975,0.00316,0.00148,0.00168,0.00086,0.00085,1.0e-05,0.21,0.32,1.58,0.56,11.72,0.0,1.71,1.01,0.98,0.21,1.04,0.65,5.83,1.27,-1.78,6.18,1.39,-5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,68.0,114.99,26.91,0.0,14.0,10.75,52.0,4.7,0.0,0.0
2007-02-01T23:00:00,2.17,20.35,0.17,0.06,0.0,0.68,0.5,0.07,0.07,0.02,0.01,0.09,0.02,0.16,0.34,20.35,3.65329,0.65581,2.99748,0.0034,0.00153,0.00188,0.00089,0.00087,1.0e-05,0.14,0.21,1.25,0.44,13.11,0.0,1.31,1.27,1.25,0.23,1.01,0.67,5.84,1.19,-1.71,6.22,1.45,-4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.83,68.0,115.75,26.91,0.0,14.0,10.54,49.0,5.82,0.0,0.0
2007-02-02T00:00:00,1.0,22.28,0.18,0.06,0.0,0.0,0.2,0.05,0.06,0.01,0.0,0.05,0.01,0.07,0.3,22.28,3.59995,0.31748,3.28247,0.00276,0.0007,0.00205,0.00042,0.0004,1.0e-05,0.08,0.15,0.86,0.3,14.36,0.0,0.89,1.42,1.44,0.26,0.93,0.67,5.73,1.04,-1.8,6.06,1.45,-2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.63,68.0,115.33,26.91,0.0,15.08,11.12,44.0,6.93,0.0,0.0
2007-02-02T01:00:00,1.13,24.02,0.19,0.06,0.0,0.32,0.1,0.04,0.06,0.01,0.0,0.02,0.01,0.03,0.3,24.02,3.92351,0.38528,3.53823,0.00301,0.00079,0.00221,0.00047,0.00045,1.0e-05,0.04,0.07,0.39,0.14,15.48,0.0,0.42,1.6,1.65,0.28,0.9,0.67,5.76,0.96,-1.62,6.18,1.42,-2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.62,68.0,114.99,26.91,0.0,14.0,10.19,44.0,4.7,0.0,0.0
2007-02-02T02:00:00,0.73,25.01,0.2,0.06,0.0,0.0,0.06,0.04,0.06,0.0,0.0,0.01,0.01,0.01,0.28,25.01,3.92627,0.2423,3.68397,0.00283,0.00052,0.00231,0.00031,0.0003,2.0e-05,0.03,0.03,0.2,0.07,16.12,0.0,0.21,1.77,1.84,0.3,0.88,0.66,5.73,0.91,-1.39,6.06,1.45,-2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.91,68.0,115.33,26.91,0.0,15.08,10.98,42.0,6.93,0.0,0.0
2007-02-02T03:00:00,1.02,27.26,0.21,0.06,0.0,0.32,0.04,0.04,0.06,0.0,0.0,0.01,0.01,0.01,0.27,27.26,4.346,0.33102,4.01498,0.00323,0.00071,0.00251,0.00042,0.00041,2.0e-05,0.02,0.02,0.13,0.05,17.57,0.0,0.14,1.84,1.97,0.32,0.88,0.67,6.02,0.87,-1.26,6.8,1.42,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.02,68.0,119.11,26.91,0.0,10.94,7.97,51.0,4.7,0.0,0.0
2007-02-02T04:00:00,0.69,28.17,0.22,0.06,0.0,0.0,0.04,0.04,0.06,0.0,0.0,0.0,0.01,0.01,0.26,28.17,4.37425,0.22412,4.15014,0.00309,0.00049,0.0026,0.0003,0.00028,2.0e-05,0.02,0.01,0.16,0.06,18.16,0.0,0.16,1.94,2.09,0.33,0.89,0.69,6.02,0.85,-1.07,6.8,1.54,-1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95,68.0,119.11,26.91,0.0,10.94,8.16,54.0,4.7,0.0,0.0
2007-02-02T05:00:00,0.72,29.62,0.22,0.06,0.0,0.0,0.04,0.04,0.06,0.0,0.0,0.01,0.01,0.01,0.27,29.62,4.58471,0.2213,4.36341,0.00324,0.0005,0.00273,0.00031,0.00029,2.0e-05,0.03,0.01,0.33,0.12,19.09,0.0,0.32,2.02,2.2,0.34,0.9,0.69,6.1,0.83,-0.93,7.36,1.54,-1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21,68.0,121.95,26.91,0.0,8.06,5.51,53.0,0.0,0.0,0.0
2007-02-02T06:00:00,1.15,29.55,0.23,0.06,0.0,0.33,0.12,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.28,29.55,4.67691,0.32435,4.35255,0.00353,0.00081,0.00272,0.00048,0.00046,2.0e-05,0.05,0.05,1.12,0.4,19.04,0.0,1.04,2.12,2.32,0.36,0.93,0.7,6.15,0.84,-0.77,6.99,1.63,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,68.0,120.31,26.91,0.0,10.04,7.17,51.0,4.7,0.0,0.0
2007-02-02T07:00:00,1.78,30.39,0.19,0.06,0.0,0.72,0.28,0.03,0.06,0.01,0.01,0.03,0.03,0.02,0.31,30.39,4.96908,0.49336,4.47572,0.00403,0.00123,0.0028,0.00072,0.0007,2.0e-05,0.1,0.09,2.57,0.91,19.58,0.0,2.36,2.22,2.43,0.37,0.99,0.72,6.41,0.88,-0.6,7.46,1.57,-2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53,68.0,123.64,26.91,0.0,8.06,5.51,53.0,5.82,0.0,0.0
2007-02-02T08:00:00,2.12,25.99,0.13,0.06,0.0,0.91,0.35,0.03,0.06,0.01,0.01,0.06,0.06,0.03,0.36,25.99,4.32801,0.49911,3.82889,0.00385,0.00145,0.0024,0.00085,0.00083,2.0e-05,0.22,0.15,2.87,1.01,16.75,0.0,2.73,3.16,2.96,0.38,1.03,0.73,1.25,0.91,1.29,6.65,1.63,-3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.43,68.0,121.14,26.91,0.0,12.92,9.12,42.0,9.17,4.44,108.41
2007-02-02T09:00:00,2.18,17.46,0.09,0.06,0.0,0.93,0.37,0.03,0.06,0.02,0.02,0.1,0.06,0.04,0.36,17.46,3.0267,0.4555,2.5712,0.00311,0.0015,0.00161,0.00087,0.00086,1.0e-05,0.32,0.27,2.63,0.93,11.25,0.0,2.68,4.06,3.5,0.38,1.03,0.68,-5.79,0.92,3.33,4.77,1.48,-3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.74,68.0,105.92,26.91,0.0,21.92,15.8,32.0,6.93,10.46,236.8
2007-02-02T10:00:00,1.99,11.63,0.05,0.06,0.0,0.72,0.38,0.02,0.06,0.03,0.02,0.14,0.06,0.04,0.36,11.63,2.1341,0.42089,1.71322,0.00244,0.00137,0.00107,0.00079,0.00078,1.0e-05,0.38,0.31,2.21,0.78,7.5,0.0,2.36,3.94,3.48,0.36,1.02,0.58,-8.39,0.94,3.63,3.83,1.21,-3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.43,68.0,101.7,26.91,0.0,28.94,20.84,28.0,10.29,14.58,282.45
2007-02-02T11:00:00,1.84,7.1,0.02,0.06,0.0,0.61,0.37,0.02,0.06,0.02,0.02,0.16,0.06,0.05,0.36,7.1,1.46457,0.41844,1.04613,0.00192,0.00127,0.00065,0.00073,0.00073,0.0,0.37,0.27,1.85,0.65,4.58,0.0,2.01,3.4,3.13,0.32,1.01,0.48,-8.87,0.96,3.17,3.06,1.01,-3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.41,68.0,94.56,26.91,0.0,33.98,24.72,29.0,10.29,17.43,302.73
2007-02-02T12:00:00,1.65,2.88,0.0,0.06,0.0,0.44,0.35,0.01,0.06,0.02,0.02,0.16,0.07,0.05,0.37,2.88,0.84331,0.41906,0.42425,0.00141,0.00114,0.00027,0.00065,0.00065,0.0,0.33,0.23,1.55,0.54,1.86,0.0,1.71,2.83,2.67,0.27,0.99,0.38,-8.55,0.99,2.64,1.91,0.87,-3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.08,68.0,75.4,26.91,0.0,41.0,28.51,22.0,5.82,19.02,311.61
2007-02-02T13:00:00,1.52,0.0,0.0,0.06,0.0,0.34,0.34,0.01,0.07,0.02,0.02,0.15,0.08,0.06,0.38,0.0,0.36822,0.36822,0.0,0.00107,0.00107,0.0,0.00061,0.00061,0.0,0.3,0.19,1.32,0.47,0.0,0.0,1.46,2.45,2.3,0.22,0.97,0.29,-8.51,1.03,2.41,1.31,0.68,-3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.75,68.02,64.25,26.91,0.0,46.04,29.62,11.0,3.36,19.34,312.88
2007-02-02T14:00:00,1.83,0.0,0.0,0.06,0.0,0.68,0.34,0.01,0.07,0.02,0.02,0.14,0.06,0.06,0.38,0.0,0.41422,0.41422,0.0,0.00128,0.00128,0.0,0.00073,0.00073,0.0,0.27,0.22,1.15,0.41,0.0,0.0,1.31,1.93,1.93,0.17,0.94,0.27,-8.46,1.06,2.32,1.84,0.55,-3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.1,68.23,75.21,26.91,0.0,42.08,29.92,26.0,6.93,18.39,307.49
2007-02-02T15:00:00,1.48,0.0,0.0,0.06,0.0,0.34,0.34,0.01,0.07,0.01,0.01,0.12,0.08,0.07,0.37,0.0,0.3482,0.3482,0.0,0.00103,0.00103,0.0,0.00059,0.00059,0.0,0.22,0.17,1.09,0.38,0.0,0.0,1.2,1.47,1.6,0.12,0.84,0.32,-8.07,1.11,2.43,2.77,0.65,-3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.8,68.24,94.16,26.91,0.0,37.04,30.16,51.0,11.63,15.85,292.59
2007-02-02T16:00:00,1.51,0.0,0.01,0.06,0.0,0.34,0.36,0.01,0.06,0.01,0.01,0.12,0.06,0.08,0.39,0.0,0.39267,0.39267,0.0,0.00107,0.00107,0.0,0.00061,0.00061,0.0,0.23,0.18,1.02,0.36,0.0,0.0,1.15,0.86,1.11,0.09,0.84,0.39,-6.53,1.16,1.61,3.14,0.79,-3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.34,68.18,93.71,26.91,0.0,33.08,27.4,54.0,9.17,12.36,260.57
2007-02-02T17:00:00,1.69,1.9,0.06,0.06,0.0,0.34,0.41,0.02,0.07,0.01,0.01,0.11,0.12,0.1,0.41,1.9,0.77384,0.49462,0.27922,0.00138,0.00121,0.00017,0.00069,0.00069,0.0,0.22,0.18,1.29,0.45,1.22,0.0,1.38,0.05,0.51,0.06,0.88,0.45,-2.5,1.24,0.04,3.92,0.9,-3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.97,68.0,98.96,26.91,0.0,26.96,23.06,62.0,6.93,7.92,180.69
2007-02-02T18:00:00,2.36,8.02,0.08,0.06,0.0,0.69,0.53,0.03,0.08,0.02,0.01,0.11,0.2,0.12,0.44,8.02,1.86414,0.68286,1.18129,0.0024,0.00167,0.00074,0.00096,0.00095,0.0,0.22,0.23,1.68,0.59,5.17,0.0,1.75,-1.1,-0.28,0.05,0.99,0.5,5.02,1.32,-2.57,4.81,1.07,-4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.26,68.0,104.56,26.91,0.0,21.02,18.9,75.0,3.36,0.0,0.0
2007-02-02T19:00:00,2.57,11.27,0.09,0.06,0.0,0.71,0.68,0.04,0.08,0.03,0.01,0.1,0.16,0.16,0.45,11.27,2.4139,0.75323,1.66066,0.00284,0.0018,0.00104,0.00104,0.00103,1.0e-05,0.22,0.41,1.98,0.7,7.27,0.0,2.12,-0.51,-0.12,0.06,1.04,0.58,5.6,1.37,-2.05,5.57,1.24,-5.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.29,68.0,110.79,26.91,0.0,17.06,15.12,74.0,4.7,0.0,0.0
2007-02-02T20:00:00,2.65,11.73,0.11,0.06,0.0,0.71,0.77,0.05,0.08,0.04,0.01,0.1,0.08,0.22,0.42,11.73,2.47521,0.74707,1.72814,0.00295,0.00187,0.00108,0.00107,0.00107,1.0e-05,0.22,0.53,1.98,0.7,7.56,0.0,2.2,-0.01,0.13,0.09,1.06,0.61,5.29,1.39,-1.78,5.17,1.35,-5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,68.0,107.38,26.91,0.0,19.04,16.97,74.0,3.36,0.0,0.0
