Time,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Television,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,Emissions: CO2e: RESNET: Total,Emissions: CO2e: RESNET: Electricity,Emissions: CO2e: RESNET: Natural Gas,Emissions: NOx: RESNET: Total,Emissions: NOx: RESNET: Electricity,Emissions: NOx: RESNET: Natural Gas,Emissions: SO2: RESNET: Total,Emissions: SO2: RESNET: Electricity,Emissions: SO2: RESNET: Natural Gas,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Component Load: Heating: Ceilings,Component Load: Heating: Walls,Component Load: Heating: Rim Joists,Component Load: Heating: Foundation Walls,Component Load: Heating: Doors,Component Load: Heating: Windows,Component Load: Heating: Slabs,Component Load: Heating: Internal Mass,Component Load: Heating: Infiltration,Component Load: Heating: Mechanical Ventilation,Component Load: Heating: Internal Gains,Component Load: Cooling: Ceilings,Component Load: Cooling: Walls,Component Load: Cooling: Rim Joists,Component Load: Cooling: Foundation Walls,Component Load: Cooling: Doors,Component Load: Cooling: Windows,Component Load: Cooling: Slabs,Component Load: Cooling: Internal Mass,Component Load: Cooling: Infiltration,Component Load: Cooling: Natural Ventilation,Component Load: Cooling: Mechanical Ventilation,Component Load: Cooling: Internal Gains,Temperature: Attic - Vented,Temperature: Living Space,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007-02-05T23:00:00,1.79,9.9,0.09,0.06,0.0,0.34,0.5,0.07,0.03,0.07,0.02,0.01,0.09,0.02,0.16,0.34,9.9,2.00062,0.5426,1.45803,0.00218,0.00126,0.00091,0.00073,0.00072,1.0e-05,0.14,0.21,1.25,0.44,6.38,0.0,1.32,0.55,0.56,0.14,0.92,0.48,4.28,1.33,-1.95,3.51,0.87,-4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.33,68.0,98.93,26.91,0.0,30.92,22.58,30.0,10.29,0.0,0.0
2007-02-06T00:00:00,1.29,12.54,0.11,0.06,0.0,0.33,0.2,0.05,0.03,0.06,0.01,0.0,0.05,0.01,0.07,0.3,12.54,2.25807,0.41117,1.8469,0.00207,0.00091,0.00116,0.00053,0.00052,1.0e-05,0.08,0.15,0.86,0.3,8.08,0.0,0.89,0.68,0.72,0.16,0.83,0.49,4.4,1.17,-2.09,3.65,0.9,-2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77,68.0,97.39,26.91,0.0,28.94,21.19,31.0,8.05,0.0,0.0
2007-02-06T01:00:00,0.77,14.94,0.13,0.06,0.0,0.0,0.1,0.04,0.03,0.06,0.01,0.0,0.02,0.01,0.03,0.3,14.94,2.46756,0.26761,2.19995,0.00193,0.00055,0.00138,0.00032,0.00031,1.0e-05,0.04,0.07,0.4,0.14,9.63,0.0,0.42,0.87,0.9,0.18,0.79,0.51,4.6,1.09,-1.9,3.97,0.95,-2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.06,68.0,100.26,26.91,0.0,26.96,19.99,34.0,8.05,0.0,0.0
2007-02-06T02:00:00,1.02,17.19,0.14,0.06,0.0,0.32,0.06,0.04,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.28,17.19,2.86682,0.33505,2.53177,0.0023,0.00072,0.00158,0.00042,0.00041,1.0e-05,0.03,0.03,0.2,0.07,11.08,0.0,0.21,1.03,1.07,0.2,0.77,0.53,4.85,1.04,-1.7,4.38,1.01,-2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.91,68.0,102.85,26.91,0.0,24.08,18.41,41.0,6.93,0.0,0.0
2007-02-06T03:00:00,0.67,18.08,0.15,0.06,0.0,0.0,0.04,0.04,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.27,18.08,2.88224,0.21834,2.6639,0.00214,0.00047,0.00167,0.00028,0.00027,1.0e-05,0.02,0.02,0.13,0.05,11.65,0.0,0.14,1.22,1.24,0.22,0.76,0.55,4.76,1.0,-1.44,4.23,1.09,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.88,68.0,101.56,26.91,0.0,24.98,18.53,35.0,6.93,0.0,0.0
2007-02-06T04:00:00,0.66,19.45,0.15,0.06,0.0,0.0,0.04,0.04,0.03,0.06,0.0,0.0,0.0,0.01,0.01,0.26,19.45,3.07667,0.21104,2.86563,0.00225,0.00046,0.00179,0.00027,0.00026,1.0e-05,0.02,0.01,0.16,0.06,12.54,0.0,0.16,1.34,1.39,0.24,0.76,0.55,4.9,0.98,-1.28,4.52,1.06,-1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.23,68.0,106.19,26.91,0.0,24.08,18.01,37.0,9.17,0.0,0.0
2007-02-06T05:00:00,1.0,19.53,0.15,0.06,0.0,0.32,0.04,0.04,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.27,19.53,3.18569,0.30845,2.87725,0.0025,0.0007,0.0018,0.00041,0.0004,1.0e-05,0.03,0.01,0.33,0.12,12.59,0.0,0.32,1.49,1.54,0.25,0.76,0.55,4.73,0.96,-1.05,4.23,1.09,-1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.17,68.0,101.56,26.91,0.0,24.98,18.42,34.0,6.93,0.0,0.0
2007-02-06T06:00:00,1.11,20.06,0.14,0.06,0.0,0.33,0.12,0.03,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.28,20.06,3.26576,0.31072,2.95504,0.00262,0.00077,0.00185,0.00045,0.00044,1.0e-05,0.05,0.05,1.12,0.4,12.93,0.0,1.04,1.59,1.67,0.26,0.79,0.55,4.69,0.97,-0.84,4.41,1.06,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.27,68.0,108.87,26.91,0.0,26.06,19.5,36.0,11.63,0.0,0.0
2007-02-06T07:00:00,1.74,19.27,0.13,0.06,0.0,0.72,0.28,0.03,0.03,0.06,0.01,0.01,0.03,0.03,0.02,0.31,19.27,3.32266,0.48411,2.83855,0.00298,0.00121,0.00178,0.0007,0.00069,1.0e-05,0.1,0.09,2.57,0.91,12.42,0.0,2.36,1.7,1.79,0.27,0.83,0.54,4.6,1.01,-0.56,4.05,1.03,-2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.36,68.0,100.01,26.91,0.0,26.06,19.5,36.0,6.93,0.0,0.0
2007-02-06T08:00:00,1.93,16.97,0.1,0.06,0.0,0.74,0.35,0.03,0.03,0.06,0.01,0.01,0.06,0.06,0.03,0.36,16.97,2.95818,0.45922,2.49897,0.0029,0.00134,0.00156,0.00077,0.00076,1.0e-05,0.22,0.15,2.87,1.01,10.93,0.0,2.73,2.14,2.04,0.28,0.87,0.52,2.36,1.05,0.33,3.56,1.03,-3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,68.0,97.81,26.91,0.0,30.02,21.64,28.0,9.17,12.05,15.53
2007-02-06T09:00:00,1.99,13.38,0.09,0.06,0.0,0.74,0.37,0.03,0.03,0.06,0.02,0.02,0.1,0.06,0.04,0.36,13.38,2.39312,0.42167,1.97145,0.00263,0.00139,0.00123,0.0008,0.00079,1.0e-05,0.32,0.27,2.64,0.93,8.63,0.0,2.68,2.71,2.36,0.28,0.88,0.46,-1.67,1.06,1.61,3.14,0.92,-3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.39,68.0,91.2,26.91,0.0,32.0,23.67,32.0,6.93,42.16,56.11
2007-02-06T10:00:00,2.03,12.12,0.06,0.06,0.0,0.72,0.38,0.02,0.03,0.06,0.03,0.02,0.14,0.06,0.04,0.36,12.12,2.21552,0.42954,1.78598,0.00252,0.0014,0.00112,0.00081,0.0008,1.0e-05,0.38,0.31,2.21,0.78,7.81,0.0,2.37,1.65,1.93,0.27,0.88,0.38,1.5,1.07,0.01,2.36,0.87,-3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.18,68.0,80.85,26.91,0.0,37.04,25.98,23.0,4.7,16.8,16.48
2007-02-06T11:00:00,1.97,7.76,0.02,0.06,0.0,0.71,0.37,0.02,0.03,0.06,0.02,0.02,0.16,0.06,0.05,0.36,7.76,1.59248,0.44877,1.14371,0.00208,0.00136,0.00072,0.00078,0.00078,0.0,0.37,0.27,1.85,0.65,5.0,0.0,2.02,3.01,2.48,0.26,0.88,0.35,-5.7,1.08,2.79,2.25,0.73,-3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.78,68.0,79.37,26.91,0.0,37.94,27.71,30.0,4.7,56.74,124.58
2007-02-06T12:00:00,1.93,2.66,0.01,0.06,0.0,0.69,0.35,0.01,0.03,0.06,0.02,0.02,0.16,0.07,0.05,0.37,2.66,0.88583,0.49467,0.39115,0.00159,0.00135,0.00024,0.00077,0.00077,0.0,0.33,0.23,1.55,0.55,1.71,0.0,1.71,3.02,2.53,0.23,0.86,0.25,-8.62,1.1,3.66,1.14,0.71,-3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.99,68.0,61.65,26.91,0.0,48.02,33.47,19.0,4.7,49.77,221.26
2007-02-06T13:00:00,1.56,1.18,0.0,0.06,0.0,0.34,0.34,0.01,0.03,0.07,0.02,0.02,0.15,0.08,0.06,0.38,1.18,0.54999,0.37661,0.17338,0.0012,0.00109,0.00011,0.00062,0.00062,0.0,0.3,0.19,1.32,0.46,0.76,0.0,1.47,1.82,1.85,0.19,0.84,0.16,-5.25,1.13,1.75,1.03,0.44,-3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.11,68.0,58.78,26.91,0.0,48.92,33.44,16.0,3.36,56.74,113.8
2007-02-06T14:00:00,1.53,0.0,0.0,0.06,0.0,0.34,0.34,0.01,0.03,0.07,0.02,0.02,0.14,0.06,0.06,0.38,0.0,0.34555,0.34555,0.0,0.00107,0.00107,0.0,0.00061,0.00061,0.0,0.27,0.22,1.16,0.41,0.0,0.0,1.32,2.2,1.94,0.14,0.82,0.17,-8.53,1.15,3.01,1.21,0.41,-3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.09,68.24,64.93,26.91,0.0,48.02,33.87,21.0,6.93,47.55,221.9
2007-02-06T15:00:00,1.51,0.0,0.0,0.06,0.0,0.34,0.34,0.01,0.03,0.07,0.01,0.01,0.12,0.08,0.07,0.37,0.0,0.35647,0.35647,0.0,0.00106,0.00106,0.0,0.0006,0.0006,0.0,0.22,0.17,1.09,0.38,0.0,0.0,1.2,1.42,1.49,0.11,0.71,0.19,-7.23,1.2,2.46,1.35,0.44,-3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.08,68.63,67.27,26.91,0.0,46.94,32.73,19.0,6.93,42.79,177.84
2007-02-06T16:00:00,1.69,0.0,0.0,0.06,0.0,0.48,0.36,0.01,0.03,0.06,0.01,0.01,0.12,0.06,0.08,0.39,0.0,0.43513,0.43513,0.0,0.00118,0.00118,0.0,0.00068,0.00068,0.0,0.23,0.18,1.02,0.36,0.0,0.0,1.15,0.95,1.1,0.08,0.58,0.22,-5.82,1.27,2.27,1.47,0.47,-3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.31,68.89,69.52,26.91,0.0,46.04,33.46,26.0,6.93,27.26,160.4
2007-02-06T17:00:00,1.9,0.0,0.01,0.06,0.0,0.53,0.41,0.02,0.03,0.07,0.01,0.01,0.11,0.12,0.1,0.41,0.0,0.54681,0.54681,0.0,0.00134,0.00134,0.0,0.00076,0.00076,0.0,0.22,0.18,1.28,0.45,0.0,0.0,1.38,-0.24,0.33,0.06,0.55,0.26,-0.07,1.39,0.31,1.94,0.5,-3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.31,68.5,78.65,26.91,0.0,42.08,31.13,33.0,8.05,16.48,45.33
2007-02-06T18:00:00,2.0,1.79,0.03,0.06,0.0,0.35,0.53,0.03,0.03,0.08,0.02,0.01,0.11,0.2,0.12,0.44,1.79,0.8421,0.57778,0.26433,0.00157,0.00141,0.00017,0.00081,0.00081,0.0,0.22,0.23,1.68,0.59,1.16,0.0,1.75,-0.78,-0.12,0.03,0.77,0.33,3.59,1.51,-1.38,2.58,0.61,-4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.26,68.0,88.22,26.91,0.0,37.04,28.85,42.0,9.17,0.0,0.0
2007-02-06T19:00:00,2.56,4.13,0.04,0.06,0.0,0.71,0.68,0.04,0.03,0.08,0.03,0.01,0.1,0.16,0.16,0.45,4.13,1.3575,0.74903,0.60847,0.00217,0.00179,0.00038,0.00103,0.00103,0.0,0.22,0.41,1.98,0.7,2.66,0.0,2.13,-0.46,-0.11,0.03,1.0,0.39,3.78,1.56,-1.68,2.78,0.74,-5.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.03,68.0,91.7,26.91,0.0,35.96,28.6,46.0,10.29,0.0,0.0
2007-02-06T20:00:00,2.64,5.12,0.05,0.06,0.0,0.71,0.77,0.05,0.03,0.08,0.04,0.01,0.1,0.08,0.22,0.42,5.12,1.49392,0.74019,0.75373,0.00232,0.00185,0.00047,0.00106,0.00106,0.0,0.22,0.53,1.98,0.7,3.3,0.0,2.2,-0.11,0.07,0.06,0.99,0.43,3.95,1.54,-1.39,2.8,0.76,-5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.45,68.0,86.8,26.91,0.0,33.98,27.32,48.0,5.82,0.0,0.0
2007-02-06T21:00:00,2.59,6.24,0.06,0.06,0.0,0.7,0.72,0.07,0.03,0.07,0.04,0.01,0.11,0.05,0.27,0.4,6.24,1.68923,0.76981,0.91941,0.0024,0.00182,0.00058,0.00105,0.00104,0.0,0.22,0.43,1.81,0.64,4.02,0.0,1.99,0.13,0.26,0.08,0.97,0.44,3.92,1.5,-1.38,2.9,0.81,-5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.87,68.0,87.2,26.91,0.0,33.08,26.74,49.0,4.7,0.0,0.0
2007-02-06T22:00:00,2.11,8.49,0.08,0.06,0.0,0.4,0.57,0.08,0.03,0.07,0.03,0.01,0.11,0.03,0.26,0.38,8.49,1.87751,0.62629,1.25121,0.00227,0.00149,0.00078,0.00086,0.00085,1.0e-05,0.21,0.32,1.59,0.56,5.47,0.0,1.72,0.34,0.41,0.11,0.93,0.46,4.25,1.43,-1.66,3.42,0.83,-5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.11,68.0,94.18,26.91,0.0,30.02,25.17,57.0,6.93,0.0,0.0
2007-02-06T23:00:00,2.09,10.82,0.1,0.06,0.0,0.63,0.5,0.07,0.03,0.07,0.02,0.01,0.09,0.02,0.16,0.34,10.82,2.22441,0.63095,1.59346,0.00247,0.00147,0.001,0.00085,0.00084,1.0e-05,0.14,0.21,1.25,0.44,6.97,0.0,1.32,0.57,0.6,0.14,0.88,0.48,4.35,1.34,-1.65,3.64,0.92,-4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,68.0,94.95,26.91,0.0,28.04,24.67,68.0,4.7,0.0,0.0
2007-02-07T00:00:00,1.29,13.21,0.11,0.06,0.0,0.33,0.2,0.05,0.03,0.06,0.01,0.0,0.05,0.01,0.07,0.3,13.21,2.35798,0.41183,1.94615,0.00213,0.00091,0.00122,0.00053,0.00052,1.0e-05,0.08,0.15,0.86,0.3,8.51,0.0,0.89,0.71,0.75,0.16,0.78,0.49,4.31,1.19,-1.8,3.77,0.97,-2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.48,68.0,95.51,26.91,0.0,26.96,23.79,69.0,2.24,0.0,0.0
2007-02-07T01:00:00,0.78,15.22,0.13,0.06,0.0,0.0,0.1,0.04,0.03,0.06,0.01,0.0,0.02,0.01,0.03,0.3,15.22,2.51145,0.26943,2.24202,0.00196,0.00055,0.0014,0.00033,0.00032,1.0e-05,0.04,0.07,0.39,0.14,9.81,0.0,0.42,0.91,0.95,0.18,0.74,0.5,4.45,1.11,-1.67,3.96,1.0,-2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,68.0,97.9,26.91,0.0,26.06,23.58,75.0,4.7,0.0,0.0
2007-02-07T02:00:00,0.71,17.9,0.15,0.06,0.0,0.0,0.06,0.04,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.28,17.9,2.87244,0.23559,2.63685,0.00216,0.00051,0.00165,0.0003,0.00029,1.0e-05,0.03,0.03,0.2,0.07,11.54,0.0,0.21,1.05,1.11,0.2,0.72,0.53,4.88,1.06,-1.57,4.62,1.03,-2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.34,68.0,105.87,26.91,0.0,23.0,21.47,83.0,8.05,0.0,0.0
2007-02-07T03:00:00,1.0,19.86,0.16,0.06,0.0,0.32,0.04,0.04,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.27,19.86,3.25022,0.32449,2.92573,0.00253,0.0007,0.00183,0.00041,0.0004,1.0e-05,0.02,0.02,0.13,0.05,12.8,0.0,0.14,1.2,1.27,0.22,0.71,0.56,5.09,1.02,-1.41,4.97,1.12,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.56,68.0,108.62,26.91,0.0,21.02,19.84,86.0,8.05,0.0,0.0
2007-02-07T04:00:00,0.67,20.83,0.16,0.06,0.0,0.0,0.04,0.04,0.03,0.06,0.0,0.0,0.0,0.01,0.01,0.26,20.83,3.28324,0.21489,3.06836,0.00239,0.00047,0.00192,0.00028,0.00027,1.0e-05,0.02,0.01,0.16,0.06,13.42,0.0,0.16,1.38,1.44,0.24,0.72,0.58,4.94,0.99,-1.17,5.05,1.17,-1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.07,68.0,110.39,26.91,0.0,21.02,20.6,95.0,9.17,0.0,0.0
2007-02-07T05:00:00,0.69,21.13,0.17,0.06,0.0,0.0,0.04,0.04,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.27,21.13,3.32841,0.21549,3.11292,0.00244,0.00049,0.00195,0.00029,0.00028,1.0e-05,0.03,0.01,0.33,0.12,13.62,0.0,0.32,1.51,1.59,0.25,0.72,0.57,4.87,0.98,-0.98,4.9,1.17,-1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.93,68.0,107.18,26.91,0.0,21.02,20.6,95.0,6.93,0.0,0.0
2007-02-07T06:00:00,1.13,22.37,0.16,0.06,0.0,0.33,0.12,0.03,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.28,22.37,3.61204,0.31638,3.29566,0.00285,0.00079,0.00206,0.00046,0.00045,1.0e-05,0.05,0.05,1.12,0.4,14.42,0.0,1.04,1.58,1.71,0.27,0.75,0.58,5.11,0.99,-0.85,5.34,1.17,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.42,68.0,113.94,26.91,0.0,19.94,19.62,96.0,10.29,0.0,0.0
2007-02-07T07:00:00,1.76,21.94,0.16,0.06,0.0,0.72,0.28,0.03,0.03,0.06,0.01,0.01,0.03,0.03,0.02,0.31,21.94,3.72467,0.49351,3.23116,0.00325,0.00123,0.00202,0.00072,0.0007,1.0e-05,0.1,0.09,2.57,0.91,14.14,0.0,2.37,1.71,1.85,0.28,0.8,0.59,5.01,1.03,-0.57,5.1,1.2,-2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,68.0,108.69,26.91,0.0,19.94,19.62,96.0,6.93,0.0,0.0
2007-02-07T08:00:00,2.34,21.37,0.16,0.06,0.0,1.11,0.35,0.03,0.03,0.06,0.01,0.01,0.06,0.06,0.03,0.36,21.37,3.71029,0.56177,3.14852,0.0036,0.00163,0.00197,0.00095,0.00093,1.0e-05,0.22,0.15,2.87,1.01,13.78,0.0,2.73,1.82,1.96,0.29,0.84,0.57,4.62,1.06,-0.31,4.96,1.2,-3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.77,68.0,105.8,26.91,0.0,19.94,19.62,96.0,2.24,3.49,0.0
2007-02-07T09:00:00,2.05,20.93,0.16,0.06,0.0,0.73,0.37,0.03,0.03,0.06,0.02,0.02,0.1,0.06,0.04,0.36,20.93,3.51863,0.43521,3.08342,0.00337,0.00144,0.00193,0.00083,0.00082,1.0e-05,0.32,0.27,2.64,0.93,13.49,0.0,2.68,1.96,2.07,0.3,0.85,0.54,3.88,1.06,-0.07,4.81,1.2,-3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.97,68.0,105.22,26.91,0.0,21.02,20.26,91.0,4.7,17.43,0.0
2007-02-07T10:00:00,2.1,20.7,0.15,0.06,0.0,0.72,0.38,0.02,0.03,0.06,0.03,0.02,0.14,0.06,0.04,0.36,20.7,3.49852,0.44989,3.04863,0.00338,0.00147,0.00191,0.00085,0.00084,1.0e-05,0.38,0.31,2.21,0.78,13.34,0.0,2.37,1.97,2.12,0.3,0.87,0.52,3.52,1.07,0.02,4.9,1.17,-3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.58,68.0,107.18,26.91,0.0,21.02,19.84,86.0,6.93,25.36,0.0
2007-02-07T11:00:00,2.08,20.45,0.14,0.06,0.0,0.71,0.37,0.02,0.03,0.06,0.02,0.02,0.16,0.06,0.05,0.36,20.45,3.48935,0.47702,3.01233,0.00333,0.00145,0.00189,0.00084,0.00083,1.0e-05,0.37,0.27,1.85,0.65,13.18,0.0,2.02,1.97,2.15,0.3,0.88,0.51,3.1,1.07,0.12,5.03,1.17,-3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.23,68.0,107.58,26.91,0.0,19.94,18.88,87.0,5.82,33.92,0.0
2007-02-07T12:00:00,1.7,18.99,0.1,0.06,0.0,0.35,0.35,0.01,0.03,0.06,0.02,0.02,0.16,0.07,0.05,0.37,18.99,3.22711,0.42942,2.7977,0.00292,0.00117,0.00175,0.00068,0.00067,1.0e-05,0.33,0.23,1.55,0.55,12.24,0.0,1.71,1.95,2.16,0.3,0.89,0.49,2.57,1.07,0.23,4.54,1.2,-3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.73,68.0,104.39,26.91,0.0,23.0,21.47,83.0,6.93,38.36,0.0
2007-02-07T13:00:00,2.0,13.55,0.09,0.06,0.0,0.68,0.34,0.01,0.03,0.07,0.02,0.02,0.15,0.08,0.06,0.38,13.55,2.47752,0.48111,1.9964,0.00264,0.00139,0.00125,0.0008,0.0008,1.0e-05,0.3,0.19,1.32,0.47,8.73,0.0,1.46,3.24,2.71,0.3,0.88,0.41,-4.65,1.08,2.77,4.08,1.11,-3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.44,68.0,98.8,26.91,0.0,24.98,22.57,75.0,3.36,129.34,55.16
2007-02-07T14:00:00,1.62,12.03,0.1,0.06,0.0,0.34,0.34,0.01,0.03,0.07,0.02,0.02,0.14,0.06,0.06,0.38,12.03,2.13892,0.3674,1.77152,0.00225,0.00114,0.00111,0.00066,0.00065,1.0e-05,0.27,0.22,1.15,0.41,7.75,0.0,1.32,2.21,2.42,0.28,0.87,0.34,-2.94,1.09,1.68,3.93,1.05,-3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,68.0,100.26,26.91,0.0,26.96,24.1,72.0,8.05,57.06,105.24
2007-02-07T15:00:00,1.61,12.92,0.09,0.06,0.0,0.34,0.34,0.01,0.03,0.07,0.01,0.01,0.12,0.08,0.07,0.37,12.92,2.28124,0.37777,1.90346,0.00231,0.00112,0.00119,0.00065,0.00064,1.0e-05,0.22,0.17,1.09,0.38,8.33,0.0,1.2,0.88,1.7,0.25,0.87,0.38,2.03,1.1,-0.51,3.82,1.0,-3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.39,68.0,97.47,26.91,0.0,26.96,24.51,76.0,5.82,22.19,21.24
2007-02-07T16:00:00,1.64,12.08,0.1,0.06,0.0,0.34,0.36,0.01,0.03,0.06,0.01,0.01,0.12,0.06,0.08,0.39,12.08,2.20161,0.42289,1.77872,0.00226,0.00115,0.00111,0.00066,0.00066,1.0e-05,0.23,0.18,1.02,0.36,7.78,0.0,1.15,1.79,1.91,0.23,0.87,0.44,-1.68,1.12,1.25,4.16,1.0,-3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.92,68.0,103.43,26.91,0.0,26.06,23.58,75.0,9.17,65.94,44.38
2007-02-07T17:00:00,1.8,12.88,0.1,0.06,0.0,0.34,0.41,0.02,0.03,0.07,0.01,0.01,0.11,0.12,0.1,0.41,12.88,2.41511,0.5172,1.89791,0.00245,0.00126,0.00119,0.00073,0.00072,1.0e-05,0.22,0.18,1.29,0.45,8.3,0.0,1.38,0.64,1.35,0.21,0.9,0.44,2.86,1.17,-0.63,4.11,1.02,-3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.77,68.0,99.5,26.91,0.0,24.98,22.96,79.0,4.7,15.85,14.26
2007-02-07T18:00:00,2.43,13.87,0.11,0.06,0.0,0.69,0.53,0.03,0.03,0.08,0.02,0.01,0.11,0.2,0.12,0.44,13.87,2.74359,0.70032,2.04327,0.00299,0.00171,0.00128,0.00098,0.00098,1.0e-05,0.22,0.23,1.68,0.59,8.94,0.0,1.75,0.64,1.23,0.21,0.95,0.48,4.53,1.25,-0.84,4.14,1.05,-4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.99,68.0,100.38,26.91,0.0,24.98,23.35,83.0,5.82,0.0,0.0
