Time,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Television,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,Emissions: CO2: RESNET: Total,Emissions: CO2: RESNET: Electricity,Emissions: CO2: RESNET: Natural Gas,Emissions: NOx: RESNET: Total,Emissions: NOx: RESNET: Electricity,Emissions: NOx: RESNET: Natural Gas,Emissions: SO2: RESNET: Total,Emissions: SO2: RESNET: Electricity,Emissions: SO2: RESNET: Natural Gas,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Component Load: Heating: Ceilings,Component Load: Heating: Walls,Component Load: Heating: Rim Joists,Component Load: Heating: Foundation Walls,Component Load: Heating: Doors,Component Load: Heating: Windows,Component Load: Heating: Slabs,Component Load: Heating: Internal Mass,Component Load: Heating: Infiltration,Component Load: Heating: Mechanical Ventilation,Component Load: Heating: Internal Gains,Component Load: Cooling: Ceilings,Component Load: Cooling: Walls,Component Load: Cooling: Rim Joists,Component Load: Cooling: Foundation Walls,Component Load: Cooling: Doors,Component Load: Cooling: Windows,Component Load: Cooling: Slabs,Component Load: Cooling: Internal Mass,Component Load: Cooling: Infiltration,Component Load: Cooling: Natural Ventilation,Component Load: Cooling: Mechanical Ventilation,Component Load: Cooling: Internal Gains,Temperature: Attic - Vented,Temperature: Living Space,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007-11-11T22:00:00,1.75,6.42,0.06,0.05,0.0,0.68,0.19,0.06,0.04,0.05,0.02,0.01,0.11,0.03,0.16,0.3,6.42,2.31128,1.55578,0.7555,0.00182,0.00123,0.00059,0.00071,0.0007,0.0,0.2,0.14,1.5,0.53,6.3,0.0,1.32,0.67,1.03,0.17,1.04,0.25,2.89,-0.3,-0.73,0.58,3.77,-3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.24,68.0,15.84,99.59,0.0,30.02,27.39,76.0,14.99,0.0,0.0
2007-11-11T23:00:00,1.24,6.92,0.03,0.05,0.0,0.33,0.16,0.05,0.04,0.05,0.02,0.01,0.09,0.02,0.1,0.27,6.92,1.8826,1.06874,0.81385,0.00148,0.00084,0.00064,0.00049,0.00048,0.0,0.14,0.09,1.19,0.42,6.79,0.0,1.02,0.78,1.16,0.18,1.0,0.25,2.95,-0.34,-0.77,0.55,3.66,-2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.32,68.0,14.45,99.59,0.0,28.94,26.82,80.0,12.75,0.0,0.0
2007-11-12T00:00:00,0.64,2.8,0.05,0.05,0.0,0.0,0.08,0.04,0.04,0.04,0.01,0.0,0.05,0.01,0.05,0.24,2.8,0.8997,0.57048,0.32922,0.00072,0.00046,0.00026,0.00027,0.00027,0.0,0.07,0.06,0.81,0.29,2.82,0.0,0.69,0.84,1.25,0.19,0.93,0.26,3.27,-0.39,-0.9,0.62,3.78,-2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.34,66.03,15.2,99.59,0.0,24.08,22.42,82.0,11.63,0.0,0.0
2007-11-12T01:00:00,0.86,5.58,0.05,0.05,0.0,0.32,0.04,0.03,0.04,0.04,0.01,0.0,0.02,0.01,0.02,0.23,5.58,1.42074,0.76497,0.65577,0.00112,0.0006,0.00051,0.00035,0.00034,0.0,0.04,0.03,0.37,0.13,5.47,0.0,0.32,0.31,0.9,0.17,0.41,0.25,2.85,0.13,-3.22,0.55,4.28,-1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.37,66.0,14.45,99.59,0.0,26.96,23.39,65.0,12.75,0.0,0.0
2007-11-12T02:00:00,0.49,5.45,0.06,0.05,0.0,0.0,0.02,0.03,0.04,0.04,0.0,0.0,0.01,0.01,0.01,0.22,5.45,1.08794,0.44697,0.64097,0.00085,0.00035,0.0005,0.0002,0.0002,0.0,0.03,0.01,0.19,0.07,5.35,0.0,0.17,0.64,1.13,0.19,0.43,0.26,2.92,-0.09,-2.55,0.55,3.79,-1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.35,66.0,14.44,99.59,0.0,26.96,22.75,59.0,12.75,0.0,0.0
2007-11-12T03:00:00,0.47,6.61,0.07,0.05,0.0,0.0,0.02,0.03,0.04,0.04,0.0,0.0,0.01,0.01,0.01,0.21,6.61,1.2179,0.44067,0.77723,0.00094,0.00033,0.00061,0.00019,0.00019,0.0,0.02,0.01,0.12,0.04,6.48,0.0,0.11,0.82,1.27,0.2,0.42,0.26,3.0,-0.23,-2.05,0.64,3.79,-1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.88,66.0,16.4,99.59,0.0,26.06,21.65,56.0,14.99,0.0,0.0
2007-11-12T04:00:00,0.46,7.37,0.07,0.05,0.0,0.0,0.02,0.03,0.04,0.04,0.0,0.0,0.0,0.01,0.0,0.21,7.37,1.2836,0.4172,0.86641,0.001,0.00033,0.00068,0.00019,0.00019,0.0,0.02,0.01,0.16,0.06,7.23,0.0,0.13,0.96,1.39,0.21,0.42,0.26,3.08,-0.32,-1.7,0.63,3.89,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.06,66.0,15.82,99.59,0.0,24.98,20.41,53.0,13.87,0.0,0.0
2007-11-12T05:00:00,0.8,7.98,0.08,0.05,0.0,0.32,0.02,0.03,0.04,0.04,0.0,0.0,0.01,0.01,0.01,0.21,7.98,1.65185,0.71361,0.93824,0.0013,0.00056,0.00074,0.00033,0.00032,0.0,0.03,0.01,0.31,0.11,7.83,0.0,0.26,1.07,1.49,0.22,0.42,0.26,3.09,-0.37,-1.41,0.67,4.0,-1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.76,66.0,16.71,99.59,0.0,24.98,20.22,51.0,14.99,0.0,0.0
2007-11-12T06:00:00,0.86,8.35,0.13,0.05,0.0,0.33,0.05,0.02,0.04,0.04,0.0,0.0,0.01,0.01,0.01,0.22,8.35,1.77747,0.79569,0.98178,0.00141,0.00064,0.00077,0.00037,0.00037,1.0e-05,0.05,0.02,1.06,0.38,8.19,0.0,0.84,1.14,1.58,0.23,0.45,0.27,3.22,-0.4,-1.21,0.63,4.02,-1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.43,66.0,14.92,99.59,0.0,23.0,19.27,59.0,11.63,0.0,0.0
2007-11-12T07:00:00,1.09,14.67,0.1,0.05,0.0,0.35,0.11,0.02,0.04,0.04,0.01,0.01,0.03,0.03,0.02,0.25,14.67,2.66544,0.94066,1.72477,0.00209,0.00073,0.00135,0.00043,0.00042,1.0e-05,0.09,0.04,2.44,0.86,14.0,0.0,1.92,1.24,1.68,0.24,0.49,0.27,3.1,-0.42,-0.95,0.66,4.21,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.91,67.87,15.82,99.59,0.0,24.98,19.7,46.0,13.87,0.0,0.0
2007-11-12T08:00:00,1.55,10.52,0.07,0.05,0.0,0.71,0.14,0.02,0.04,0.04,0.01,0.01,0.06,0.06,0.02,0.28,10.52,2.31763,1.08036,1.23727,0.00203,0.00106,0.00097,0.00061,0.00061,1.0e-05,0.21,0.06,2.72,0.96,10.3,0.0,2.21,2.69,2.65,0.29,1.0,0.29,-1.0,-0.9,3.13,0.62,4.01,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.31,67.99,16.81,99.59,0.0,30.02,23.17,40.0,16.11,23.46,87.17
2007-11-12T09:00:00,1.59,7.51,0.04,0.05,0.0,0.71,0.15,0.02,0.04,0.04,0.02,0.02,0.1,0.06,0.03,0.29,7.51,1.78818,0.90445,0.88373,0.00179,0.00109,0.00069,0.00063,0.00063,0.0,0.31,0.12,2.5,0.88,7.37,0.0,2.13,2.89,2.87,0.29,1.01,0.21,-5.2,-0.81,3.9,0.38,3.66,-2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.83,68.0,12.39,99.59,0.0,35.96,26.79,33.0,12.75,35.5,194.0
2007-11-12T10:00:00,1.61,4.86,0.03,0.05,0.0,0.7,0.15,0.02,0.04,0.04,0.02,0.02,0.14,0.06,0.03,0.29,4.86,1.4107,0.83871,0.57199,0.00156,0.00111,0.00045,0.00064,0.00063,0.0,0.36,0.14,2.1,0.74,4.77,0.0,1.87,2.46,2.62,0.27,1.02,0.08,-5.38,-0.69,3.05,0.24,3.07,-1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.64,68.0,9.89,99.59,0.0,42.08,29.31,22.0,11.63,44.06,179.1
2007-11-12T11:00:00,1.24,2.9,0.01,0.05,0.0,0.34,0.15,0.01,0.04,0.04,0.02,0.02,0.16,0.06,0.04,0.29,2.9,1.01495,0.67404,0.34091,0.00112,0.00086,0.00027,0.00049,0.00049,0.0,0.36,0.12,1.75,0.62,2.84,0.0,1.59,2.23,2.39,0.24,1.03,-0.04,-5.72,-0.62,2.72,0.16,2.46,-1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.11,68.0,7.24,99.59,0.0,44.96,30.24,17.0,8.05,32.97,232.36
2007-11-12T12:00:00,1.23,1.58,0.0,0.05,0.0,0.34,0.14,0.01,0.04,0.04,0.02,0.02,0.16,0.07,0.04,0.29,1.58,0.86462,0.67881,0.18581,0.001,0.00085,0.00015,0.00049,0.00049,0.0,0.32,0.1,1.47,0.52,1.55,0.0,1.35,1.92,2.05,0.2,1.04,-0.17,-5.55,-0.56,2.38,0.11,2.17,-2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.69,68.0,5.96,99.59,0.0,48.02,32.56,14.0,6.93,30.43,255.5
2007-11-12T13:00:00,1.55,0.39,0.0,0.05,0.0,0.67,0.14,0.01,0.04,0.04,0.01,0.02,0.15,0.08,0.04,0.3,0.39,0.88108,0.83536,0.04572,0.00112,0.00108,4.0e-05,0.00062,0.00062,0.0,0.28,0.09,1.25,0.44,0.38,0.0,1.15,1.74,1.78,0.16,1.05,-0.27,-5.79,-0.51,2.34,0.1,1.87,-2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.14,68.0,5.69,99.59,0.0,48.92,32.93,13.0,6.93,25.99,268.81
2007-11-12T14:00:00,1.13,0.0,0.0,0.0,0.0,0.33,0.13,0.01,0.04,0.04,0.02,0.02,0.14,0.06,0.05,0.3,0.0,0.63507,0.63507,0.0,0.00079,0.00079,0.0,0.00045,0.00045,0.0,0.25,0.1,1.09,0.39,0.0,0.0,1.02,1.49,1.57,0.13,1.05,-0.31,-6.32,-0.48,2.36,0.1,1.78,-2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.32,68.3,6.31,99.59,0.0,51.98,34.42,11.0,10.29,18.7,277.69
2007-11-12T15:00:00,0.91,0.0,0.0,0.0,0.0,0.12,0.14,0.01,0.04,0.04,0.01,0.01,0.12,0.08,0.05,0.29,0.0,0.5102,0.5102,0.0,0.00063,0.00063,0.0,0.00036,0.00036,0.0,0.21,0.07,1.03,0.36,0.0,0.0,0.94,1.17,1.29,0.1,1.13,-0.3,-6.06,-0.52,2.43,0.07,1.49,-2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.1,68.84,4.43,99.59,0.0,51.08,34.08,12.0,3.36,16.48,258.04
2007-11-12T16:00:00,1.03,0.0,0.0,0.0,0.0,0.21,0.16,0.01,0.04,0.04,0.01,0.01,0.12,0.06,0.06,0.31,0.0,0.63296,0.63296,0.0,0.00072,0.00072,0.0,0.00041,0.00041,0.0,0.22,0.08,0.97,0.34,0.0,0.0,0.9,0.73,0.93,0.08,1.29,-0.29,-4.27,-0.61,2.22,0.07,1.6,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.35,69.07,4.46,99.59,0.0,51.08,34.08,12.0,0.0,9.19,212.39
2007-11-12T17:00:00,1.33,0.0,0.0,0.05,0.0,0.33,0.2,0.01,0.04,0.05,0.01,0.01,0.11,0.12,0.07,0.32,0.0,0.95481,0.95481,0.0,0.00093,0.00093,0.0,0.00053,0.00053,0.0,0.21,0.08,1.22,0.43,0.0,0.0,1.09,-0.16,0.2,0.05,1.38,-0.22,0.24,-0.54,0.58,0.12,1.65,-2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.16,68.83,6.07,99.59,0.0,46.94,30.83,14.0,4.7,1.9,62.13
2007-11-12T18:00:00,1.88,0.0,0.01,0.05,0.0,0.68,0.26,0.02,0.04,0.05,0.02,0.01,0.11,0.2,0.09,0.35,0.0,1.65652,1.65652,0.0,0.00132,0.00132,0.0,0.00075,0.00075,0.0,0.21,0.1,1.59,0.56,0.0,0.0,1.38,-0.43,-0.17,0.03,1.34,-0.06,2.28,-0.34,-0.35,0.27,2.06,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.06,68.27,9.98,99.59,0.0,39.92,27.33,19.0,10.29,0.0,0.0
2007-11-12T19:00:00,1.61,0.93,0.01,0.05,0.0,0.34,0.31,0.03,0.04,0.05,0.03,0.01,0.1,0.16,0.12,0.35,0.93,1.54195,1.43315,0.1088,0.00121,0.00113,9.0e-05,0.00065,0.00064,0.0,0.21,0.18,1.87,0.66,0.91,0.0,1.64,-0.37,-0.23,0.02,1.22,0.07,2.29,-0.11,-0.84,0.26,2.74,-3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.81,68.0,9.81,99.59,0.0,39.92,27.66,21.0,10.29,0.0,0.0
2007-11-12T20:00:00,1.92,1.41,0.02,0.05,0.0,0.69,0.3,0.04,0.04,0.05,0.04,0.01,0.1,0.08,0.17,0.33,1.41,1.88119,1.71562,0.16557,0.00147,0.00135,0.00013,0.00077,0.00077,0.0,0.21,0.23,1.88,0.66,1.38,0.0,1.67,-0.23,-0.09,0.03,1.15,0.13,2.08,-0.05,-0.98,0.23,2.68,-3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,68.0,9.63,99.59,0.0,42.98,29.33,19.0,11.63,0.0,0.0
2007-11-12T21:00:00,1.51,1.86,0.03,0.05,0.0,0.34,0.24,0.06,0.04,0.05,0.03,0.01,0.11,0.05,0.21,0.31,1.86,1.5397,1.32148,0.21822,0.00124,0.00107,0.00017,0.00061,0.00061,0.0,0.21,0.19,1.72,0.61,1.82,0.0,1.52,-0.14,0.08,0.06,1.12,0.17,2.5,-0.11,-1.08,0.3,2.35,-3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.14,68.0,9.94,99.59,0.0,35.96,25.72,26.0,8.05,0.0,0.0
2007-11-12T22:00:00,1.43,3.02,0.03,0.05,0.0,0.34,0.19,0.07,0.04,0.05,0.02,0.01,0.11,0.03,0.2,0.3,3.02,1.61948,1.26395,0.35553,0.00128,0.001,0.00028,0.00057,0.00057,0.0,0.2,0.14,1.5,0.53,2.97,0.0,1.33,0.04,0.27,0.08,1.08,0.19,2.33,-0.16,-1.09,0.36,3.05,-3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.28,68.0,12.67,99.59,0.0,37.94,26.95,25.0,13.87,0.0,0.0
2007-11-12T23:00:00,1.23,3.34,0.0,0.05,0.0,0.33,0.16,0.06,0.04,0.05,0.02,0.01,0.09,0.02,0.12,0.27,3.34,1.45994,1.06672,0.39322,0.00115,0.00084,0.00031,0.00048,0.00048,0.0,0.14,0.09,1.19,0.42,3.28,0.0,1.03,0.25,0.44,0.1,1.02,0.2,2.18,-0.22,-1.15,0.32,2.85,-2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.91,68.0,12.11,99.59,0.0,39.92,27.48,20.0,13.87,0.0,0.0
2007-11-13T00:00:00,0.95,0.0,0.01,0.05,0.0,0.33,0.08,0.04,0.04,0.04,0.01,0.0,0.05,0.01,0.05,0.24,0.0,0.82112,0.82112,0.0,0.00067,0.00067,0.0,0.00038,0.00038,0.0,0.07,0.06,0.81,0.29,0.0,0.0,0.69,0.42,0.6,0.11,0.94,0.19,1.97,-0.29,-1.11,0.33,2.65,-2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.83,66.21,14.71,99.59,0.0,42.08,28.9,20.0,17.22,0.0,0.0
2007-11-13T01:00:00,0.5,1.24,0.01,0.05,0.0,0.0,0.04,0.03,0.04,0.04,0.01,0.0,0.02,0.01,0.02,0.23,1.24,0.58775,0.44151,0.14624,0.00046,0.00035,0.00011,0.0002,0.0002,0.0,0.04,0.03,0.38,0.13,1.22,0.0,0.32,0.13,0.44,0.09,0.46,0.17,1.73,0.17,-2.87,0.18,2.43,-1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.58,66.0,8.32,99.59,0.0,42.98,30.03,23.0,10.29,0.0,0.0
2007-11-13T02:00:00,0.76,1.14,0.01,0.05,0.0,0.32,0.02,0.03,0.04,0.04,0.0,0.0,0.01,0.01,0.01,0.22,1.14,0.81743,0.68323,0.1342,0.00064,0.00054,0.00011,0.00031,0.00031,0.0,0.03,0.01,0.19,0.07,1.12,0.0,0.17,0.27,0.54,0.11,0.41,0.16,1.6,0.02,-2.56,0.22,2.18,-1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.39,66.0,11.18,99.59,0.0,44.96,32.9,27.0,14.99,0.0,0.0
2007-11-13T03:00:00,0.42,1.57,0.02,0.05,0.0,0.0,0.02,0.03,0.04,0.04,0.0,0.0,0.01,0.01,0.01,0.21,1.57,0.57541,0.39024,0.18518,0.00044,0.0003,0.00015,0.00017,0.00017,0.0,0.02,0.01,0.12,0.04,1.54,0.0,0.11,0.41,0.63,0.12,0.4,0.15,1.65,-0.13,-2.16,0.18,1.96,-1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.45,66.0,8.76,99.59,0.0,44.06,32.95,31.0,11.63,0.0,0.0
2007-11-13T04:00:00,0.41,2.2,0.02,0.05,0.0,0.0,0.02,0.03,0.04,0.04,0.0,0.0,0.0,0.01,0.0,0.21,2.2,0.6286,0.36944,0.25916,0.00049,0.00029,0.0002,0.00017,0.00017,0.0,0.02,0.01,0.16,0.05,2.16,0.0,0.13,0.52,0.71,0.12,0.4,0.14,1.53,-0.22,-1.74,0.24,2.04,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,66.0,13.19,99.59,0.0,46.04,34.24,30.0,17.22,0.0,0.0
2007-11-13T05:00:00,0.73,2.32,0.02,0.05,0.0,0.3,0.02,0.03,0.04,0.04,0.0,0.0,0.01,0.01,0.01,0.21,2.32,0.91698,0.6443,0.27267,0.00073,0.00051,0.00021,0.0003,0.00029,0.0,0.03,0.01,0.31,0.11,2.27,0.0,0.26,0.59,0.78,0.13,0.4,0.14,1.48,-0.28,-1.42,0.23,1.85,-1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.02,66.0,12.97,99.59,0.0,46.94,34.9,30.0,17.22,0.0,0.0
2007-11-13T06:00:00,0.5,2.37,0.07,0.05,0.0,0.02,0.05,0.02,0.04,0.04,0.0,0.0,0.01,0.01,0.01,0.22,2.37,0.74872,0.47004,0.27868,0.0006,0.00038,0.00022,0.00022,0.00022,0.0,0.05,0.02,1.07,0.38,2.32,0.0,0.85,0.63,0.82,0.13,0.42,0.13,1.53,-0.31,-1.19,0.12,1.76,-1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.64,66.0,6.56,99.59,0.0,46.94,35.29,32.0,9.17,0.0,0.0
2007-11-13T07:00:00,1.37,7.89,0.06,0.05,0.0,0.7,0.11,0.02,0.04,0.04,0.01,0.01,0.03,0.03,0.02,0.25,7.89,2.14468,1.21719,0.92749,0.00168,0.00095,0.00073,0.00055,0.00054,0.0,0.09,0.04,2.44,0.86,7.53,0.0,1.93,0.64,0.85,0.13,0.46,0.13,1.74,-0.32,-1.0,0.15,1.76,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.54,67.92,6.56,99.59,0.0,42.98,32.48,33.0,5.82,0.0,0.0
2007-11-13T08:00:00,1.51,6.51,0.07,0.05,0.0,0.71,0.14,0.02,0.04,0.04,0.01,0.01,0.06,0.06,0.02,0.28,6.51,1.86606,1.10096,0.7651,0.00166,0.00106,0.0006,0.00061,0.00061,0.0,0.21,0.06,2.72,0.96,6.38,0.0,2.22,1.36,1.36,0.18,0.97,0.16,1.86,-0.82,1.59,0.24,2.15,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.94,68.0,8.3,99.59,0.0,37.94,29.99,45.0,3.36,10.78,0.0
2007-11-13T09:00:00,1.59,7.16,0.04,0.05,0.0,0.71,0.15,0.02,0.04,0.04,0.02,0.02,0.1,0.06,0.03,0.29,7.16,1.77168,0.92971,0.84196,0.00175,0.00109,0.00066,0.00063,0.00062,0.0,0.31,0.12,2.51,0.88,7.02,0.0,2.14,1.2,1.32,0.17,0.97,0.17,1.39,-0.71,1.3,0.23,2.82,-2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.48,68.0,8.74,99.59,0.0,39.92,31.36,44.0,8.05,18.39,0.0
2007-11-13T10:00:00,1.4,4.66,0.03,0.05,0.0,0.49,0.15,0.02,0.04,0.04,0.02,0.02,0.14,0.06,0.03,0.29,4.66,1.30483,0.7566,0.54823,0.0014,0.00097,0.00043,0.00056,0.00055,0.0,0.36,0.14,2.1,0.74,4.57,0.0,1.87,1.82,1.68,0.17,0.97,0.14,-2.8,-0.6,2.4,0.12,2.64,-1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.61,68.0,5.72,99.59,0.0,46.04,35.18,35.0,0.0,61.81,52.62
2007-11-13T11:00:00,1.39,3.47,0.02,0.0,0.0,0.55,0.15,0.01,0.04,0.04,0.02,0.02,0.16,0.06,0.04,0.29,3.47,1.18887,0.78089,0.40798,0.00129,0.00097,0.00032,0.00056,0.00055,0.0,0.36,0.12,1.75,0.62,3.4,0.0,1.6,1.24,1.43,0.17,0.98,0.02,-1.45,-0.53,1.32,0.16,2.04,-1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.35,68.0,11.02,99.59,0.0,51.98,38.38,29.0,16.11,64.67,5.71
2007-11-13T12:00:00,1.19,2.29,0.02,0.0,0.0,0.34,0.14,0.01,0.04,0.04,0.02,0.02,0.16,0.07,0.04,0.29,2.29,0.94012,0.6712,0.26892,0.00104,0.00083,0.00021,0.00048,0.00047,0.0,0.32,0.1,1.47,0.52,2.24,0.0,1.35,1.16,1.33,0.15,0.99,0.02,-1.65,-0.48,1.2,0.12,1.47,-2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.24,68.0,8.61,99.59,0.0,53.06,38.96,28.0,13.87,71.01,3.8
2007-11-13T13:00:00,1.18,2.01,0.01,0.0,0.0,0.34,0.14,0.01,0.04,0.04,0.01,0.02,0.15,0.08,0.04,0.3,2.01,0.87871,0.6422,0.23651,0.001,0.00082,0.00019,0.00047,0.00047,0.0,0.28,0.09,1.25,0.44,1.97,0.0,1.16,0.78,1.07,0.13,1.0,0.03,-0.61,-0.44,0.67,0.09,1.37,-2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.35,68.0,6.86,99.59,0.0,53.06,39.62,31.0,11.63,46.6,0.0
2007-11-13T14:00:00,1.14,1.07,0.01,0.0,0.0,0.33,0.13,0.01,0.04,0.04,0.02,0.02,0.14,0.06,0.05,0.3,1.07,0.77672,0.65114,0.12558,0.0009,0.0008,0.0001,0.00046,0.00046,0.0,0.25,0.1,1.1,0.39,1.05,0.0,1.03,1.22,1.24,0.12,1.0,0.04,-3.28,-0.42,1.77,0.09,1.36,-2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.28,68.0,7.9,99.59,0.0,55.94,41.25,29.0,13.87,63.4,61.81
2007-11-13T15:00:00,1.13,1.24,0.02,0.0,0.0,0.33,0.14,0.01,0.04,0.04,0.01,0.01,0.12,0.08,0.05,0.29,1.24,0.79832,0.65237,0.14594,0.00091,0.00079,0.00011,0.00045,0.00045,0.0,0.21,0.07,1.03,0.36,1.22,0.0,0.94,0.22,0.7,0.1,0.99,-0.0,0.53,-0.4,0.0,0.08,1.1,-2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.66,68.0,6.01,99.59,0.0,53.06,39.61,31.0,10.29,16.8,0.0
2007-11-13T16:00:00,1.16,1.78,0.02,0.0,0.0,0.33,0.16,0.01,0.04,0.04,0.01,0.01,0.12,0.06,0.06,0.31,1.78,0.94442,0.73469,0.20973,0.00098,0.00082,0.00016,0.00047,0.00047,0.0,0.22,0.08,0.97,0.34,1.75,0.0,0.9,0.19,0.57,0.09,1.0,0.04,1.13,-0.37,-0.15,0.1,1.36,-2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.47,68.0,5.78,99.59,0.0,50.0,37.97,34.0,8.05,8.88,0.0
2007-11-13T17:00:00,1.35,2.06,0.02,0.05,0.0,0.33,0.2,0.01,0.04,0.05,0.01,0.01,0.11,0.12,0.07,0.32,2.06,1.21955,0.97722,0.24233,0.00113,0.00094,0.00019,0.00054,0.00054,0.0,0.21,0.08,1.22,0.43,2.02,0.0,1.09,0.2,0.53,0.09,1.03,0.08,1.36,-0.33,-0.06,0.09,1.65,-2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.93,68.0,4.98,99.59,0.0,48.92,37.54,36.0,3.36,1.9,0.0
