Hour,Electricity Use [kWh],Natural Gas Use [kBtu],Fuel Oil Use [kBtu],Propane Use [kBtu],Living Temperature [F],Vented Attic Temperature [F],Vented Crawlspace Temperature [F]
7281,0.98,5.53,0.0,0.0,68.0,41.27,52.14
7282,4.0,6.78,0.0,0.0,68.0,41.39,52.17
7283,3.35,7.09,0.0,0.0,68.0,41.7,52.13
7284,0.98,6.44,0.0,0.0,68.0,43.17,52.43
7285,0.96,6.46,0.0,0.0,68.0,46.16,52.45
7286,1.27,6.6,0.0,0.0,68.0,42.85,52.32
7287,0.96,6.54,0.0,0.0,68.0,43.24,52.44
7288,0.97,6.46,0.0,0.0,68.0,44.18,52.62
7289,1.1,6.75,0.0,0.0,68.0,43.15,52.39
7290,1.35,6.68,0.0,0.0,68.0,42.18,52.12
7291,1.84,6.67,0.0,0.0,68.0,42.05,52.01
7292,4.13,7.71,0.0,0.0,68.0,39.03,51.32
7293,1.9,8.45,0.0,0.0,68.0,37.08,50.75
7294,1.57,9.55,0.0,0.0,68.0,34.25,50.01
7295,1.22,11.24,0.0,0.0,68.0,31.6,49.23
7296,1.22,13.19,0.0,0.0,68.0,28.77,48.39
7297,0.69,15.59,0.0,0.0,68.0,26.13,47.49
7298,0.63,17.61,0.0,0.0,68.0,23.34,46.58
7299,0.61,19.48,0.0,0.0,68.0,20.63,45.64
7300,0.92,21.44,0.0,0.0,68.0,17.92,44.65
7301,0.6,22.26,0.0,0.0,68.0,17.45,44.12
7302,0.7,22.67,0.0,0.0,68.0,17.26,43.68
7303,0.96,22.88,0.0,0.0,68.0,17.08,43.26
7304,1.45,21.22,0.0,0.0,68.0,17.98,43.12
7305,3.72,22.07,0.0,0.0,68.0,19.91,43.16
7306,1.58,21.8,0.0,0.0,68.0,21.01,43.13
7307,1.07,20.04,0.0,0.0,68.0,22.99,43.37
7308,2.37,18.98,0.0,0.0,68.0,26.04,43.84
7309,1.06,20.42,0.0,0.0,68.0,23.13,43.3
7310,1.06,20.87,0.0,0.0,68.0,21.26,42.84
7311,1.41,21.53,0.0,0.0,68.0,20.17,42.48
7312,1.13,21.5,0.0,0.0,68.0,20.15,42.26
7313,1.65,21.92,0.0,0.0,68.0,19.25,41.87
7314,1.67,21.22,0.0,0.0,68.0,19.26,41.63
7315,1.81,20.83,0.0,0.0,68.0,19.1,41.4
7316,2.46,20.5,0.0,0.0,68.0,19.06,41.34
7317,1.6,20.68,0.0,0.0,68.0,18.47,41.18
7318,1.44,21.03,0.0,0.0,68.0,18.09,41.01
7319,1.6,21.66,0.0,0.0,68.0,17.84,40.85
7320,0.94,21.84,0.0,0.0,68.0,18.15,40.88
7321,1.05,22.67,0.0,0.0,68.0,20.4,40.76
7322,0.66,22.94,0.0,0.0,68.0,18.85,40.64
7323,0.63,23.33,0.0,0.0,68.0,20.51,40.53
7324,0.61,23.42,0.0,0.0,68.0,19.12,40.41
7325,0.6,23.61,0.0,0.0,68.0,18.81,40.29
7326,1.76,23.45,0.0,0.0,68.0,20.53,40.18
7327,3.36,23.63,0.0,0.0,68.0,19.08,40.08
7328,1.13,22.32,0.0,0.0,68.0,19.66,40.15
7329,1.09,21.32,0.0,0.0,68.0,22.03,40.35
7330,1.06,20.36,0.0,0.0,68.0,25.23,40.6
7331,5.76,21.52,0.0,0.0,68.0,27.7,40.66
7332,3.37,20.13,0.0,0.0,68.0,24.72,40.71
7333,1.41,19.43,0.0,0.0,68.0,25.07,40.77
7334,1.37,17.63,0.0,0.0,68.0,31.33,41.04
7335,1.05,16.0,0.0,0.0,68.0,27.55,41.5
7336,1.09,15.12,0.0,0.0,68.0,27.65,41.62
7337,1.3,15.77,0.0,0.0,68.0,25.47,41.29
7338,1.99,16.22,0.0,0.0,68.0,25.21,41.18
7339,2.1,15.25,0.0,0.0,68.0,26.32,41.28
7340,2.16,15.54,0.0,0.0,68.0,25.98,41.21
7341,1.95,16.05,0.0,0.0,68.0,25.95,41.14
7342,2.28,16.28,0.0,0.0,68.0,25.2,41.08
7343,1.25,18.43,0.0,0.0,68.0,23.13,40.46
7344,0.93,19.82,0.0,0.0,68.0,22.01,40.11
7345,0.71,19.78,0.0,0.0,68.0,23.89,40.31
7346,1.37,20.29,0.0,0.0,68.0,22.77,40.23
7347,0.61,21.13,0.0,0.0,68.0,22.82,39.94
7348,0.6,21.08,0.0,0.0,68.0,23.73,40.0
7349,0.59,21.55,0.0,0.0,68.0,23.91,39.91
7350,4.81,24.83,0.0,0.0,68.0,19.98,39.07
7351,1.2,24.72,0.0,0.0,68.0,18.02,38.5
7352,1.13,23.2,0.0,0.0,68.0,19.86,38.61
7353,1.09,22.7,0.0,0.0,68.0,21.81,38.82
7354,1.77,20.63,0.0,0.0,68.0,26.64,39.63
7355,1.06,18.79,0.0,0.0,68.0,29.66,40.33
7356,1.67,17.0,0.0,0.0,68.0,31.78,40.93
7357,3.04,13.65,0.0,0.0,68.0,34.1,41.71
7358,1.37,12.81,0.0,0.0,68.0,35.36,42.31
7359,1.02,11.45,0.0,0.0,68.0,36.4,42.8
7360,1.39,10.57,0.0,0.0,68.0,34.76,42.73
7361,1.29,13.33,0.0,0.0,68.0,27.12,41.31
7362,2.34,14.91,0.0,0.0,68.0,25.35,40.93
7363,2.9,14.89,0.0,0.0,68.0,26.1,40.93
7364,1.95,16.37,0.0,0.0,68.0,23.11,40.2
7365,2.58,17.35,0.0,0.0,68.0,21.15,39.6
7366,6.39,19.53,0.0,0.0,68.0,19.11,38.99
7367,1.58,20.07,0.0,0.0,68.0,19.87,38.83
7368,0.94,21.01,0.0,0.0,68.0,19.79,38.6
7369,1.03,20.76,0.0,0.0,68.0,22.57,38.9
7370,0.65,21.31,0.0,0.0,68.0,22.56,38.82
7371,0.61,21.06,0.0,0.0,68.0,24.46,39.04
7372,1.36,20.88,0.0,0.0,68.0,26.45,39.35
7373,3.34,22.73,0.0,0.0,68.0,23.94,38.86
7374,0.95,23.35,0.0,0.0,68.0,21.07,38.24
7375,2.29,22.75,0.0,0.0,68.0,22.82,38.41
7376,1.12,21.15,0.0,0.0,68.0,23.91,38.57
7377,1.08,19.78,0.0,0.0,68.0,25.84,38.95
7378,2.24,19.44,0.0,0.0,68.0,27.93,39.38
7379,1.06,17.67,0.0,0.0,68.0,29.96,39.91
7380,1.06,15.88,0.0,0.0,68.0,33.01,40.68
7381,1.4,12.03,0.0,0.0,68.0,37.1,41.88
7382,1.0,9.49,0.0,0.0,68.0,37.61,42.48
7383,1.0,7.98,0.0,0.0,68.0,37.26,42.64
7384,1.05,8.49,0.0,0.0,68.0,35.15,42.47
7385,2.6,10.23,0.0,0.0,68.0,34.85,42.51
7386,2.36,10.32,0.0,0.0,68.0,34.22,42.54
7387,1.88,10.57,0.0,0.0,68.0,32.23,42.15
7388,1.87,12.11,0.0,0.0,68.0,29.23,41.49
7389,1.55,12.7,0.0,0.0,68.0,28.97,41.35
7390,1.73,13.76,0.0,0.0,68.0,28.83,41.22
7391,1.22,13.86,0.0,0.0,68.0,30.63,41.43
7392,0.91,15.48,0.0,0.0,68.0,28.73,41.02
7393,1.01,16.15,0.0,0.0,68.0,29.75,41.08
7394,0.62,16.83,0.0,0.0,68.0,29.79,41.02
7395,0.59,17.27,0.0,0.0,68.0,29.72,40.93
7396,0.58,17.65,0.0,0.0,68.0,29.8,40.87
7397,0.59,20.57,0.0,0.0,68.0,23.55,39.53
7398,0.69,19.72,0.0,0.0,68.0,25.8,39.8
7399,0.93,18.69,0.0,0.0,68.0,27.58,40.05
7400,1.4,13.69,0.0,0.0,68.0,32.55,41.07
7401,2.74,12.23,0.0,0.0,68.0,35.72,41.91
7402,1.0,10.7,0.0,0.0,68.0,38.95,42.86
7403,1.0,7.69,0.0,0.0,68.0,43.05,44.22
7404,0.99,4.7,0.0,0.0,68.0,46.33,45.54
7405,1.3,2.49,0.0,0.0,68.0,47.78,46.65
7406,0.94,0.16,0.0,0.0,68.0,50.12,48.31
7407,1.24,0.0,0.0,0.0,68.72,51.78,49.21
7408,1.42,0.0,0.0,0.0,69.16,57.72,49.6
7409,1.21,0.0,0.0,0.0,68.35,44.74,48.35
7410,1.91,2.1,0.0,0.0,68.0,40.2,46.46
7411,3.97,4.59,0.0,0.0,68.0,34.63,45.37
7412,1.64,4.23,0.0,0.0,68.0,36.0,45.43
7413,1.51,4.87,0.0,0.0,68.0,36.93,45.42
7414,1.67,5.53,0.0,0.0,68.0,37.79,45.44
7415,1.18,7.13,0.0,0.0,68.0,36.96,45.17
7416,0.86,7.86,0.0,0.0,68.0,38.87,45.42
7417,0.65,9.34,0.0,0.0,68.0,37.85,45.16
7418,0.58,10.49,0.0,0.0,68.0,36.96,44.87
7419,0.56,11.05,0.0,0.0,68.0,37.81,44.93
7420,0.55,11.66,0.0,0.0,68.0,37.8,44.86
7421,0.85,11.91,0.0,0.0,68.0,39.75,45.17
7422,0.64,12.48,0.0,0.0,68.0,37.85,44.78
7423,0.9,12.74,0.0,0.0,68.0,36.94,44.5
7424,1.17,8.17,0.0,0.0,68.0,38.84,45.09
7425,1.19,4.26,0.0,0.0,68.0,43.08,46.19
7426,1.29,0.88,0.0,0.0,68.0,48.43,47.8
7427,1.24,0.0,0.0,0.0,68.54,54.49,50.55
7428,0.92,0.0,0.0,0.0,69.47,57.69,51.99
7429,1.22,0.0,0.0,0.0,70.24,59.65,53.2
7430,0.89,0.0,0.0,0.0,71.02,60.97,54.29
7431,0.91,0.0,0.0,0.0,71.89,60.64,55.05
7432,0.95,0.0,0.0,0.0,72.29,56.82,54.91
7433,1.53,0.0,0.0,0.0,71.45,48.95,53.13
7434,1.55,0.0,0.0,0.0,70.17,41.74,50.49
7435,1.69,0.0,0.0,0.0,69.79,40.23,49.63
7436,1.62,0.0,0.0,0.0,69.29,38.14,48.8
7437,1.48,0.0,0.0,0.0,68.99,41.92,49.14
7438,1.63,0.0,0.0,0.0,68.49,41.98,48.94
7439,1.15,1.11,0.0,0.0,68.0,39.87,48.24
7440,2.12,3.1,0.0,0.0,68.0,41.95,48.47
7441,0.63,4.28,0.0,0.0,68.0,40.92,48.14
7442,0.56,5.5,0.0,0.0,68.0,40.9,47.94
7443,0.53,6.25,0.0,0.0,68.0,41.96,48.0
7444,0.52,7.59,0.0,0.0,68.0,40.91,47.68
7445,0.51,8.19,0.0,0.0,68.0,41.95,47.73
7446,0.62,8.89,0.0,0.0,68.0,41.97,47.66
7447,1.19,8.37,0.0,0.0,68.0,43.88,47.96
7448,1.03,5.32,0.0,0.0,68.0,46.75,48.73
7449,0.92,1.49,0.0,0.0,68.0,53.71,50.75
7450,3.96,0.11,0.0,0.0,68.0,58.8,53.17
7451,3.25,0.0,0.0,0.0,68.25,61.0,54.05
7452,1.01,0.0,0.0,0.0,68.68,64.05,55.23
7453,0.89,0.0,0.0,0.0,68.76,62.46,55.47
7454,0.89,0.0,0.0,0.0,69.24,63.26,56.13
7455,0.91,0.0,0.0,0.0,69.21,60.82,55.98
7456,1.27,0.0,0.0,0.0,68.9,59.45,55.84
7457,1.16,0.0,0.0,0.0,68.26,52.8,54.35
7458,1.5,0.0,0.0,0.0,68.24,52.1,53.67
7459,1.97,0.0,0.0,0.0,68.39,51.96,53.49
7460,4.02,0.0,0.0,0.0,68.5,50.94,53.06
7461,1.48,0.27,0.0,0.0,68.0,48.84,52.05
7462,1.58,0.0,0.0,0.0,68.07,54.04,53.41
7463,1.15,2.2,0.0,0.0,68.0,47.1,51.4
7464,1.11,3.57,0.0,0.0,68.0,45.02,50.93
7465,0.67,4.74,0.0,0.0,68.0,44.9,50.81
7466,0.56,5.95,0.0,0.0,68.0,43.99,50.42
7467,0.53,7.12,0.0,0.0,68.0,42.05,49.81
7468,0.53,8.74,0.0,0.0,68.0,39.1,48.99
7469,0.84,8.09,0.0,0.0,68.0,43.79,49.64
7470,0.62,9.19,0.0,0.0,68.0,40.97,48.99
7471,0.89,10.6,0.0,0.0,68.0,37.35,47.8
7472,1.3,4.45,0.0,0.0,68.0,49.33,50.24
7473,3.6,6.41,0.0,0.0,68.0,47.89,50.35
7474,1.5,5.26,0.0,0.0,68.0,53.54,51.66
7475,0.92,1.81,0.0,0.0,68.0,58.71,54.57
7476,2.23,0.0,0.0,0.0,68.11,60.49,54.94
7477,0.89,0.0,0.0,0.0,68.08,64.04,56.06
7478,0.89,0.0,0.0,0.0,68.59,64.11,56.73
7479,1.24,0.0,0.0,0.0,69.4,60.22,56.61
7480,1.28,0.0,0.0,0.0,70.07,58.13,56.55
7481,1.16,0.0,0.0,0.0,69.66,54.32,55.74
7482,1.5,0.0,0.0,0.0,69.1,51.6,54.45
7483,1.64,0.0,0.0,0.0,69.25,52.93,54.64
7484,2.34,0.0,0.0,0.0,68.39,45.24,52.13
7485,1.49,0.68,0.0,0.0,68.0,43.1,51.59
7486,1.32,0.71,0.0,0.0,68.0,46.79,52.1
7487,1.48,0.9,0.0,0.0,68.0,48.65,52.4
7488,0.83,3.0,0.0,0.0,68.0,44.97,51.41
7489,0.94,4.01,0.0,0.0,68.0,44.9,51.22
7490,0.55,4.63,0.0,0.0,68.0,44.83,51.08
7491,0.52,4.87,0.0,0.0,68.0,47.81,51.52
7492,0.51,5.97,0.0,0.0,68.0,46.82,51.26
7493,0.51,7.64,0.0,0.0,68.0,42.98,50.3
7494,1.9,8.4,0.0,0.0,68.0,42.04,49.93
7495,2.98,8.75,0.0,0.0,68.0,42.89,49.92
7496,1.02,4.51,0.0,0.0,68.0,47.85,50.91
7497,1.23,0.91,0.0,0.0,68.0,51.84,52.13
7498,0.89,0.06,0.0,0.0,68.0,56.94,53.93
7499,5.52,0.49,0.0,0.0,68.0,58.1,54.92
7500,3.3,0.0,0.0,0.0,68.12,54.34,54.55
7501,1.25,0.24,0.0,0.0,68.0,50.39,53.39
7502,1.26,0.0,0.0,0.0,68.07,48.36,52.68
7503,0.91,0.0,0.0,0.0,68.45,50.97,53.41
7504,1.0,0.0,0.0,0.0,68.1,46.8,52.44
7505,1.22,1.84,0.0,0.0,68.0,44.41,51.78
7506,1.99,2.44,0.0,0.0,68.0,42.36,51.13
7507,1.96,3.04,0.0,0.0,68.0,40.17,50.39
7508,2.1,4.14,0.0,0.0,68.0,39.06,49.9
7509,1.89,4.86,0.0,0.0,68.0,38.0,49.42
7510,2.22,6.11,0.0,0.0,68.0,37.9,49.13
7511,1.18,6.92,0.0,0.0,68.0,38.91,49.04
7512,0.86,8.34,0.0,0.0,68.0,37.86,48.62
7513,0.66,10.17,0.0,0.0,68.0,35.1,47.85
7514,1.33,13.09,0.0,0.0,68.0,30.26,46.64
7515,0.56,11.78,0.0,0.0,68.0,36.71,47.43
7516,0.55,13.19,0.0,0.0,68.0,33.94,46.77
7517,0.86,14.16,0.0,0.0,68.0,32.96,46.32
7518,4.83,15.6,0.0,0.0,68.0,32.96,46.09
7519,0.91,14.52,0.0,0.0,68.0,32.89,45.86
7520,1.06,11.51,0.0,0.0,68.0,36.73,46.45
7521,1.02,8.92,0.0,0.0,68.0,42.71,47.66
7522,1.7,7.32,0.0,0.0,68.0,44.05,48.25
7523,0.99,5.75,0.0,0.0,68.0,45.08,48.76
7524,1.59,4.29,0.0,0.0,68.0,53.21,49.08
7525,2.99,2.78,0.0,0.0,68.0,48.79,49.78
7526,1.31,2.36,0.0,0.0,68.0,49.79,50.38
7527,1.28,1.91,0.0,0.0,68.0,48.93,50.65
7528,1.02,2.4,0.0,0.0,68.0,47.46,50.51
7529,1.24,4.02,0.0,0.0,68.0,43.38,49.55
7530,2.28,4.52,0.0,0.0,68.0,41.26,49.01
7531,3.02,5.14,0.0,0.0,68.0,39.49,48.45
7532,1.99,5.78,0.0,0.0,68.0,38.72,48.07
7533,2.4,7.17,0.0,0.0,68.0,35.16,47.31
7534,6.41,8.15,0.0,0.0,68.0,35.83,47.2
7535,1.48,10.47,0.0,0.0,68.0,32.11,46.25
7536,1.2,11.67,0.0,0.0,68.0,31.98,45.92
7537,0.67,12.45,0.0,0.0,68.0,32.92,45.85
7538,0.6,13.84,0.0,0.0,68.0,31.92,45.42
7539,0.58,14.89,0.0,0.0,68.0,30.87,44.97
7540,1.33,16.36,0.0,0.0,68.0,28.97,44.37
7541,3.39,17.64,0.0,0.0,68.0,27.83,43.92
7542,0.92,16.46,0.0,0.0,68.0,30.45,44.14
7543,2.27,16.93,0.0,0.0,68.0,29.76,43.82
7544,1.07,12.1,0.0,0.0,68.0,36.19,44.97
7545,1.01,8.82,0.0,0.0,68.0,38.87,45.74
7546,2.18,7.47,0.0,0.0,68.0,40.03,46.26
7547,0.99,5.72,0.0,0.0,68.0,39.41,46.4
7548,0.99,3.4,0.0,0.0,68.0,42.44,47.28
7549,1.35,3.6,0.0,0.0,68.0,40.59,47.23
7550,0.96,3.52,0.0,0.0,68.0,41.63,47.57
7551,0.98,4.02,0.0,0.0,68.0,40.39,47.49
7552,1.04,5.55,0.0,0.0,68.0,39.39,47.22
7553,2.59,7.37,0.0,0.0,68.0,34.5,46.11
7554,2.35,7.24,0.0,0.0,68.0,36.19,45.89
7555,2.05,8.41,0.0,0.0,68.0,32.18,45.33
7556,1.67,9.58,0.0,0.0,68.0,30.98,44.87
7557,1.55,11.51,0.0,0.0,68.0,28.98,44.23
7558,1.72,12.29,0.0,0.0,68.0,29.95,44.1
7559,1.22,13.58,0.0,0.0,68.0,28.89,43.66
7560,1.24,16.69,0.0,0.0,68.0,24.22,42.51
7561,0.69,16.86,0.0,0.0,68.0,26.81,42.62
7562,0.63,17.74,0.0,0.0,68.0,26.85,42.39
7563,0.6,18.98,0.0,0.0,68.0,25.98,41.95
7564,0.59,19.95,0.0,0.0,68.0,24.92,41.51
7565,0.59,20.64,0.0,0.0,68.0,24.9,41.23
7566,0.7,21.42,0.0,0.0,68.0,22.98,40.65
7567,1.26,20.72,0.0,0.0,68.0,24.83,40.7
7568,1.09,16.13,0.0,0.0,68.0,29.8,41.55
7569,2.74,10.25,0.0,0.0,68.0,35.71,42.96
7570,0.98,7.19,0.0,0.0,68.0,41.89,44.65
7571,0.98,4.68,0.0,0.0,68.0,45.2,46.0
7572,1.3,1.86,0.0,0.0,68.0,48.69,47.35
7573,1.28,0.47,0.0,0.0,68.0,50.12,48.61
7574,0.89,0.0,0.0,0.0,68.51,52.69,50.35
7575,0.91,0.0,0.0,0.0,69.22,53.43,50.84
7576,1.37,0.0,0.0,0.0,69.63,59.04,51.35
7577,1.53,0.0,0.0,0.0,68.86,48.59,50.55
7578,1.9,0.87,0.0,0.0,68.0,40.82,47.95
7579,3.71,2.03,0.0,0.0,68.0,40.18,47.77
7580,1.79,1.44,0.0,0.0,68.0,42.85,48.21
7581,1.51,4.43,0.0,0.0,68.0,36.22,46.5
7582,1.34,5.06,0.0,0.0,68.0,37.83,46.64
7583,1.49,5.28,0.0,0.0,68.0,39.76,46.94
7584,0.85,6.09,0.0,0.0,68.0,41.9,47.25
7585,0.64,6.66,0.0,0.0,68.0,42.74,47.41
7586,0.57,7.18,0.0,0.0,68.0,44.74,47.8
7587,0.54,7.95,0.0,0.0,68.0,43.93,47.67
7588,0.53,8.19,0.0,0.0,68.0,45.88,48.07
7589,0.51,8.35,0.0,0.0,68.0,46.79,48.37
7590,0.93,8.15,0.0,0.0,68.0,46.73,48.43
7591,0.88,8.87,0.0,0.0,68.0,43.05,47.59
7592,1.06,10.06,0.0,0.0,68.0,38.46,46.52
7593,1.34,9.84,0.0,0.0,68.0,39.88,46.76
7594,1.32,5.96,0.0,0.0,68.0,45.67,48.14
7595,1.27,4.63,0.0,0.0,68.0,51.91,49.83
7596,0.94,3.65,0.0,0.0,68.0,53.07,51.07
7597,1.23,3.57,0.0,0.0,68.0,53.14,51.35
7598,0.91,1.44,0.0,0.0,68.0,55.94,52.44
7599,0.92,2.63,0.0,0.0,68.0,53.25,52.12
7600,0.98,3.91,0.0,0.0,68.0,50.29,51.19
7601,1.55,3.88,0.0,0.0,68.0,49.25,50.62
7602,1.52,3.11,0.0,0.0,68.0,49.23,50.86
7603,1.71,3.71,0.0,0.0,68.0,46.13,49.71
7604,1.64,4.33,0.0,0.0,68.0,44.97,49.45
7605,1.82,4.87,0.0,0.0,68.0,44.1,49.2
7606,1.35,6.69,0.0,0.0,68.0,39.78,48.04
7607,1.19,7.92,0.0,0.0,68.0,38.12,47.56
7608,2.17,9.5,0.0,0.0,68.0,37.17,47.17
7609,0.66,10.23,0.0,0.0,68.0,37.04,46.92
7610,0.58,10.62,0.0,0.0,68.0,36.71,46.73
7611,0.56,11.37,0.0,0.0,68.0,36.92,46.54
7612,0.56,13.4,0.0,0.0,68.0,33.19,45.61
7613,0.54,13.49,0.0,0.0,68.0,33.89,45.5
7614,0.97,13.71,0.0,0.0,68.0,33.91,45.32
7615,0.9,13.23,0.0,0.0,68.0,34.81,45.31
7616,1.07,13.15,0.0,0.0,68.0,33.94,45.01
7617,1.01,7.23,0.0,0.0,68.0,37.94,45.91
7618,4.23,5.81,0.0,0.0,68.0,40.57,46.58
7619,3.27,7.75,0.0,0.0,68.0,40.75,46.69
7620,1.15,2.62,0.0,0.0,68.0,44.84,47.86
7621,0.95,1.47,0.0,0.0,68.0,55.72,48.25
7622,0.94,1.12,0.0,0.0,68.0,46.67,48.93
7623,0.96,0.0,0.0,0.0,68.29,46.69,49.22
7624,1.32,0.0,0.0,0.0,68.17,43.35,48.87
7625,1.23,2.8,0.0,0.0,68.0,38.15,47.61
7626,1.57,4.31,0.0,0.0,68.0,35.77,46.94
7627,2.05,5.24,0.0,0.0,68.0,33.58,46.25
7628,4.11,5.72,0.0,0.0,68.0,32.22,45.71
7629,1.84,6.77,0.0,0.0,68.0,33.05,45.62
7630,1.36,8.11,0.0,0.0,68.0,32.02,45.2
7631,1.19,9.37,0.0,0.0,68.0,31.96,44.94
7632,1.2,10.89,0.0,0.0,68.0,31.94,44.72
7633,0.67,12.24,0.0,0.0,68.0,31.93,44.5
7634,0.6,13.28,0.0,0.0,68.0,30.9,44.12
7635,0.57,13.65,0.0,0.0,68.0,30.13,44.11
7636,0.88,14.46,0.0,0.0,68.0,31.68,43.95
7637,0.55,15.03,0.0,0.0,68.0,31.75,43.79
7638,0.66,14.64,0.0,0.0,68.0,34.85,44.2
7639,0.91,14.46,0.0,0.0,68.0,34.92,44.16
7640,1.41,14.18,0.0,0.0,68.0,34.95,44.1
7641,3.77,12.12,0.0,0.0,68.0,35.06,44.26
7642,1.57,12.06,0.0,0.0,68.0,37.03,44.65
7643,1.01,10.25,0.0,0.0,68.0,37.99,45.01
7644,2.35,9.86,0.0,0.0,68.0,40.99,45.72
7645,1.0,9.72,0.0,0.0,68.0,40.01,45.71
7646,0.97,5.77,0.0,0.0,68.0,42.31,46.38
7647,1.32,5.25,0.0,0.0,68.0,37.96,45.7
7648,1.35,4.27,0.0,0.0,68.0,39.09,45.83
7649,1.25,7.22,0.0,0.0,68.0,35.99,45.33
7650,1.59,7.19,0.0,0.0,68.0,36.24,45.3
7651,2.05,8.73,0.0,0.0,68.0,32.23,44.4
7652,2.04,9.97,0.0,0.0,68.0,31.0,43.97
7653,1.86,10.88,0.0,0.0,68.0,30.91,43.73
7654,1.38,11.99,0.0,0.0,68.0,30.0,43.33
7655,1.57,15.31,0.0,0.0,68.0,24.35,41.98
7656,0.92,17.44,0.0,0.0,68.0,22.11,41.22
7657,0.7,17.04,0.0,0.0,68.0,26.75,41.69
7658,0.63,17.91,0.0,0.0,68.0,26.83,41.49
7659,0.6,18.76,0.0,0.0,68.0,26.84,41.24
7660,0.59,18.84,0.0,0.0,68.0,27.89,41.24
7661,0.89,19.16,0.0,0.0,68.0,28.79,41.24
7662,1.74,19.36,0.0,0.0,68.0,27.94,40.96
7663,3.32,19.74,0.0,0.0,68.0,27.92,40.81
7664,1.16,16.59,0.0,0.0,68.0,32.82,41.62
7665,1.02,9.24,0.0,0.0,68.0,39.47,43.33
7666,0.97,5.57,0.0,0.0,68.0,47.73,45.69
7667,5.59,4.28,0.0,0.0,68.0,51.17,47.52
7668,3.48,0.18,0.0,0.0,68.0,54.31,49.23
7669,1.25,0.0,0.0,0.0,68.48,57.39,50.71
7670,1.21,0.0,0.0,0.0,68.99,57.38,51.57
7671,0.91,0.0,0.0,0.0,69.58,56.36,52.09
7672,0.95,0.0,0.0,0.0,69.65,51.68,51.66
7673,1.21,0.0,0.0,0.0,69.06,49.46,51.02
7674,2.18,0.0,0.0,0.0,68.06,42.72,48.74
7675,1.76,1.62,0.0,0.0,68.0,39.42,47.63
7676,2.09,2.13,0.0,0.0,68.0,39.93,47.52
7677,1.88,3.64,0.0,0.0,68.0,39.01,47.06
7678,2.21,3.9,0.0,0.0,68.0,40.85,47.2
7679,1.17,4.96,0.0,0.0,68.0,40.88,47.1
7680,0.85,6.2,0.0,0.0,68.0,40.88,46.96
7681,0.96,7.34,0.0,0.0,68.0,40.88,46.83
7682,0.93,7.34,0.0,0.0,68.0,44.71,47.53
7683,0.86,8.59,0.0,0.0,68.0,42.02,46.97
7684,0.53,8.78,0.0,0.0,68.0,42.66,47.03
7685,0.52,9.06,0.0,0.0,68.0,43.8,47.25
7686,4.9,9.07,0.0,0.0,68.0,46.75,48.07
7687,0.98,10.74,0.0,0.0,68.0,39.26,46.1
7688,1.06,11.17,0.0,0.0,68.0,37.09,45.67
7689,1.01,7.72,0.0,0.0,68.0,39.06,46.12
7690,1.68,3.72,0.0,0.0,68.0,48.67,48.17
7691,0.91,1.32,0.0,0.0,68.0,53.87,50.37
7692,1.52,0.0,0.0,0.0,68.65,57.93,52.19
7693,2.93,0.0,0.0,0.0,69.48,58.11,52.96
7694,1.39,0.0,0.0,0.0,69.91,59.31,53.85
7695,1.09,0.0,0.0,0.0,70.5,58.38,54.31
7696,0.95,0.0,0.0,0.0,70.32,56.85,54.24
7697,1.48,0.0,0.0,0.0,69.31,50.94,52.92
7698,1.9,0.0,0.0,0.0,68.85,47.53,51.42
7699,3.0,0.0,0.0,0.0,68.76,47.03,50.97
7700,1.96,0.0,0.0,0.0,68.26,43.25,49.78
7701,2.62,0.56,0.0,0.0,68.0,42.16,49.32
7702,6.46,1.31,0.0,0.0,68.0,45.9,49.89
7703,1.31,2.32,0.0,0.0,68.0,44.06,49.38
7704,1.15,3.31,0.0,0.0,68.0,44.83,49.4
7705,0.63,4.95,0.0,0.0,68.0,42.1,48.71
7706,0.56,6.24,0.0,0.0,68.0,41.02,48.29
7707,0.54,8.8,0.0,0.0,68.0,36.25,47.1
7708,1.31,11.0,0.0,0.0,68.0,33.32,46.23
7709,3.46,14.32,0.0,0.0,68.0,28.5,44.94
7710,0.93,14.47,0.0,0.0,68.0,28.15,44.49
7711,2.27,15.09,0.0,0.0,68.0,28.03,44.1
7712,1.07,12.76,0.0,0.0,68.0,32.62,44.66
7713,1.0,7.14,0.0,0.0,68.0,37.63,45.74
7714,2.17,4.44,0.0,0.0,68.0,41.97,46.82
7715,0.97,2.43,0.0,0.0,68.0,44.37,47.66
7716,0.98,2.1,0.0,0.0,68.0,47.09,48.49
7717,1.28,0.0,0.0,0.0,68.33,50.8,50.03
7718,0.89,0.0,0.0,0.0,69.07,53.33,51.58
7719,0.91,0.0,0.0,0.0,69.79,54.4,52.33
7720,1.27,0.0,0.0,0.0,70.08,51.57,52.32
7721,2.56,0.0,0.0,0.0,68.87,46.91,50.84
7722,2.31,0.0,0.0,0.0,68.22,43.03,49.26
7723,1.69,0.0,0.0,0.0,68.28,44.09,49.59
7724,1.62,0.03,0.0,0.0,68.0,43.05,49.24
7725,1.49,1.8,0.0,0.0,68.0,42.06,48.8
7726,1.67,2.71,0.0,0.0,68.0,41.98,48.61
7727,1.17,4.58,0.0,0.0,68.0,39.9,48.01
7728,1.18,5.39,0.0,0.0,68.0,40.9,48.02
