Hour,Electricity Use [kWh],Natural Gas Use [kBtu],Fuel Oil Use [kBtu],Propane Use [kBtu],Living Temperature [F],Vented Attic Temperature [F],Vented Crawlspace Temperature [F]
461,0.63,16.93,0.0,0.0,68.0,22.81,37.59
462,5.12,18.99,0.0,0.0,68.0,22.81,37.24
463,1.83,18.22,0.0,0.0,68.0,23.79,37.11
464,1.2,16.93,0.0,0.0,68.0,23.81,36.94
465,1.13,13.87,0.0,0.0,68.0,24.16,36.99
466,1.8,9.9,0.0,0.0,68.0,30.42,37.97
467,1.06,6.69,0.0,0.0,68.0,34.58,39.27
468,1.67,4.35,0.0,0.0,68.0,36.32,40.03
469,3.23,1.94,0.0,0.0,68.0,39.75,41.18
470,1.66,0.44,0.0,0.0,68.0,43.05,43.17
471,1.03,0.0,0.0,0.0,68.56,45.27,44.58
472,1.4,0.0,0.0,0.0,69.03,45.86,45.25
473,1.28,0.0,0.0,0.0,68.68,43.42,44.82
474,2.37,1.1,0.0,0.0,68.0,40.04,43.57
475,3.26,4.2,0.0,0.0,68.0,34.15,41.57
476,2.17,5.05,0.0,0.0,68.0,32.43,40.99
477,2.86,6.91,0.0,0.0,68.0,29.35,40.03
478,6.9,8.26,0.0,0.0,68.0,28.96,39.61
479,2.14,10.39,0.0,0.0,68.0,27.01,38.9
480,1.3,12.5,0.0,0.0,68.0,26.04,38.4
481,0.76,15.41,0.0,0.0,68.0,23.13,37.5
482,0.69,17.31,0.0,0.0,68.0,21.96,36.91
483,0.67,18.92,0.0,0.0,68.0,21.02,36.38
484,1.46,20.24,0.0,0.0,68.0,20.94,36.0
485,4.34,22.33,0.0,0.0,68.0,19.9,35.45
486,0.88,22.1,0.0,0.0,68.0,19.84,35.1
487,2.51,21.69,0.0,0.0,68.0,21.67,35.15
488,1.52,17.31,0.0,0.0,68.0,28.36,36.28
489,1.11,11.12,0.0,0.0,68.0,36.33,38.21
490,2.31,6.67,0.0,0.0,68.0,43.55,40.55
491,0.99,2.5,0.0,0.0,68.0,50.75,43.83
492,0.99,0.0,0.0,0.0,68.13,55.39,45.25
493,1.35,0.0,0.0,0.0,68.85,59.17,46.79
494,0.97,0.0,0.0,0.0,69.41,62.32,48.16
495,0.98,0.0,0.0,0.0,70.19,61.4,49.11
496,1.22,0.0,0.0,0.0,70.8,60.71,49.7
497,2.86,0.0,0.0,0.0,69.99,53.24,48.79
498,2.43,0.0,0.0,0.0,69.12,47.88,47.53
499,1.83,0.0,0.0,0.0,68.34,38.92,44.61
500,2.12,0.0,0.0,0.0,68.06,39.18,44.16
501,1.69,2.31,0.0,0.0,68.0,36.14,42.98
502,1.85,4.06,0.0,0.0,68.0,35.11,42.3
503,1.32,5.63,0.0,0.0,68.0,34.01,41.72
504,1.28,6.98,0.0,0.0,68.0,33.95,41.37
505,0.72,8.48,0.0,0.0,68.0,33.91,41.1
506,0.65,10.14,0.0,0.0,68.0,33.03,40.67
507,0.63,11.35,0.0,0.0,68.0,32.98,40.43
508,0.62,13.25,0.0,0.0,68.0,30.9,39.76
509,0.61,13.85,0.0,0.0,68.0,31.86,39.68
510,0.73,14.69,0.0,0.0,68.0,30.81,39.27
511,1.32,14.9,0.0,0.0,68.0,30.77,39.02
512,1.17,12.07,0.0,0.0,68.0,33.7,39.55
513,2.88,6.86,0.0,0.0,68.0,39.55,40.99
514,1.34,2.73,0.0,0.0,68.0,46.65,43.32
515,0.97,0.0,0.0,0.0,68.18,53.72,46.23
516,0.99,0.0,0.0,0.0,68.98,58.12,47.73
517,1.3,0.0,0.0,0.0,69.83,61.4,49.23
518,0.96,0.0,0.0,0.0,70.45,61.68,50.24
519,1.32,0.0,0.0,0.0,71.32,63.28,51.14
520,1.44,0.0,0.0,0.0,72.03,60.65,51.55
521,1.23,0.0,0.0,0.0,71.82,53.68,50.7
522,2.35,0.0,0.0,0.0,70.41,44.99,48.65
523,4.22,0.0,0.0,0.0,69.64,40.53,46.63
524,1.97,0.0,0.0,0.0,69.26,38.21,45.42
525,1.68,0.0,0.0,0.0,68.75,37.97,44.71
526,1.82,0.84,0.0,0.0,68.0,34.09,43.2
527,1.31,5.13,0.0,0.0,68.0,30.15,41.95
528,0.95,6.43,0.0,0.0,68.0,31.94,41.84
529,0.72,7.86,0.0,0.0,68.0,31.94,41.48
530,0.65,10.98,0.0,0.0,68.0,27.05,40.14
531,0.63,11.46,0.0,0.0,68.0,29.89,40.27
532,0.62,12.33,0.0,0.0,68.0,30.8,40.18
533,0.92,13.8,0.0,0.0,68.0,30.81,39.89
534,0.73,14.99,0.0,0.0,68.0,28.89,39.27
535,1.0,14.25,0.0,0.0,68.0,31.78,39.56
536,1.51,12.97,0.0,0.0,68.0,33.8,39.89
537,1.09,7.32,0.0,0.0,68.0,40.6,41.52
538,1.39,4.61,0.0,0.0,68.0,48.47,44.03
539,1.51,1.92,0.0,0.0,68.0,54.71,46.45
540,1.14,0.31,0.0,0.0,68.0,58.9,47.84
541,0.96,0.0,0.0,0.0,68.6,61.29,49.08
542,0.96,0.0,0.0,0.0,69.63,62.66,50.25
543,0.98,0.0,0.0,0.0,70.31,63.07,51.07
544,1.35,0.0,0.0,0.0,70.26,61.42,51.42
545,1.23,0.0,0.0,0.0,69.66,55.54,50.63
546,1.97,0.0,0.0,0.0,68.94,48.65,49.05
547,1.83,0.0,0.0,0.0,68.58,44.49,47.37
548,1.8,0.0,0.0,0.0,68.02,40.38,45.82
549,1.69,1.78,0.0,0.0,68.0,39.18,44.95
550,1.51,3.79,0.0,0.0,68.0,36.15,43.87
551,1.63,4.62,0.0,0.0,68.0,37.01,43.69
552,2.35,6.38,0.0,0.0,68.0,36.97,43.38
553,0.72,7.98,0.0,0.0,68.0,35.9,42.84
554,0.64,8.9,0.0,0.0,68.0,36.9,42.81
555,0.62,9.54,0.0,0.0,68.0,37.76,42.81
556,0.92,10.07,0.0,0.0,68.0,38.82,42.87
557,0.59,10.43,0.0,0.0,68.0,39.68,42.95
558,0.7,10.02,0.0,0.0,68.0,41.51,43.34
559,0.97,9.98,0.0,0.0,68.0,41.7,43.34
560,1.16,10.46,0.0,0.0,68.0,38.96,42.59
561,1.09,8.34,0.0,0.0,68.0,44.58,43.85
562,5.06,7.17,0.0,0.0,68.0,47.7,45.68
563,3.49,2.49,0.0,0.0,68.0,55.53,47.85
564,1.32,0.7,0.0,0.0,68.0,58.14,48.83
565,0.96,0.0,0.0,0.0,68.32,65.43,49.93
566,0.96,0.0,0.0,0.0,69.09,60.73,50.6
567,0.98,0.0,0.0,0.0,69.76,59.88,51.04
568,1.33,0.0,0.0,0.0,69.88,57.35,51.07
569,1.23,0.0,0.0,0.0,69.84,54.49,50.85
570,1.64,0.0,0.0,0.0,69.15,48.66,49.5
571,2.17,0.0,0.0,0.0,68.56,43.74,47.5
572,4.72,0.0,0.0,0.0,68.55,43.22,46.96
573,1.79,0.58,0.0,0.0,68.0,40.07,45.77
574,1.51,3.72,0.0,0.0,68.0,36.14,44.3
575,1.32,5.34,0.0,0.0,68.0,34.12,43.53
576,1.28,6.96,0.0,0.0,68.0,33.97,43.12
577,0.72,8.6,0.0,0.0,68.0,33.05,42.57
578,0.98,11.18,0.0,0.0,68.0,30.09,41.63
579,0.63,12.13,0.0,0.0,68.0,29.98,41.25
580,0.62,13.38,0.0,0.0,68.0,29.86,40.91
581,0.6,12.93,0.0,0.0,68.0,32.97,41.32
582,1.05,16.3,0.0,0.0,68.0,26.41,39.62
583,1.01,16.64,0.0,0.0,68.0,25.98,39.22
584,1.52,14.69,0.0,0.0,68.0,27.78,39.39
585,4.33,8.94,0.0,0.0,68.0,37.04,41.29
586,1.5,4.79,0.0,0.0,68.0,41.45,42.73
587,1.33,4.77,0.0,0.0,68.0,48.27,43.55
588,2.48,2.63,0.0,0.0,68.0,48.83,45.74
589,0.96,0.26,0.0,0.0,68.0,50.71,46.82
590,0.96,0.0,0.0,0.0,68.02,52.45,47.67
591,1.32,0.0,0.0,0.0,68.71,53.43,48.51
592,1.4,0.0,0.0,0.0,68.44,49.17,48.1
593,1.28,0.94,0.0,0.0,68.0,46.26,47.26
594,1.66,2.99,0.0,0.0,68.0,42.25,45.8
595,2.17,3.68,0.0,0.0,68.0,39.15,44.52
596,2.57,3.15,0.0,0.0,68.0,40.93,44.64
597,1.69,3.12,0.0,0.0,68.0,42.82,45.0
598,1.51,4.54,0.0,0.0,68.0,40.95,44.29
599,1.66,5.86,0.0,0.0,68.0,39.87,43.85
600,0.95,7.53,0.0,0.0,68.0,37.95,43.27
601,1.05,9.4,0.0,0.0,68.0,35.97,42.64
602,0.66,11.35,0.0,0.0,68.0,33.22,41.81
603,0.64,13.39,0.0,0.0,68.0,30.17,40.92
604,0.64,16.23,0.0,0.0,68.0,25.26,39.61
605,0.63,18.19,0.0,0.0,68.0,23.13,38.79
606,2.21,18.92,0.0,0.0,68.0,22.01,38.16
607,3.44,20.62,0.0,0.0,68.0,20.06,37.36
608,1.53,21.0,0.0,0.0,68.0,18.09,36.58
609,1.16,20.75,0.0,0.0,68.0,18.06,36.21
610,1.11,18.26,0.0,0.0,68.0,19.27,36.22
611,5.8,18.2,0.0,0.0,68.0,19.55,36.12
612,4.5,14.32,0.0,0.0,68.0,22.5,36.58
613,1.44,11.89,0.0,0.0,68.0,24.74,37.08
614,1.41,11.86,0.0,0.0,68.0,22.58,36.69
615,1.09,9.75,0.0,0.0,68.0,23.86,36.94
616,1.12,8.77,0.0,0.0,68.0,32.36,37.05
617,1.65,9.53,0.0,0.0,68.0,24.71,37.14
618,2.07,12.1,0.0,0.0,68.0,23.37,36.85
619,2.23,11.96,0.0,0.0,68.0,24.15,36.79
620,2.33,12.43,0.0,0.0,68.0,24.92,36.8
621,2.13,13.22,0.0,0.0,68.0,24.84,36.64
622,2.45,14.06,0.0,0.0,68.0,25.88,36.66
623,1.7,15.17,0.0,0.0,68.0,26.43,36.62
624,1.0,16.4,0.0,0.0,68.0,26.99,36.59
625,0.78,18.05,0.0,0.0,68.0,25.62,36.2
626,1.46,18.77,0.0,0.0,68.0,26.11,36.14
627,0.67,18.43,0.0,0.0,68.0,28.56,36.49
628,0.65,18.56,0.0,0.0,68.0,29.1,36.55
629,0.63,17.91,0.0,0.0,68.0,31.5,36.98
630,5.18,18.84,0.0,0.0,68.0,32.14,37.15
631,1.87,16.59,0.0,0.0,68.0,34.56,37.68
632,1.19,15.48,0.0,0.0,68.0,35.22,37.96
633,1.12,12.81,0.0,0.0,68.0,37.77,38.75
634,1.8,9.45,0.0,0.0,68.0,39.61,39.67
635,1.07,8.47,0.0,0.0,68.0,41.13,40.49
636,1.67,5.39,0.0,0.0,68.0,42.21,41.4
637,3.29,5.63,0.0,0.0,68.0,41.36,41.55
638,1.67,4.93,0.0,0.0,68.0,41.32,41.91
639,1.06,4.54,0.0,0.0,68.0,40.08,41.9
640,1.43,4.92,0.0,0.0,68.0,38.87,41.68
641,1.31,6.3,0.0,0.0,68.0,35.72,40.67
642,2.41,7.92,0.0,0.0,68.0,32.81,39.71
643,3.3,8.9,0.0,0.0,68.0,31.39,39.07
644,2.37,9.58,0.0,0.0,68.0,30.14,38.77
645,2.8,10.59,0.0,0.0,68.0,29.12,38.34
646,6.95,12.49,0.0,0.0,68.0,27.24,37.72
647,2.13,15.92,0.0,0.0,68.0,22.19,36.45
648,1.33,17.39,0.0,0.0,68.0,21.96,36.08
649,0.78,18.97,0.0,0.0,68.0,21.07,35.6
650,0.7,19.35,0.0,0.0,68.0,22.79,35.61
651,0.68,20.7,0.0,0.0,68.0,20.95,35.02
652,1.47,21.34,0.0,0.0,68.0,21.72,34.89
653,4.36,22.38,0.0,0.0,68.0,21.71,34.69
654,0.9,22.94,0.0,0.0,68.0,19.67,33.97
655,2.54,25.77,0.0,0.0,68.0,14.29,32.78
656,1.56,23.98,0.0,0.0,68.0,15.1,32.64
657,1.17,21.15,0.0,0.0,68.0,15.31,32.58
658,2.38,17.59,0.0,0.0,68.0,21.84,33.72
659,1.1,14.02,0.0,0.0,68.0,26.14,34.75
660,1.1,11.53,0.0,0.0,68.0,28.42,35.43
661,1.46,10.03,0.0,0.0,68.0,28.14,35.63
662,1.07,9.24,0.0,0.0,68.0,29.96,36.27
663,1.09,9.95,0.0,0.0,68.0,29.91,36.44
664,1.45,11.57,0.0,0.0,68.0,28.86,36.25
665,2.82,13.05,0.0,0.0,68.0,27.51,35.96
666,2.51,14.27,0.0,0.0,68.0,24.47,35.27
667,2.23,13.97,0.0,0.0,68.0,24.87,35.23
668,1.89,15.14,0.0,0.0,68.0,23.13,34.78
669,1.77,16.06,0.0,0.0,68.0,23.02,34.57
670,1.93,17.97,0.0,0.0,68.0,21.07,34.03
671,1.41,21.06,0.0,0.0,68.0,15.59,32.7
672,1.37,21.48,0.0,0.0,68.0,17.9,32.85
673,0.81,24.72,0.0,0.0,68.0,13.22,31.72
674,0.75,26.98,0.0,0.0,68.0,11.08,30.97
675,0.74,30.7,0.0,0.0,68.0,4.63,29.38
676,1.03,29.81,0.0,0.0,68.0,7.0,29.37
677,0.7,30.18,0.0,0.0,68.0,8.01,29.2
678,0.81,29.93,0.0,0.0,68.0,8.72,29.02
679,1.1,31.85,0.0,0.0,68.0,5.37,28.08
680,1.25,26.86,0.0,0.0,68.0,13.14,29.26
681,3.21,21.89,0.0,0.0,68.0,15.72,29.93
682,1.26,18.12,0.0,0.0,68.0,19.06,30.78
683,1.11,15.67,0.0,0.0,68.0,22.46,31.67
684,1.11,12.45,0.0,0.0,68.0,25.99,32.66
685,1.41,10.1,0.0,0.0,68.0,28.38,33.57
686,1.06,8.67,0.0,0.0,68.0,29.7,34.34
687,1.41,7.38,0.0,0.0,68.0,28.77,34.62
688,1.53,6.31,0.0,0.0,68.0,29.06,35.16
689,1.64,8.18,0.0,0.0,68.0,26.05,34.67
690,2.07,12.46,0.0,0.0,68.0,20.47,33.2
691,4.46,15.72,0.0,0.0,68.0,15.41,31.95
692,2.01,15.98,0.0,0.0,68.0,15.43,31.75
693,1.78,18.27,0.0,0.0,68.0,13.17,31.05
694,1.93,20.13,0.0,0.0,68.0,12.19,30.56
695,1.41,21.79,0.0,0.0,68.0,12.04,30.24
696,1.04,23.46,0.0,0.0,68.0,11.96,29.93
697,0.82,25.21,0.0,0.0,68.0,11.9,29.63
698,0.74,25.02,0.0,0.0,68.0,14.6,29.88
699,0.72,26.81,0.0,0.0,68.0,12.72,29.33
700,0.7,27.06,0.0,0.0,68.0,13.55,29.27
701,1.01,29.3,0.0,0.0,68.0,10.89,28.54
702,0.81,28.66,0.0,0.0,68.0,12.61,28.6
703,1.08,28.78,0.0,0.0,68.0,11.77,28.28
704,1.59,28.45,0.0,0.0,68.0,10.03,27.8
705,1.17,21.7,0.0,0.0,68.0,17.62,29.21
706,1.47,17.77,0.0,0.0,68.0,20.95,30.22
707,1.76,14.93,0.0,0.0,68.0,24.42,31.18
708,1.13,11.27,0.0,0.0,68.0,29.75,32.47
709,1.06,8.56,0.0,0.0,68.0,33.04,33.98
710,1.05,6.48,0.0,0.0,68.0,36.27,35.58
711,1.06,4.08,0.0,0.0,68.0,37.88,36.93
712,1.42,3.71,0.0,0.0,68.0,36.0,37.24
713,1.31,6.32,0.0,0.0,68.0,31.17,35.77
714,2.03,10.1,0.0,0.0,68.0,25.92,34.05
715,1.89,10.31,0.0,0.0,68.0,24.98,33.93
716,1.88,13.7,0.0,0.0,68.0,18.89,32.44
717,1.75,12.44,0.0,0.0,68.0,23.5,33.2
718,1.57,14.47,0.0,0.0,68.0,21.77,32.73
719,1.69,15.56,0.0,0.0,68.0,22.43,32.72
720,2.42,17.47,0.0,0.0,68.0,22.43,32.61
721,0.78,19.09,0.0,0.0,68.0,21.44,32.25
722,0.71,20.27,0.0,0.0,68.0,21.64,32.08
723,0.68,21.5,0.0,0.0,68.0,20.84,31.76
724,0.99,22.2,0.0,0.0,68.0,20.78,31.57
725,0.67,24.54,0.0,0.0,68.0,17.12,30.67
726,0.79,25.43,0.0,0.0,68.0,16.01,30.21
727,1.06,24.79,0.0,0.0,68.0,16.87,30.16
728,1.23,23.25,0.0,0.0,68.0,17.77,30.2
729,1.16,19.95,0.0,0.0,68.0,23.75,31.29
730,5.14,17.62,0.0,0.0,68.0,27.86,32.37
731,3.66,12.66,0.0,0.0,68.0,34.85,34.33
732,1.42,9.52,0.0,0.0,68.0,43.92,35.76
733,1.05,6.79,0.0,0.0,68.0,42.36,37.9
734,1.05,6.51,0.0,0.0,68.0,42.51,38.44
735,1.07,5.9,0.0,0.0,68.0,42.31,38.88
736,1.09,4.37,0.0,0.0,68.0,40.74,39.2
737,1.63,6.07,0.0,0.0,68.0,36.33,37.81
738,1.69,8.38,0.0,0.0,68.0,31.82,36.53
739,2.24,11.17,0.0,0.0,68.0,25.35,34.61
740,4.74,13.53,0.0,0.0,68.0,19.91,33.16
741,1.89,12.97,0.0,0.0,68.0,22.22,33.67
742,1.57,14.43,0.0,0.0,68.0,22.07,33.39
743,1.38,16.22,0.0,0.0,68.0,21.44,32.99
744,1.34,18.15,0.0,0.0,68.0,20.84,32.65
745,0.79,20.15,0.0,0.0,68.0,20.18,32.25
746,1.05,21.71,0.0,0.0,68.0,19.49,31.86
747,0.7,23.04,0.0,0.0,68.0,18.79,31.47
748,0.69,24.34,0.0,0.0,68.0,17.91,31.04
749,0.67,24.66,0.0,0.0,68.0,18.92,30.98
750,1.1,25.14,0.0,0.0,68.0,17.87,30.59
751,1.06,24.51,0.0,0.0,68.0,18.84,30.56
752,1.56,21.88,0.0,0.0,68.0,19.8,30.73
753,4.39,17.5,0.0,0.0,68.0,22.91,31.53
754,1.56,14.01,0.0,0.0,68.0,25.08,32.22
755,1.35,11.38,0.0,0.0,68.0,28.27,33.19
756,2.52,8.53,0.0,0.0,68.0,31.54,34.35
757,1.04,5.58,0.0,0.0,68.0,35.39,35.81
758,1.05,8.05,0.0,0.0,68.0,27.39,34.44
759,1.4,6.7,0.0,0.0,68.0,26.97,34.65
760,1.41,6.08,0.0,0.0,68.0,25.69,34.69
761,1.26,6.79,0.0,0.0,68.0,24.97,34.51
762,1.62,11.69,0.0,0.0,68.0,21.28,33.27
763,2.14,12.57,0.0,0.0,68.0,19.55,32.71
764,2.63,14.29,0.0,0.0,68.0,18.14,32.15
765,1.84,16.06,0.0,0.0,68.0,16.43,31.43
766,1.68,18.49,0.0,0.0,68.0,14.15,30.71
767,1.83,20.27,0.0,0.0,68.0,13.91,30.39
768,1.04,21.76,0.0,0.0,68.0,14.83,30.26
769,1.13,23.8,0.0,0.0,68.0,13.77,29.79
770,0.74,24.68,0.0,0.0,68.0,14.77,29.68
771,0.72,27.37,0.0,0.0,68.0,11.0,28.7
772,0.71,28.23,0.0,0.0,68.0,10.81,28.36
773,0.7,30.11,0.0,0.0,68.0,8.42,27.57
774,2.31,29.67,0.0,0.0,68.0,9.55,27.54
775,3.52,31.4,0.0,0.0,68.0,7.88,26.94
776,1.53,26.6,0.0,0.0,68.0,12.52,27.61
777,1.15,18.97,0.0,0.0,68.0,21.19,29.49
778,1.08,13.94,0.0,0.0,68.0,28.55,31.44
779,5.76,11.72,0.0,0.0,68.0,33.92,33.28
780,4.47,6.05,0.0,0.0,68.0,41.34,36.43
781,1.38,2.66,0.0,0.0,68.0,47.66,38.53
782,1.35,2.54,0.0,0.0,68.0,43.96,38.82
783,1.04,2.43,0.0,0.0,68.0,38.5,38.47
784,1.06,2.18,0.0,0.0,68.0,34.67,37.72
785,1.56,4.83,0.0,0.0,68.0,28.93,36.22
786,1.97,10.18,0.0,0.0,68.0,24.01,33.83
787,2.15,12.16,0.0,0.0,68.0,18.66,32.85
788,2.33,12.26,0.0,0.0,68.0,19.42,32.72
789,2.22,14.83,0.0,0.0,68.0,16.4,31.72
790,2.56,16.28,0.0,0.0,68.0,16.04,31.28
791,1.8,18.56,0.0,0.0,68.0,15.06,30.78
792,1.03,21.12,0.0,0.0,68.0,13.99,30.25
793,0.81,23.2,0.0,0.0,68.0,12.95,29.72
794,1.49,24.13,0.0,0.0,68.0,13.73,29.59
795,0.71,25.18,0.0,0.0,68.0,13.78,29.32
796,0.7,26.61,0.0,0.0,68.0,12.81,28.86
797,0.69,27.76,0.0,0.0,68.0,11.94,28.42
798,5.26,30.25,0.0,0.0,68.0,10.08,27.79
799,1.97,29.3,0.0,0.0,68.0,9.91,27.49
800,1.25,27.06,0.0,0.0,68.0,10.71,27.48
801,1.16,20.16,0.0,0.0,68.0,18.65,29.01
802,1.82,14.93,0.0,0.0,68.0,25.68,30.78
803,1.08,10.0,0.0,0.0,68.0,35.71,33.37
804,1.68,7.42,0.0,0.0,68.0,39.84,36.15
805,3.3,4.32,0.0,0.0,68.0,42.09,37.19
806,1.65,5.03,0.0,0.0,68.0,40.63,37.49
807,1.05,4.21,0.0,0.0,68.0,37.21,37.38
808,1.4,4.55,0.0,0.0,68.0,35.73,37.06
809,1.26,6.6,0.0,0.0,68.0,32.79,36.5
810,2.32,7.75,0.0,0.0,68.0,31.38,35.9
811,3.23,10.55,0.0,0.0,68.0,26.37,33.87
812,2.52,11.01,0.0,0.0,68.0,26.53,33.79
813,2.89,11.41,0.0,0.0,68.0,25.9,33.8
814,7.05,13.95,0.0,0.0,68.0,23.06,32.92
815,2.12,16.26,0.0,0.0,68.0,21.06,32.27
816,1.34,18.73,0.0,0.0,68.0,19.13,31.66
817,0.8,21.12,0.0,0.0,68.0,17.16,30.99
818,0.73,22.82,0.0,0.0,68.0,15.98,30.46
819,0.71,25.2,0.0,0.0,68.0,13.11,29.58
820,1.55,26.25,0.0,0.0,68.0,12.81,29.21
821,4.4,29.44,0.0,0.0,68.0,9.38,28.18
822,0.91,28.57,0.0,0.0,68.0,10.6,28.11
823,2.58,30.84,0.0,0.0,68.0,7.04,27.11
824,1.57,24.93,0.0,0.0,68.0,12.92,28.09
825,1.15,19.37,0.0,0.0,68.0,17.85,29.68
826,2.36,14.77,0.0,0.0,68.0,26.54,31.15
827,1.08,10.95,0.0,0.0,68.0,32.39,32.77
828,1.08,8.05,0.0,0.0,68.0,36.06,34.42
829,1.43,6.28,0.0,0.0,68.0,37.94,36.1
830,1.03,3.84,0.0,0.0,68.0,41.65,37.64
831,1.04,2.29,0.0,0.0,68.0,41.38,38.37
832,1.38,2.75,0.0,0.0,68.0,42.28,39.03
833,2.72,5.4,0.0,0.0,68.0,39.92,38.81
834,2.45,6.26,0.0,0.0,68.0,36.76,37.78
835,2.06,8.71,0.0,0.0,68.0,29.73,35.71
836,1.86,10.33,0.0,0.0,68.0,26.8,34.6
837,1.82,11.86,0.0,0.0,68.0,24.85,33.93
838,1.99,12.66,0.0,0.0,68.0,25.06,33.78
839,1.46,15.23,0.0,0.0,68.0,22.12,32.89
840,1.35,17.67,0.0,0.0,68.0,20.99,32.21
841,0.79,19.97,0.0,0.0,68.0,18.21,31.56
842,0.71,20.94,0.0,0.0,68.0,18.71,31.44
843,0.69,21.84,0.0,0.0,68.0,19.72,31.35
844,0.99,22.81,0.0,0.0,68.0,18.85,30.95
845,0.67,24.34,0.0,0.0,68.0,17.02,30.35
846,0.79,25.2,0.0,0.0,68.0,15.93,29.89
847,1.06,24.45,0.0,0.0,68.0,17.66,29.98
848,1.22,20.54,0.0,0.0,68.0,21.49,30.68
849,3.18,13.88,0.0,0.0,68.0,30.06,32.71
850,1.2,10.5,0.0,0.0,68.0,34.78,34.32
851,1.06,6.87,0.0,0.0,68.0,40.0,37.07
852,1.05,2.96,0.0,0.0,68.0,45.82,38.84
853,1.35,0.81,0.0,0.0,68.0,48.75,40.14
854,1.01,1.03,0.0,0.0,68.0,45.57,40.65
855,1.36,0.0,0.0,0.0,68.12,45.28,41.28
856,1.47,0.0,0.0,0.0,68.66,44.5,41.71
857,1.53,0.0,0.0,0.0,68.49,42.4,41.63
858,1.92,2.6,0.0,0.0,68.01,38.27,40.46
859,4.32,4.03,0.0,0.0,68.0,37.23,39.71
860,1.94,5.29,0.0,0.0,68.0,33.92,38.42
861,1.79,7.16,0.0,0.0,68.0,30.48,37.12
862,1.95,7.68,0.0,0.0,68.0,31.82,37.15
863,1.42,9.51,0.0,0.0,68.0,30.81,36.66
864,0.98,11.89,0.0,0.0,68.0,28.89,35.91
865,0.76,14.25,0.0,0.0,68.0,26.96,35.23
866,0.69,16.6,0.0,0.0,68.0,24.2,34.39
867,0.66,17.36,0.0,0.0,68.0,24.83,34.26
868,0.65,18.75,0.0,0.0,68.0,23.97,33.84
869,0.96,19.11,0.0,0.0,68.0,24.71,33.73
870,0.76,19.35,0.0,0.0,68.0,25.85,33.75
871,1.03,19.09,0.0,0.0,68.0,25.8,33.59
872,1.53,16.88,0.0,0.0,68.0,29.65,34.27
873,1.12,14.33,0.0,0.0,68.0,31.78,34.91
874,1.44,13.56,0.0,0.0,68.0,36.54,36.15
875,1.76,10.2,0.0,0.0,68.0,38.19,37.32
876,1.06,4.26,0.0,0.0,68.0,48.11,40.93
877,1.03,3.51,0.0,0.0,68.0,50.29,41.48
878,1.02,1.61,0.0,0.0,68.0,49.46,42.03
879,1.03,0.43,0.0,0.0,68.0,48.51,42.53
880,1.38,0.0,0.0,0.0,68.09,47.39,42.86
881,1.23,1.93,0.0,0.0,68.0,43.17,42.22
882,1.9,4.56,0.0,0.0,68.0,37.87,40.46
883,1.78,4.92,0.0,0.0,68.0,36.27,39.8
884,1.83,5.89,0.0,0.0,68.0,34.32,39.0
885,1.79,6.82,0.0,0.0,68.0,33.23,38.3
886,1.63,8.94,0.0,0.0,68.0,30.21,37.27
887,1.75,10.86,0.0,0.0,68.0,28.26,36.57
888,2.4,13.13,0.0,0.0,68.0,27.12,36.05
889,0.76,14.8,0.0,0.0,68.0,26.04,35.57
890,0.69,17.35,0.0,0.0,68.0,23.12,34.68
891,0.67,19.25,0.0,0.0,68.0,21.14,33.97
892,0.98,20.14,0.0,0.0,68.0,21.03,33.63
893,0.65,20.8,0.0,0.0,68.0,21.02,33.33
894,0.77,21.92,0.0,0.0,68.0,19.97,32.84
895,1.04,21.8,0.0,0.0,68.0,19.95,32.56
896,1.22,21.57,0.0,0.0,68.0,19.97,32.33
897,1.17,21.55,0.0,0.0,68.0,20.94,32.35
898,5.17,22.62,0.0,0.0,68.0,21.07,32.23
899,3.75,22.71,0.0,0.0,68.0,20.19,31.94
900,1.48,20.75,0.0,0.0,68.0,23.03,32.4
901,1.1,16.05,0.0,0.0,68.0,25.99,33.04
902,1.09,14.53,0.0,0.0,68.0,27.82,33.61
903,1.12,15.59,0.0,0.0,68.0,27.94,33.68
904,1.13,14.45,0.0,0.0,68.0,26.65,33.63
905,1.62,15.36,0.0,0.0,68.0,25.93,33.39
906,1.64,15.86,0.0,0.0,68.0,25.39,33.29
907,2.19,16.46,0.0,0.0,68.0,23.35,32.82
908,4.71,15.86,0.0,0.0,68.0,23.12,32.67
909,2.01,16.23,0.0,0.0,68.0,24.04,32.76
910,1.67,16.53,0.0,0.0,68.0,24.77,32.84
911,1.44,11.64,0.0,0.0,68.0,42.34,36.31
912,1.31,12.74,0.0,0.0,68.0,39.17,37.17
913,0.76,15.58,0.0,0.0,68.0,33.28,35.58
914,1.02,16.29,0.0,0.0,68.0,32.13,34.98
915,0.67,18.94,0.0,0.0,68.0,28.81,33.52
916,0.65,17.38,0.0,0.0,68.0,29.75,34.31
917,0.66,16.57,0.0,0.0,68.0,32.45,35.04
918,1.06,23.18,0.0,0.0,68.0,17.69,31.37
919,1.07,26.75,0.0,0.0,68.0,10.6,30.02
920,1.59,26.99,0.0,0.0,68.0,9.44,29.39
921,4.45,28.3,0.0,0.0,68.0,9.19,28.9
922,1.66,27.92,0.0,0.0,68.0,9.19,28.54
923,1.44,27.48,0.0,0.0,68.0,9.29,28.27
